"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"American Public Education","APEI","109.20K","586.33M","299.13M","29.5","0.59"
"American States Water","AWR","176.19K","2.20B","430.23M","36.12","0.09"
"American Vanguard","AVD","76.09K","639.85M","417.62M","32.92","1.03"
"American Woodmark","AMWD","135.47K","1.57B","1.40B","22.9","1.84"
"Ameris","ABCB","225.93K","2.37B","227.23M","23.9","1.08"
"AMERISAFE","AMSF","89.24K","1.23B","377.29M","19.24","0.74"
"AMN Healthcare Services","AMN","375.99K","2.75B","2.08B","21.57","0.3"
"Amneal Pharma A","AMRX","1.21M","6.87B","803.09M","","1.39"
"Amphastar P","AMPH","207.93K","834.00M","247.75M","","1.37"
"AngioDynamics","ANGO","229.74K","821.81M","344.29M","93.18","0.93"
"ANI Pharma","ANIP","142.67K","677.79M","189.20M","49.52","2.74"
"Anika","ANIK","86.25K","609.01M","108.38M","39.14","2.04"
"Anixter","AXE","185.70K","2.43B","8.13B","17.64","2.18"
"Apogee","APOG","310.40K","1.41B","1.39B","19.05","1.48"
"Applied Industrial Technologies","AIT","179.99K","2.98B","3.07B","22.26","0.88"
"ArcBest Corp","ARCB","308.58K","1.23B","2.95B","35.95","2.08"
"Archrock","AROC","1.25M","1.66B","845.70M","","2.87"
"Asbury Automotive","ABG","205.20K","1.54B","6.61B","9.61","1.46"
"ASGN","ASGN","270.58K","4.82B","2.91B","36.33","1.93"
"Assertio Therapeutics","ASRT","1.20M","468.50M","381.49M","","1.3"
"Astec","ASTE","180.90K","1.13B","1.16B","","1.02"
"Atlas Air","AAWW","268.12K","1.59B","2.42B","37.63","1.18"
"ATN Int","ATNI","95.43K","1.18B","452.09M","124.3","0.63"
"Avista","AVA","460.42K","3.39B","1.42B","27.54","0.17"
"Axon Enterprise","AAXN","894.95K","3.89B","385.36M","133.1","1.09"
"AZZ","AZZ","189.86K","1.41B","861.47M","55.07","1.43"
"B&G Foods","BGS","838.79K","2.06B","1.70B","34.7","0.48"
"Badger Meter","BMI","114.35K","1.60B","415.35M","54.07","0.69"
"Balchem","BCPC","114.47K","3.42B","635.08M","47.67","0.83"
"Banc of California","BANC","428.24K","1.00B","220.54M","38.39","0.77"
"Banner","BANR","195.21K","2.11B","259.82M","18.3","0.91"
"Barnes","B","209.55K","3.50B","1.47B","22.76","1.34"
"Barnes & Noble Education Inc","BNED","406.33K","237.87M","2.19B","",""
"Barnes&Noble","BKS","991.79K","400.37M","3.66B","","1.65"
"Bel Fuse B","BELFB","28.05K","322.73M","505.29M","39.72","1.14"
"Belmond","BEL","580.32K","1.98B","561.60M","","1.53"
"Benchmark Electronics","BHE","355.39K","1.21B","2.55B","19.51","0.25"
"Big 5","BGFV","1.28M","122.16M","987.49M","","-0.93"
"Biglari","BH","7.95K","600.96M","636.40M","","0.44"
"BioTelemetry","BEAT","469.88K","1.96B","368.62M","375.25","1.42"
"BJs Restaurants","BJRI","383.40K","1.52B","1.07B","38.01","0.71"
"Black Box","BBOX","216.31K","18.59M","773.79M","","0.87"
"Blackbaud","BLKB","284.75K","4.94B","830.34M","102.95","0.62"
"Blucora","BCOR","405.89K","1.72B","551.84M","34.72","-0.16"
"BofI Holding","BOFI","743.92K","2.35B","304.28M","14.81","0.23"
"Boise Cascad Llc","BCC","383.41K","1.76B","4.91B","14.37","1.92"
"Boston Private","BPFH","411.48K","1.22B","211.75M","37.03","0.89"
"Bottomline","EPAY","314.41K","2.64B","394.10M","1166.7","0.97"
"Boyd Gaming","BYD","1.04M","4.05B","2.40B","33.37","1.62"
"Brady","BRC","218.94K","2.02B","1.17B","20.13","1.09"
"Briggs&Stratton","BGG","314.63K","878.91M","1.85B","","0.68"
"Brinks","BCO","450.62K","3.97B","3.48B","","1.74"
"Bristow","BRS","670.66K","398.07M","1.46B","","2.95"
"Brookline Bancorp","BRKL","341.71K","1.45B","161.41M","19.89","0.76"
"Brooks Automation","BRKS","939.25K","2.14B","801.95M","22.82","1.03"
"Buckle","BKE","447.86K","1.27B","906.03M","13.02","0.62"
"Cabot","CCMP","180.11K","2.95B","570.18M","30.79","1.34"
"CACI","CACI","136.65K","4.80B","4.47B","25.53","1.52"
"Cal-Maine","CALM","341.98K","2.43B","1.50B","28.51","0.48"
"CalAmp","CAMP","382.70K","828.41M","372.72M","19.63","1.86"
"Calavo Growers","CVGW","207.84K","1.86B","1.09B","42.88","0.49"
"Caleres","CAL","393.50K","1.60B","2.79B","18.52","0.84"
"California Water Service","CWT","201.93K","1.96B","678.60M","11.64","0.52"
"Callaway Golf","ELY","1.10M","2.16B","1.23B","19.26","1.04"
"Cambrex","CBM","388.49K","2.15B","588.05M","17.92","2.38"
"Cantel Medical","CMD","336.79K","3.98B","848.57M","47.65","1.06"
"Capstead Mortgage","CMO","637.66K","772.40M","257.12M","15.11","0.15"
"Carbo Ceramics","CRR","392.00K","246.34M","217.87M","","1.51"
"Cardtronics","CATM","820.11K","1.73B","1.44B","","1.23"
"Career","CECO","259.30K","1.12B","578.21M","29.77","2.56"
"Caretrust Inc","CTRE","736.99K","1.48B","146.62M","34.23","0.95"
"Carrizo Oil&Gas","CRZO","3.29M","2.19B","917.30M","72.77","2.21"
"Cato","CATO","348.28K","540.36M","1.09B","","0.6"
"Cavco","CVCO","49.62K","2.22B","910.82M","34.93","1.48"
"Cedar Realty","CDR","403.91K","402.24M","152.46M","","0.77"
"Celadon","CGIP","391.97K","94.52M","","39.28","1.81"
"Central Garden&Pet","CENT","118.17K","3.16B","2.20B","20.42","-0.17"
"Central Garden&Pet A","CENTA","209.85K","3.16B","2.20B","20.42","-0.17"
"Century Aluminum","CENX","2.42M","1.10B","2.51B","16.05","0.73"
"CEVA","CEVA","190.44K","667.55M","80.70M","148.8","1.07"
"Chart Industries","GTLS","285.83K","2.34B","1.15B","100.52","1.06"
"Chemed","CHE","209.45K","5.09B","1.73B","29.69","1.15"
"Chemours Co","CC","1.52M","8.12B","6.71B","8.14",""
"Chesapeake Lodging","CHSP","271.33K","1.94B","599.25M","26.73","0.94"
"Chuy's Holdings","CHUY","161.57K","461.80M","388.40M","27.59","-0.27"
"Cincinnati Bell","CBB","586.97K","642.01M","1.31B","","1.15"
"CIRCOR","CIR","278.09K","881.94M","942.22M","","2"
"City Holding","CHCO","58.42K","1.25B","106.92M","18.15","0.6"
"Clearwater Paper","CLW","188.29K","474.90M","1.73B","23.15","1.17"
"Cloud Peak Energy","CLD","575.43K","187.93M","884.78M","","1.98"
"CMTSU Liquidation","CBRI","1.10M","171.46K","","","0.55"
"Cogent","CCOI","308.17K","2.52B","506.21M","111.56","0.6"
"Coherent","COHR","576.42K","4.46B","1.93B","22.78","1.02"
"Cohu","COHU","249.42K","760.37M","372.71M","16.52","0.99"
"Columbia Banking","COLB","276.51K","3.08B","286.52M","18.76","1.07"
"Comfort Systems","FIX","264.07K","2.11B","1.94B","30.36","1.32"
"Community Bank System","CBU","197.40K","3.37B","293.45M","22.08","1.04"
"Community Health Systems","CYH","2.53M","422.00M","13.98B","","1.65"
"Computer Programs&Systems","CPSI","76.13K","383.14M","283.96M","","-0.13"
"Comtech","CMTL","190.04K","858.20M","550.91M","28.97","1.5"
"CONMED","CNMD","178.50K","2.19B","827.56M","53.67","0.52"
"Consolidated Communications","CNSL","1.09M","874.98M","1.43B","","0.71"
"Contango Oil&Gas","MCF","73.85K","154.34M","77.74M","","1.63"
"Cooper Stnd","CPS","137.14K","2.55B","3.70B","14.28","0.75"
"Core-Mark","CORE","337.48K","1.62B","16.42B","81.36","0.83"
"CoreSite","COR","320.45K","5.58B","515.09M","56.49","0.3"
"Corindus Vascular Robotics","CR3","1.08K","158.36M","8.73M","81.08","1.03"
"CorVel","CRVL","35.96K","1.14B","571.13M","32.3","0.66"
"CPB","CPF","116.68K","843.28M","115.30M","16.65","1.02"
"Cray","CRAY","352.17K","894.11M","446.13M","","1.51"
"Crocs","CROX","1.21M","1.37B","1.05B","163.61","0.48"
"Cross Country","CCRN","228.36K","367.67M","863.02M","8.01","0.79"
"CryoLife","CRY","146.30K","1.26B","227.28M","","0.65"
"CSG Systems","CSGS","183.17K","1.25B","819.12M","19.97","0.84"
"CTS Corp","CTS","149.67K","1.20B","448.70M","37.06","1.26"
"Cubic","CUB","149.87K","2.08B","1.36B","","1.05"
"Customers Bancorp","CUBI","206.17K","788.90M","241.64M","11.69","0.68"
"CVB Financial","CVBF","386.16K","2.68B","170.13M","20.27","1.35"
"Daktronics","DAKT","227.72K","336.64M","592.00M","62.57","1.07"
"Darling Ingredients","DAR","823.65K","3.35B","3.61B","23.6","1.39"
"Dave & Buster’s Entertainment","PLAY","1.42M","2.27B","1.17B","21.07","0.46"
"DHI Group","DHX","518.13K","123.56M","188.02M","7.18","1.1"
"Diamondrock Hospitality","DRH","2.10M","2.42B","850.01M","32.35","1.43"
"Digi","DGII","104.22K","362.33M","207.81M","48.14","1.37"
"Dime Community","DCOM","183.88K","691.13M","114.51M","11.72","0.51"
"DineEquity","DIN","333.80K","1.44B","666.08M","","0.09"
"Diodes","DIOD","317.37K","1.95B","1.13B","26.61","0.95"
"Diplomat Pharmacy","DPLO","1.17M","1.47B","5.04B","","1.1"
"Donnelley Financial Solutions","DFIN","289.73K","699.38M","993.20M","31.2",""
"Dorman","DORM","258.60K","2.67B","917.75M","22.81","1.04"
"DSP Group","DSPG","57.83K","288.34M","124.28M","","0.84"
"DXP Enterprises","DXPE","86.62K","823.63M","1.11B","35.45","2.61"
"Eagle Pharm","EGRX","255.51K","1.21B","215.73M","38.45","1.35"
"EastGroup Properties","EGP","189.49K","3.46B","287.20M","42.15","0.81"
"Ebix","EBIX","180.10K","2.49B","430.34M","23.84","1.24"
"Echo Global","ECHO","416.03K","957.79M","2.27B","48.22","1.58"
"eHealth","EHTH","170.08K","564.34M","141.19M","","1.39"
"El Paso Electric","EE","256.16K","2.53B","906.13M","6.42","0.33"
"El Pollo Loco Holdings Inc","LOCO","437.42K","469.10M","413.75M","242.97","0.41"
"Electro Scientific","ESIO","1.31M","766.05M","405.82M","5.61","1.08"
"Electronics for Imaging","EFII","542.66K","1.53B","1.02B","266.76","1.08"
"Emergent Biosolutions","EBS","302.01K","3.06B","681.25M","14.16","1.25"
"Employers","EIG","113.66K","1.46B","804.00M","11.53","1.03"
"Enanta","ENTA","217.99K","1.78B","215.35M","21.97","0.88"
"Encore Capital","ECPG","232.43K","1.23B","1.30B","11.37","1.56"
"Encore Wire","WIRE","70.70K","1.09B","1.22B","18.43","1.85"
"Engility","EGL","122.97K","1.29B","1.92B","45.72","1.88"
"Enova International Inc","ENVA","333.19K","1.19B","969.18M","28.6","2.57"
"Enpro Industries","NPO","155.01K","1.59B","1.47B","3.16","1.07"
"ePlus","PLUS","96.51K","1.40B","1.40B","25.65","1.13"
"Era Group Inc","ERA","47.94K","272.41M","233.96M","","0.9"
"ESCO Technologies","ESE","81.65K","1.78B","747.50M","30.33","0.99"
"Essendant Inc","ESND","402.41K","552.45M","5.00B","","1.27"
"Ethan Allen Interiors","ETH","210.95K","600.89M","766.78M","18.26","0.87"
"Evercore","EVR","483.53K","5.26B","1.88B","14.54","1.68"
"EW Scripps A","SSP","458.46K","1.19B","959.59M","","2.11"
"ExlServices","EXLS","135.26K","2.11B","807.30M","27.33","1.27"
"Exponent","EXPO","89.53K","2.70B","367.92M","41.6","0.6"
"Express","EXPR","2.06M","731.83M","2.15B","37.29","0.83"
"Exterran Corp","EXTN","124.89K","1.04B","1.36B","6970.59",""
"EZCORP","EZPW","653.57K","601.83M","789.25M","11.56","1.41"
"Fabrinet","FN","386.48K","1.75B","1.37B","21.55","0.62"
"FARO","FARO","97.02K","1.16B","387.74M","","1.58"
"Federal Signal","FSS","254.70K","1.57B","1.04B","25.72","1.34"
"Fidelity","LION","93.74K","664.03M","160.41M","17.93","0.92"
"Fiesta","FRGI","257.10K","770.27M","667.21M","208.32","0.56"
"First Bancorp","FBP","1.68M","1.96B","348.30M","25.63","1.85"
"First Commonwealth Financial","FCF","425.07K","1.68B","188.29M","1067.9","0.98"
"First Financial Bancorp","FFBC","348.78K","3.09B","282.93M","20.59","1.01"
"First Financial Bankshares","FFIN","239.49K","4.07B","191.07M","30.97","1.15"
"First Midwest","FMBI","612.36K","2.81B","353.60M","21.27","1.14"
"First NBC Bank","FNBCQ","165.09K","557.70K","","","-1.46"
"FirstCash","FCFS","257.02K","3.65B","1.79B","27.13","0.51"
"Five Below","FIVE","1.01M","6.37B","1.34B","55.57","0.51"
"Flotek","FTK","742.67K","116.77M","271.58M","","1.35"
"Forestar","FOR","54.24K","1.08B","110.18M","","1.81"
"Forrester","FORR","49.01K","887.43M","344.85M","65.18","0.47"
"Forward Air","FWRD","239.25K","1.88B","1.22B","23.78","1.41"
"Four Corners Property Trust Inc","FCPT","422.88K","1.80B","136.82M","20.47",""
"Fox Factory","FOXF","214.54K","2.46B","535.10M","36.51","0.79"
"Francescass","FRAN","1.27M","239.12M","464.40M","22.61","0.07"
"Franklin Electric","FELE","128.12K","2.29B","1.24B","24.86","1.57"
"Franklin Street Properties","FSP","101.89K","898.60M","269.04M","","0.72"
"Freds","FRED","984.34K","62.60M","3.24B","","1.18"
"FTD Companies Inc","FTD","327.56K","103.09M","1.06B","","0.15"
"FutureFuel","FF","64.62K","655.70M","296.96M","10.64","1.73"
"G-III Apparel","GIII","568.12K","2.21B","2.89B","25","0.17"
"Gannett","GCI","1.07M","1.21B","3.05B","17.58",""
"Genesco","GCO","292.37K","892.20M","2.91B","","1.01"
"Gentherm","THRM","216.00K","1.79B","1.02B","35.1","1.62"
"Geo","GEO","729.30K","3.06B","2.28B","19.89","1.22"
"Geospace","GEOS","64.55K","194.57M","78.84M","","1.28"
"Getty","GTY","113.96K","1.17B","129.82M","25.13","0.45"
"Gibraltar Industries","ROCK","284.79K","1.45B","1.01B","19.97","1.79"
"Glacier","GBCI","338.70K","3.83B","278.71M","23.54","1.4"
"Glatfelter","GLT","266.01K","811.66M","1.64B","39","1.17"
"Government Propertiesome","GOV","941.46K","1.67B","394.15M","59.74","1.18"
"Great Western Bancorp Inc","GWB","220.00K","2.54B","279.33M","15.27","1.5"
"Green Dot","GDOT","325.79K","4.50B","987.95M","38.54","0.74"
"Green Plains Energy","GPRE","700.45K","745.73M","3.85B","458.13","1.06"
"Greenbrier","GBX","474.42K","1.92B","2.44B","15.75","1.78"
"Greenhill&Co","GHL","393.74K","663.43M","291.02M","498.06","1.11"
"Griffon","GFF","266.79K","830.20M","1.52B","","1.31"
"Group 1 Automotive","GPI","251.02K","1.58B","16.93B","10.64","1.93"
"Guess?","GES","911.83K","1.85B","2.43B","48.41","0.13"
"Gulf Island Fabrication","GIFI","58.52K","146.67M","198.46M","","1.06"
"H B Fuller","FUL","335.07K","2.98B","2.74B","40.78","1.48"
"Haemonetics","HAE","763.49K","5.57B","922.32M","115.38","0.98"
"Hanmi","HAFC","177.70K","851.84M","124.41M","13.91","0.76"
"Harmonic","HLIT","565.77K","473.17M","382.27M","","0.74"
"Harsco","HSC","426.92K","2.23B","1.68B","26.18","2.77"
"Haverty Furniture","HVT","90.21K","461.21M","820.96M","18","0.81"
"Hawaiian","HA","1.08M","2.12B","2.79B","8.78","1.3"
"Hawkins","HWKN","31.46K","441.88M","520.23M","","0.75"
"Haynes","HAYN","103.71K","481.73M","413.78M","","1.44"
"HCI Group Inc","HCI","52.18K","381.87M","226.47M","","1.62"
"Healthcare Services","HCSG","931.78K","3.05B","2.00B","41.61","0.82"
"Healthequity Inc","HQY","603.30K","5.65B","244.01M","102.74","1.44"
"HealthStream","HSTM","130.05K","1.01B","238.18M","72.84","0.66"
"Heartland Express","HTLD","511.23K","1.68B","660.33M","37.59","0.62"
"Heidrick&Struggles","HSII","115.15K","843.66M","691.12M","60.76","1.7"
"Helix","HLX","1.42M","1.36B","695.41M","82.88","2.59"
"HFF","HF","266.70K","1.78B","618.66M","13.62","1.1"
"Hibbett Sports","HIBB","772.59K","371.81M","967.24M","10.01","0.64"
"HighPoint","HPR","1.74M","1.09B","342.44M","","3.31"
"Hillenbrand","HI","226.35K","3.20B","1.74B","28.64","1.29"
"HMS Holdings","HMSY","566.30K","2.63B","562.38M","134.88","1.12"
"Home BancShares","HOMB","1.05M","4.13B","381.01M","17.88","1.16"
"Hope Bancorp","HOPE","505.88K","2.28B","345.44M","12.63","1.32"
"Horace Mann Educators","HMN","101.79K","1.89B","1.19B","24.19","0.76"
"Hornbeck","HOS","225.95K","169.56M","209.93M","","1.39"
"Hub Group","HUBG","292.71K","1.79B","4.49B","22.11","1.48"
"Iconix Brand","ICON","2.44M","24.65M","204.22M","","0.89"
"ICU Medical","ICUI","94.54K","6.25B","1.45B","73.94","0.34"
"II-VI","IIVI","858.10K","3.04B","1.16B","41","0.2"
"ILG","ILG","1.39M","4.36B","1.83B","20.45","1.46"
"Independent Bank","INDB","72.74K","2.48B","194.67M","23.29","0.93"
"Ingevity","NGVT","229.75K","4.23B","1.04B","32.97",""
"Innophoss","IPHS","143.20K","869.64M","789.10M","24.71","0.7"
"Innospec","IOSP","106.86K","1.92B","1.41B","18.26","0.99"
"Inogen Inc","INGN","142.22K","5.31B","309.11M","140.13","1.17"
"Insight Enterprises","NSIT","203.16K","1.96B","7.14B","15.03","1.23"
"Insperity","NSP","293.45K","4.89B","3.56B","43.64","0.84"
"Installed Building","IBP","184.90K","1.53B","1.23B","36.62","0.75"
"Integer Hld","ITGR","220.78K","2.49B","1.45B","","0.8"
"Integra","IART","503.33K","4.99B","1.37B","41.57","0.56"
"Inter Parfums","IPAR","116.24K","2.07B","640.20M","41.45","1.45"
"Interactive Brokers","IBKR","931.76K","25.83B","2.25B","15.32","0.97"
"Interface, Inc.","TILE","423.73K","1.40B","1.05B","19.1","1.15"
"INTL FCStone","INTL","123.69K","1.06B","33.93B","29.51","1.78"
"Intrepid Potash","IPI","863.39K","457.56M","169.57M","","1.11"
"Invacare","IVC","342.41K","505.19M","984.47M","","2.34"
"Investment Tech","ITG","168.67K","724.11M","501.24M","","1.65"
"Iridium","IRDM","701.85K","2.17B","486.10M","133.03","1.82"
"iRobot","IRBT","1.16M","3.08B","975.69M","48.82","1.48"
"Itron","ITRI","290.22K","2.59B","2.23B","","0.9"
"J & J Snack Foods","JJSF","76.23K","2.68B","1.15B","34.52","0.55"
"John Bean Tech","JBT","222.57K","3.64B","1.81B","38.51","1.2"
"Kaiser","KALU","121.47K","1.83B","1.49B","21.08","0.7"
"Kaman","KAMN","181.46K","1.83B","1.85B","26.8","0.72"
"KapStone Paper&Packaging","KS","583.45K","3.36B","3.44B","21.72","3.28"
"Kelly Services A","KELYA","162.08K","995.81M","5.51B","14.71","0.89"
"Kirklands","KIRK","152.09K","190.11M","643.72M","34.01","1.31"
"Kite","KRG","597.36K","1.44B","357.56M","","0.56"
"Knight Transportation","KNX","3.29M","6.01B","4.48B","23.94","1.63"
"Kopin","KOPN","586.86K","175.48M","29.13M","389.95","0.82"
"Koppers","KOP","127.48K","769.79M","1.59B","18.08","0.83"
"Korn/Ferry","KFY","474.34K","3.85B","1.82B","26.02","1.21"
"Kraton","KRA","159.81K","1.57B","2.02B","","1.28"
"Kulicke&Soffa","KLIC","607.87K","1.75B","920.18M","10.19","1.18"
"La-Z-Boy","LZB","474.51K","1.56B","1.61B","17.26","1.01"
"Lannett Com","LCI","1.27M","193.87M","652.78M","3.27","2.2"
"LCI Industries","LCII","212.84K","2.38B","2.44B","18.25","1.07"
"Legacy Texas Financial Grp","LTXB","221.91K","2.19B","223.41M","19.45","1.37"
"Lendingtree","TREE","239.97K","3.12B","697.57M","37.39","2.04"
"Lexington","LXP","1.00M","2.21B","407.99M","167.2","0.87"
"LGI Homes","LGIH","426.07K","1.30B","1.47B","9.88","0.03"
"LHC Group","LHCG","282.80K","3.12B","1.36B","58.19","0.5"
"Ligand","LGND","287.87K","5.42B","230.04M","52.49","0.99"
"Lindsay","LNN","80.79K","997.96M","556.38M","40.76","0.32"
"Liquidity Services","LQDT","159.17K","236.11M","233.18M","","0.73"
"Lithia Motors","LAD","310.51K","2.13B","11.14B","7.69","1.58"
"Littelfuse","LFUS","168.50K","5.61B","1.50B","34.29","0.92"
"LivePerson","LPSN","415.81K","1.64B","233.78M","","1.08"
"LogMeIn","LOGM","596.84K","4.30B","1.13B","88.47","1.1"
"Lsb Industries","LXU","153.40K","203.16M","384.96M","","4.64"
"LSC Communications","LKSD","353.84K","409.46M","3.81B","",""
"LTC Properties","LTC","200.32K","1.80B","166.26M","14.05","0.1"
"Lumber Liquidators","LL","1.12M","494.01M","1.06B","","1.38"
"Lumentum Holdings Inc","LITE","2.37M","4.18B","1.25B","13.32",""
"Luminex","LMNX","269.76K","1.24B","314.58M","24.14","0.25"
"Lydall","LDL","84.12K","781.22M","736.14M","15.42","1.46"
"M/I Homes","MHO","207.04K","757.98M","2.09B","9.06","1.1"
"Magellan Health","MGLN","154.24K","1.86B","6.73B","18.09","0.38"
"Maiden Holdings","MHLD","648.91K","336.73M","2.86B","","1.12"
"ManTech","MANT","203.54K","2.60B","1.85B","35.62","0.84"
"Marcus","MCS","88.95K","1.10B","673.48M","21.18","0.53"
"MarineMax","HZO","293.76K","574.79M","1.12B","15.65","1.26"
"Marriot Vacations Worldwide","VAC","324.45K","3.28B","2.13B","26.25","1.4"
"Marten Transport","MRTN","296.41K","1.21B","737.43M","29.72","1.34"
"Masimo","MASI","547.74K","6.15B","843.44M","31.57","1.02"
"Materion","MTRN","91.16K","1.28B","1.22B","31.93","0.96"
"Matrix","MTRX","209.34K","579.37M","1.09B","178.44","0.96"
"Matson","MATX","205.31K","1.57B","2.13B","17.09","1.32"
"Matthews","MATW","171.55K","1.70B","1.59B","24.7","1.07"
"MDC","MDC","418.47K","1.84B","2.73B","9.3","1.42"
"Medidata","MDSO","547.34K","4.92B","586.41M","93.39","1.44"
"MEDIFAST","MED","209.89K","2.71B","371.13M","66.03","0.27"
"Mercury","MRCY","375.81K","2.53B","493.19M","62.62","0.53"
"Meridian","VIVO","311.16K","655.01M","210.17M","29.22","0.8"
"Merit","MMSI","302.17K","3.17B","798.08M","140.69","1.32"
"Meritage","MTH","365.80K","1.78B","3.39B","9.18","1.06"
"Methode Electronics","MEI","224.66K","1.50B","908.30M","13.82","1.03"
"MicroStrategy","MSTR","89.70K","1.68B","506.93M","40.14","0.67"
"MiMedx","MDXG","3.35M","517.42M","160.98M","15.88","1.56"
"MKS Instruments","MKSI","538.23K","5.13B","2.13B","12.98","0.86"
"Mobile Mini","MINI","211.22K","1.94B","565.99M","33.28","1.85"
"Momenta","MNTA","902.34K","2.14B","106.58M","","1.75"
"Monarch","MCRI","74.78K","842.01M","235.27M","28.26","1.02"
"Monotype","TYPE","284.48K","905.23M","242.90M","","1.03"
"Monro Muffler Brake","MNRO","301.77K","2.26B","1.15B","32.65","0.84"
"Moog","MOGa","105.88K","2.88B","2.66B","24.98","1.69"
"Motorcar Parts","MPAA","192.06K","500.52M","425.57M","58.48","1.81"
"Movado","MOV","216.02K","786.45M","595.83M","27.3","-0.09"
"MTS Systems","MTSC","74.21K","950.15M","781.64M","33.64","0.93"
"Mueller Industries","MLI","203.75K","1.90B","2.38B","19.13","1.46"
"Multi-Color","LABL","121.35K","1.25B","1.51B","27.64","0.69"
"Myers Industries","MYE","160.05K","802.65M","577.31M","34.67","1.6"
"MYR Group","MYRG","97.20K","574.66M","1.43B","24.51","0.5"
"Nanometrics","NANO","200.84K","1.07B","305.78M","20.89","1.81"
"National Presto Industries","NPK","52.02K","957.79M","342.27M","20.78","0.31"
"Natus","BABY","536.66K","1.24B","513.34M","","0.61"
"Nautilus","NLS","230.99K","450.70M","406.21M","22.48","1.12"
"Navigant","NCI","356.62K","1.06B","966.88M","37.42","0.88"
"NBT Bancorp","NBTB","134.19K","1.78B","230.97M","18","0.85"
"Neenah Paper","NP","61.53K","1.50B","1.03B","35.92","1.06"
"Nektar","NKTR","2.57M","11.25B","1.37B","13.51","2.24"
"Neogen","NEOG","174.21K","4.60B","402.26M","67.47","1.33"
"NETGEAR","NTGR","573.88K","2.35B","1.46B","62.64","2.05"
"Newpark Resources","NR","604.18K","996.13M","869.60M","39.81","1.49"
"NIC","EGOV","895.55K","1.13B","347.22M","19.58","0.69"
"Northern Oil&Gas","NOG","157.68K","1.01B","212.06M","","1.9"
"Northfield Bancorp","NFBK","106.51K","815.64M","75.46M","19.99","0.39"
"Northwest Bancshares","NWBI","549.16K","1.89B","228.31M","19.96","0.66"
"Northwest Natural Gas","NWN","121.43K","1.82B","717.89M","","0.25"
"NutriSystem","NTRI","830.24K","1.09B","691.63M","20.71","1.29"
"OFG Bancorp","OFG","336.18K","723.52M","208.39M","17.21","1.83"
"Old National Bancorp","ONB","756.01K","3.04B","393.13M","25.8","0.83"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","5.06B","1.13B","39.03",""
"Olympic Steel","ZEUS","136.53K","240.75M","1.47B","6.83","1.71"
"Omnicell","OMCL","289.31K","2.68B","756.01M","103.05","0.99"
"Onespan","OSPN","194.71K","740.15M","200.62M","126.36","1.43"
"Opus Bank","OPB","204.42K","1.01B","150.73M","","0.88"
"Orion Group","ORN","226.90K","249.33M","598.98M","50.91","1.14"
"Oritani","ORIT","201.86K","757.52M","78.84M","13.68","0.37"
"OSI Systems","OSIS","407.02K","1.41B","1.05B","120.06","0.87"
"Oxford Industries","OXM","156.74K","1.58B","1.09B","27.94","0.21"
"Papa John's","PZZA","1.10M","1.42B","1.73B","22.11","0.44"
"Park Electrochemical","PKE","134.86K","435.66M","114.88M","110.97","0.87"
"Patrick","PATK","248.98K","1.60B","2.04B","15.43","0.83"
"PDC Energy","PDCE","898.19K","3.55B","845.89M","","0.63"
"Pennsylvania RE","PEI","988.52K","712.98M","367.23M","","1.1"
