"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"CACI","CACI","137.04K","4.80B","4.47B","25.6","1.52"
"Cal-Maine","CALM","341.98K","2.43B","1.50B","29.18","0.49"
"CalAmp","CAMP","382.70K","828.41M","372.72M","19.6","1.86"
"Calavo Growers","CVGW","207.84K","1.86B","1.09B","44.23","0.51"
"Caleres","CAL","396.27K","1.60B","2.79B","17.95","0.82"
"California Water Service","CWT","205.62K","1.96B","678.60M","11.82","0.52"
"Callaway Golf","ELY","1.10M","2.16B","1.23B","19.37","1.04"
"Cambrex","CBM","388.52K","2.15B","588.05M","17.73","2.38"
"Cantel Medical","CMD","333.06K","3.98B","848.57M","48.57","1.06"
"Capstead Mortgage","CMO","645.05K","772.40M","257.12M","15.07","0.15"
"Carbo Ceramics","CRR","396.74K","246.34M","217.87M","","1.52"
"Cardtronics","CATM","820.11K","1.73B","1.44B","","1.24"
"Career","CECO","259.30K","1.12B","578.21M","29.57","2.56"
"Caretrust Inc","CTRE","736.99K","1.48B","146.62M","33.84","0.95"
"Carrizo Oil&Gas","CRZO","3.29M","2.19B","917.30M","74.61","2.22"
"Cato","CATO","355.61K","540.36M","1.09B","","0.6"
"Cavco","CVCO","49.62K","2.22B","910.82M","35","1.48"
"Cedar Realty","CDR","406.11K","402.24M","152.46M","","0.76"
"Celadon","CGIP","391.97K","94.52M","","39.28","1.78"
"Central Garden&Pet","CENT","118.17K","3.16B","2.20B","20.43","-0.17"
"Central Garden&Pet A","CENTA","209.85K","3.16B","2.20B","20.43","-0.17"
"Century Aluminum","CENX","2.42M","1.10B","2.51B","15.85","0.72"
"CEVA","CEVA","190.44K","667.55M","80.70M","148.8","1.07"
"Chart Industries","GTLS","285.83K","2.34B","1.15B","101","1.07"
"Chemed","CHE","209.71K","5.09B","1.73B","29.23","1.14"
"Chemours Co","CC","1.53M","8.12B","6.71B","8.23",""
"Chesapeake Lodging","CHSP","273.54K","1.94B","599.25M","26.24","0.93"
"Chuy's Holdings","CHUY","161.57K","461.80M","388.40M","27.29","-0.28"
"Cincinnati Bell","CBB","591.49K","642.01M","1.31B","","1.14"
"CIRCOR","CIR","279.11K","881.94M","942.22M","","2"
"City Holding","CHCO","58.42K","1.25B","106.92M","18.24","0.6"
"Clearwater Paper","CLW","188.66K","474.90M","1.73B","23.07","1.17"
"Cloud Peak Energy","CLD","579.66K","187.93M","884.78M","","1.98"
"CMTSU Liquidation","CBRI","1.10M","171.46K","","","0.59"
"Cogent","CCOI","308.17K","2.52B","506.21M","111.15","0.6"
"Coherent","COHR","576.42K","4.46B","1.93B","22.28","1.01"
"Cohu","COHU","249.42K","760.37M","372.71M","16.21","0.98"
"Columbia Banking","COLB","276.51K","3.08B","286.52M","18.88","1.07"
"Comfort Systems","FIX","262.02K","2.11B","1.94B","30.55","1.32"
"Community Bank System","CBU","198.67K","3.37B","293.45M","22.17","1.04"
"Community Health Systems","CYH","2.54M","422.00M","13.98B","","1.65"
"Computer Programs&Systems","CPSI","76.13K","383.14M","283.96M","","-0.12"
"Comtech","CMTL","190.04K","858.20M","550.91M","29.29","1.5"
"CONMED","CNMD","178.50K","2.19B","827.56M","53.67","0.52"
"Consolidated Communications","CNSL","1.09M","874.98M","1.43B","","0.71"
"Contango Oil&Gas","MCF","73.85K","154.34M","77.74M","","1.63"
"Cooper Stnd","CPS","137.91K","2.55B","3.70B","14.29","0.75"
"Core-Mark","CORE","337.48K","1.62B","16.42B","83.37","0.84"
"CoreSite","COR","319.07K","5.58B","515.09M","56.13","0.3"
"Corindus Vascular Robotics","CR3","1.08K","158.36M","8.73M","81.08","1.03"
"CorVel","CRVL","35.96K","1.14B","571.13M","32.27","0.66"
"CPB","CPF","118.42K","843.28M","115.30M","16.78","1.02"
"Cray","CRAY","352.17K","894.11M","446.13M","","1.52"
"Crocs","CROX","1.21M","1.37B","1.05B","161.37","0.47"
"Cross Country","CCRN","228.36K","367.67M","863.02M","7.97","0.79"
"CryoLife","CRY","146.25K","1.26B","227.28M","","0.66"
"CSG Systems","CSGS","183.17K","1.25B","819.12M","20.14","0.85"
"CTS Corp","CTS","149.88K","1.20B","448.70M","36.86","1.25"
"Cubic","CUB","149.80K","2.08B","1.36B","","1.05"
"Customers Bancorp","CUBI","208.10K","788.90M","241.64M","11.81","0.68"
"CVB Financial","CVBF","386.16K","2.68B","170.13M","20.48","1.36"
"Daktronics","DAKT","227.72K","336.64M","592.00M","61.35","1.06"
"Darling Ingredients","DAR","829.09K","3.35B","3.61B","23.78","1.4"
"Dave & Buster’s Entertainment","PLAY","1.42M","2.27B","1.17B","21.41","0.47"
"DHI Group","DHX","526.91K","123.56M","188.02M","7.03","1.09"
"Diamondrock Hospitality","DRH","2.11M","2.42B","850.01M","31.7","1.43"
"Digi","DGII","104.22K","362.33M","207.81M","48.14","1.37"
"Dime Community","DCOM","183.88K","691.13M","114.51M","11.75","0.51"
"DineEquity","DIN","338.55K","1.44B","666.08M","","0.08"
"Diodes","DIOD","317.37K","1.95B","1.13B","26.74","0.95"
"Diplomat Pharmacy","DPLO","1.17M","1.47B","5.04B","","1.1"
"Donnelley Financial Solutions","DFIN","292.79K","699.38M","993.20M","31.39",""
"Dorman","DORM","258.60K","2.67B","917.75M","22.72","1.04"
"DSP Group","DSPG","57.83K","288.34M","124.28M","","0.84"
"DXP Enterprises","DXPE","86.62K","823.63M","1.11B","35.74","2.61"
"Eagle Pharm","EGRX","255.51K","1.21B","215.73M","37.86","1.34"
"EastGroup Properties","EGP","191.04K","3.46B","287.20M","41.75","0.8"
"Ebix","EBIX","180.10K","2.49B","430.34M","24.16","1.24"
"Echo Global","ECHO","416.03K","957.79M","2.27B","48.8","1.58"
"eHealth","EHTH","170.08K","564.34M","141.19M","","1.38"
"El Paso Electric","EE","256.25K","2.53B","906.13M","6.46","0.34"
"El Pollo Loco Holdings Inc","LOCO","437.42K","469.10M","413.75M","239.03","0.4"
"Electro Scientific","ESIO","1.31M","766.05M","405.82M","5.57","1.08"
"Electronics for Imaging","EFII","542.66K","1.53B","1.02B","266.99","1.08"
"Emergent Biosolutions","EBS","299.74K","3.06B","681.25M","14.07","1.25"
"Employers","EIG","114.37K","1.46B","804.00M","11.57","1.03"
"Enanta","ENTA","217.99K","1.78B","215.35M","22.23","0.89"
"Encore Capital","ECPG","232.43K","1.23B","1.30B","11.7","1.57"
"Encore Wire","WIRE","70.70K","1.09B","1.22B","18.61","1.85"
"Engility","EGL","123.89K","1.29B","1.92B","45.74","1.88"
"Enova International Inc","ENVA","344.44K","1.19B","969.18M","28.85","2.58"
"Enpro Industries","NPO","158.32K","1.59B","1.47B","3.19","1.08"
"ePlus","PLUS","96.51K","1.40B","1.40B","25.51","1.13"
"Era Group Inc","ERA","48.22K","272.41M","233.96M","","0.91"
"ESCO Technologies","ESE","83.07K","1.78B","747.50M","30.53","0.99"
"Essendant Inc","ESND","402.41K","552.45M","5.00B","","1.28"
"Ethan Allen Interiors","ETH","211.88K","600.89M","766.78M","18.26","0.87"
"Evercore","EVR","482.50K","5.26B","1.88B","14.75","1.7"
"EW Scripps A","SSP","458.46K","1.19B","959.59M","","2.11"
"ExlServices","EXLS","135.26K","2.11B","807.30M","27.35","1.27"
"Exponent","EXPO","89.53K","2.70B","367.92M","42.2","0.6"
"Express","EXPR","1.94M","731.83M","2.15B","36.66","0.82"
"Exterran Corp","EXTN","125.92K","1.04B","1.36B","7068.63",""
"EZCORP","EZPW","653.57K","601.83M","789.25M","11.56","1.41"
"Fabrinet","FN","382.68K","1.77B","1.37B","21.69","0.63"
"FARO","FARO","97.02K","1.16B","387.74M","","1.58"
"Federal Signal","FSS","255.71K","1.57B","1.04B","25.81","1.35"
"Fidelity","LION","93.74K","664.03M","160.41M","18.03","0.93"
"Fiesta","FRGI","257.10K","770.27M","667.21M","208.69","0.56"
"First Bancorp","FBP","1.70M","1.96B","348.30M","26.09","1.86"
"First Commonwealth Financial","FCF","430.99K","1.68B","188.29M","1073.03","0.99"
"First Financial Bancorp","FFBC","348.78K","3.09B","282.93M","20.64","1.01"
"First Financial Bankshares","FFIN","239.49K","4.07B","191.07M","31.04","1.15"
"First Midwest","FMBI","612.36K","2.81B","353.60M","21.46","1.15"
"First NBC Bank","FNBCQ","165.09K","557.70K","","","-1.45"
"FirstCash","FCFS","261.09K","3.65B","1.79B","27.33","0.51"
"Five Below","FIVE","1.01M","6.37B","1.34B","55.39","0.51"
"Flotek","FTK","753.60K","116.77M","271.58M","","1.35"
"Forestar","FOR","55.01K","1.08B","110.18M","","1.81"
"Forrester","FORR","49.01K","887.43M","344.85M","65.44","0.47"
"Forward Air","FWRD","239.25K","1.88B","1.22B","23.96","1.42"
"Four Corners Property Trust Inc","FCPT","421.98K","1.80B","136.82M","20.36",""
"Fox Factory","FOXF","214.54K","2.46B","535.10M","37.2","0.8"
"Francescass","FRAN","1.27M","239.12M","464.40M","22.75","0.07"
"Franklin Electric","FELE","128.12K","2.29B","1.24B","24.99","1.57"
"Franklin Street Properties","FSP","101.89K","898.60M","269.04M","","0.71"
"Freds","FRED","984.34K","62.60M","3.24B","","1.18"
"FTD Companies Inc","FTD","327.56K","103.09M","1.06B","","0.15"
"FutureFuel","FF","65.10K","655.70M","296.96M","10.71","1.73"
"G-III Apparel","GIII","568.12K","2.21B","2.89B","24.7","0.16"
"Gannett","GCI","1.08M","1.21B","3.05B","17.84",""
"Genesco","GCO","297.49K","892.20M","2.91B","","1"
"Gentherm","THRM","216.00K","1.79B","1.02B","35.31","1.62"
"Geo","GEO","728.67K","3.06B","2.28B","19.52","1.21"
"Geospace","GEOS","64.55K","194.57M","78.84M","","1.28"
"Getty","GTY","114.49K","1.17B","129.82M","24.84","0.45"
"Gibraltar Industries","ROCK","284.79K","1.45B","1.01B","20.02","1.8"
"Glacier","GBCI","338.70K","3.83B","278.71M","23.71","1.4"
"Glatfelter","GLT","262.67K","811.66M","1.64B","38.52","1.16"
"Government Propertiesome","GOV","941.46K","1.67B","394.15M","58.77","1.17"
"Great Western Bancorp Inc","GWB","223.65K","2.54B","279.33M","15.28","1.5"
"Green Dot","GDOT","328.93K","4.50B","987.95M","38.84","0.74"
"Green Plains Energy","GPRE","700.45K","745.73M","3.85B","458.13","1.06"
"Greenbrier","GBX","474.27K","1.92B","2.44B","15.75","1.78"
"Greenhill&Co","GHL","389.44K","663.43M","291.02M","518.34","1.12"
"Griffon","GFF","266.62K","830.20M","1.52B","","1.31"
"Group 1 Automotive","GPI","252.17K","1.58B","16.93B","10.59","1.93"
"Guess?","GES","904.92K","1.85B","2.43B","47.7","0.12"
"Gulf Island Fabrication","GIFI","58.52K","146.67M","198.46M","","1.07"
"H B Fuller","FUL","336.16K","2.98B","2.74B","41.25","1.48"
"Haemonetics","HAE","766.74K","5.57B","922.32M","114.05","0.98"
"Hanmi","HAFC","177.70K","851.84M","124.41M","14.02","0.77"
"Harmonic","HLIT","565.77K","473.17M","382.27M","","0.74"
"Harsco","HSC","435.25K","2.23B","1.68B","26.47","2.77"
"Haverty Furniture","HVT","91.38K","461.21M","820.96M","18","0.81"
"Hawaiian","HA","1.08M","2.12B","2.79B","8.68","1.3"
"Hawkins","HWKN","31.46K","441.88M","520.23M","","0.75"
"Haynes","HAYN","103.71K","481.73M","413.78M","","1.43"
"HCI Group Inc","HCI","52.53K","381.87M","226.47M","","1.62"
"Healthcare Services","HCSG","931.78K","3.05B","2.00B","41.7","0.82"
"Healthequity Inc","HQY","603.30K","5.65B","244.01M","101.32","1.43"
"HealthStream","HSTM","130.05K","1.01B","238.18M","73.22","0.66"
"Heartland Express","HTLD","511.23K","1.68B","660.33M","37.8","0.62"
"Heidrick&Struggles","HSII","115.15K","843.66M","691.12M","61.38","1.71"
"Helix","HLX","1.42M","1.36B","695.41M","84.44","2.6"
"HFF","HF","269.70K","1.78B","618.66M","13.58","1.1"
"Hibbett Sports","HIBB","772.59K","371.81M","967.24M","10.25","0.65"
"HighPoint","HPR","1.71M","1.09B","342.44M","","3.3"
"Hillenbrand","HI","227.70K","3.20B","1.74B","28.95","1.3"
"HMS Holdings","HMSY","566.30K","2.63B","562.38M","134.54","1.11"
"Home BancShares","HOMB","1.05M","4.13B","381.01M","18.14","1.16"
"Hope Bancorp","HOPE","505.88K","2.28B","345.44M","12.67","1.32"
"Horace Mann Educators","HMN","102.47K","1.89B","1.19B","24.38","0.76"
"Hornbeck","HOS","227.77K","169.56M","209.93M","","1.4"
"Hub Group","HUBG","292.71K","1.79B","4.49B","22.31","1.49"
"Iconix Brand","ICON","2.44M","24.65M","204.22M","","0.89"
"ICU Medical","ICUI","94.54K","6.25B","1.45B","74.24","0.34"
"II-VI","IIVI","858.10K","3.04B","1.16B","39.93","0.18"
"ILG","ILG","1.39M","4.36B","1.83B","20.3","1.46"
"Independent Bank","INDB","72.74K","2.48B","194.67M","23.31","0.93"
"Ingevity","NGVT","230.80K","4.23B","1.04B","33.38",""
"Innophoss","IPHS","143.20K","869.64M","789.10M","25.15","0.71"
"Innospec","IOSP","106.86K","1.92B","1.41B","18.59","1"
"Inogen Inc","INGN","142.22K","5.31B","309.11M","138.33","1.16"
"Insight Enterprises","NSIT","203.16K","1.96B","7.14B","14.89","1.23"
"Insperity","NSP","295.55K","4.89B","3.56B","43.88","0.84"
"Installed Building","IBP","186.16K","1.53B","1.23B","37.28","0.76"
"Integer Hld","ITGR","222.03K","2.49B","1.45B","","0.8"
"Integra","IART","503.33K","4.99B","1.37B","41.39","0.56"
"Inter Parfums","IPAR","116.24K","2.07B","640.20M","42.02","1.46"
"Interactive Brokers","IBKR","931.76K","25.83B","2.25B","15.27","0.97"
"Interface, Inc.","TILE","423.73K","1.40B","1.05B","19.01","1.15"
"INTL FCStone","INTL","123.69K","1.06B","33.93B","29.45","1.78"
"Intrepid Potash","IPI","869.47K","457.56M","169.57M","","1.12"
"Invacare","IVC","344.10K","505.19M","984.47M","","2.34"
"Investment Tech","ITG","168.23K","724.11M","501.24M","","1.65"
"Iridium","IRDM","701.85K","2.17B","486.10M","132.7","1.82"
"iRobot","IRBT","1.16M","3.08B","975.69M","46.56","1.45"
"Itron","ITRI","290.22K","2.59B","2.23B","","0.9"
"J & J Snack Foods","JJSF","76.23K","2.68B","1.15B","34.79","0.55"
"John Bean Tech","JBT","222.43K","3.64B","1.81B","38.31","1.2"
"Kaiser","KALU","121.47K","1.83B","1.49B","21.14","0.7"
"Kaman","KAMN","183.34K","1.83B","1.85B","26.9","0.72"
"KapStone Paper&Packaging","KS","561.60K","3.36B","3.44B","21.74","3.28"
"Kelly Services A","KELYA","162.08K","995.81M","5.51B","14.83","0.9"
"Kirklands","KIRK","152.09K","190.11M","643.72M","34.82","1.32"
"Kite","KRG","598.13K","1.44B","357.56M","","0.55"
"Knight Transportation","KNX","3.28M","6.01B","4.48B","24.06","1.63"
"Kopin","KOPN","586.86K","175.48M","29.13M","396.88","0.83"
"Koppers","KOP","127.86K","769.79M","1.59B","18.38","0.84"
"Korn/Ferry","KFY","474.49K","3.85B","1.82B","25.99","1.21"
"Kraton","KRA","160.82K","1.57B","2.02B","","1.29"
"Kulicke&Soffa","KLIC","607.87K","1.75B","920.18M","10","1.17"
"La-Z-Boy","LZB","473.06K","1.56B","1.61B","17.08","1"
"Lannett Com","LCI","1.22M","193.87M","652.78M","3.01","2.19"
"LCI Industries","LCII","212.39K","2.38B","2.44B","18.35","1.07"
"Legacy Texas Financial Grp","LTXB","221.91K","2.19B","223.41M","19.49","1.37"
"Lendingtree","TREE","239.97K","3.12B","697.57M","37.29","2.04"
"Lexington","LXP","992.44K","2.21B","407.99M","164.17","0.86"
"LGI Homes","LGIH","426.07K","1.30B","1.47B","9.8","0.02"
"LHC Group","LHCG","282.80K","3.12B","1.36B","58.63","0.51"
"Ligand","LGND","287.87K","5.42B","230.04M","53.03","1"
"Lindsay","LNN","81.47K","997.96M","556.38M","40.52","0.32"
"Liquidity Services","LQDT","159.17K","236.11M","233.18M","","0.73"
"Lithia Motors","LAD","313.42K","2.13B","11.14B","7.68","1.58"
"Littelfuse","LFUS","168.50K","5.61B","1.50B","33.97","0.92"
"LivePerson","LPSN","415.81K","1.64B","233.78M","","1.08"
"LogMeIn","LOGM","596.84K","4.30B","1.13B","86.48","1.09"
"Lsb Industries","LXU","153.55K","203.16M","384.96M","","4.64"
"LSC Communications","LKSD","355.35K","409.46M","3.81B","",""
"LTC Properties","LTC","202.41K","1.80B","166.26M","13.87","0.1"
"Lumber Liquidators","LL","1.11M","494.01M","1.06B","","1.38"
"Lumentum Holdings Inc","LITE","2.37M","4.18B","1.25B","12.98",""
"Luminex","LMNX","269.76K","1.24B","314.58M","24.14","0.25"
"Lydall","LDL","84.33K","781.22M","736.14M","15.66","1.47"
"M/I Homes","MHO","212.14K","757.98M","2.09B","9.11","1.1"
"Magellan Health","MGLN","154.24K","1.86B","6.73B","18.3","0.39"
"Maiden Holdings","MHLD","648.91K","336.73M","2.86B","","1.12"
"ManTech","MANT","203.54K","2.60B","1.85B","35.59","0.84"
"Marcus","MCS","88.87K","1.10B","673.48M","21.13","0.53"
"MarineMax","HZO","294.02K","574.79M","1.12B","15.37","1.25"
"Marriot Vacations Worldwide","VAC","321.18K","3.28B","2.13B","25.97","1.4"
"Marten Transport","MRTN","296.41K","1.21B","737.43M","30.13","1.35"
"Masimo","MASI","547.74K","6.15B","843.44M","31.68","1.02"
"Materion","MTRN","91.69K","1.28B","1.22B","31.96","0.96"
"Matrix","MTRX","209.34K","579.37M","1.09B","181.38","0.97"
"Matson","MATX","207.80K","1.57B","2.13B","17.01","1.31"
"Matthews","MATW","171.55K","1.70B","1.59B","24.63","1.07"
"MDC","MDC","427.81K","1.84B","2.73B","9.44","1.42"
"Medidata","MDSO","547.34K","4.92B","586.41M","91.85","1.43"
"MEDIFAST","MED","210.65K","2.71B","371.13M","67.67","0.29"
"Mercury","MRCY","375.81K","2.53B","493.19M","62.28","0.53"
"Meridian","VIVO","311.16K","655.01M","210.17M","29.12","0.8"
"Merit","MMSI","302.17K","3.17B","798.08M","139.96","1.32"
"Meritage","MTH","370.58K","1.78B","3.39B","9.26","1.06"
"Methode Electronics","MEI","226.53K","1.50B","908.30M","13.72","1.02"
"MicroStrategy","MSTR","89.70K","1.68B","506.93M","39.89","0.67"
"MiMedx","MDXG","3.35M","517.42M","160.98M","15.34","1.55"
"MKS Instruments","MKSI","538.23K","5.13B","2.13B","12.98","0.86"
"Mobile Mini","MINI","211.22K","1.94B","565.99M","33.12","1.85"
"Momenta","MNTA","902.34K","2.14B","106.58M","","1.76"
"Monarch","MCRI","74.78K","842.01M","235.27M","28.33","1.02"
"Monotype","TYPE","284.48K","905.23M","242.90M","","1.04"
"Monro Muffler Brake","MNRO","301.77K","2.26B","1.15B","32.14","0.83"
"Moog","MOGa","106.39K","2.88B","2.66B","24.99","1.69"
"Motorcar Parts","MPAA","192.06K","500.52M","425.57M","58.52","1.81"
"Movado","MOV","202.06K","786.45M","595.83M","26.39","-0.1"
"MTS Systems","MTSC","74.21K","950.15M","781.64M","33.33","0.93"
"Mueller Industries","MLI","206.58K","1.90B","2.38B","19.3","1.47"
"Multi-Color","LABL","121.35K","1.25B","1.51B","28","0.69"
"Myers Industries","MYE","163.59K","802.65M","577.31M","34.67","1.6"
"MYR Group","MYRG","97.20K","574.66M","1.43B","24.46","0.5"
"Nanometrics","NANO","200.84K","1.07B","305.78M","20.77","1.81"
"National Presto Industries","NPK","52.46K","957.79M","342.27M","20.8","0.31"
"Natus","BABY","536.66K","1.24B","513.34M","","0.61"
"Nautilus","NLS","232.77K","450.70M","406.21M","22.48","1.12"
"Navigant","NCI","356.42K","1.06B","966.88M","37.74","0.89"
"NBT Bancorp","NBTB","134.19K","1.78B","230.97M","18.12","0.85"
"Neenah Paper","NP","62.02K","1.50B","1.03B","35.74","1.06"
"Nektar","NKTR","2.57M","11.25B","1.37B","13.33","2.23"
"Neogen","NEOG","174.21K","4.60B","402.26M","68.27","1.33"
"NETGEAR","NTGR","573.88K","2.35B","1.46B","63.06","2.06"
"Newpark Resources","NR","604.00K","996.13M","869.60M","39.81","1.49"
"NIC","EGOV","895.55K","1.13B","347.22M","19.75","0.69"
"Northern Oil&Gas","NOG","157.68K","1.01B","212.06M","","1.92"
"Northfield Bancorp","NFBK","106.51K","815.64M","75.46M","20.26","0.39"
"Northwest Bancshares","NWBI","549.16K","1.89B","228.31M","20.04","0.66"
"Northwest Natural Gas","NWN","121.71K","1.82B","717.89M","","0.25"
"NutriSystem","NTRI","830.24K","1.09B","691.63M","20.89","1.29"
"OFG Bancorp","OFG","338.14K","723.52M","208.39M","17.31","1.83"
"Old National Bancorp","ONB","756.01K","3.04B","393.13M","25.99","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","5.06B","1.13B","38.14",""
"Olympic Steel","ZEUS","136.53K","240.75M","1.47B","6.9","1.71"
"Omnicell","OMCL","289.31K","2.68B","756.01M","105.28","1"
"Onespan","OSPN","194.71K","740.15M","200.62M","126.36","1.43"
"Opus Bank","OPB","204.42K","1.01B","150.73M","","0.88"
"Orion Group","ORN","228.35K","249.33M","598.98M","51.81","1.14"
"Oritani","ORIT","201.86K","757.52M","78.84M","13.76","0.37"
"OSI Systems","OSIS","407.02K","1.41B","1.05B","57.31","0.88"
"Oxford Industries","OXM","158.29K","1.58B","1.09B","27.56","0.21"
"Papa John's","PZZA","1.10M","1.42B","1.73B","21.71","0.44"
"Park Electrochemical","PKE","135.49K","435.66M","114.88M","111.54","0.87"
"Patrick","PATK","248.98K","1.60B","2.04B","15.51","0.83"
"PDC Energy","PDCE","898.19K","3.55B","845.89M","","0.62"
"Pennsylvania RE","PEI","996.59K","712.98M","367.23M","","1.09"
