"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"AZZ","AZZ","207.34K","1.39B","861.47M","54.91","1.45"
"B&G Foods","BGS","927.59K","2.04B","1.70B","35.15","0.49"
"Badger Meter","BMI","118.85K","1.53B","415.35M","51.52","0.68"
"Balchem","BCPC","114.47K","3.19B","635.08M","45.5","0.82"
"Banc of California","BANC","477.30K","997.97M","220.54M","38.59","0.78"
"Banner","BANR","195.21K","2.09B","259.82M","18.75","0.91"
"Barnes","B","227.45K","3.38B","1.47B","22.06","1.35"
"Barnes & Noble Education Inc","BNED","343.76K","289.01M","2.20B","",""
"Barnes&Noble","BKS","967.28K","447.68M","3.66B","","1.72"
"Bel Fuse B","BELFB","28.05K","293.71M","505.29M","36.11","1.07"
"Belmond","BEL","551.45K","1.90B","555.84M","","1.33"
"Benchmark Electronics","BHE","350.96K","1.21B","2.55B","19.03","0.22"
"Big 5","BGFV","1.28M","127.52M","987.49M","","-0.89"
"Biglari","BH","8.34K","600.26M","636.40M","","0.41"
"BioTelemetry","BEAT","469.88K","1.81B","368.62M","347.4","1.4"
"BJs Restaurants","BJRI","383.40K","1.33B","1.07B","33.49","0.65"
"Black Box","BBOX","216.31K","23.00M","774.63M","","0.9"
"Blackbaud","BLKB","284.75K","4.69B","830.34M","98.22","0.63"
"Blucora","BCOR","405.89K","1.65B","551.84M","33.42","-0.16"
"BofI Holding","BOFI","743.92K","2.31B","304.28M","15.26","0.26"
"Boise Cascad Llc","BCC","390.42K","1.69B","4.91B","14.37","1.93"
"Boston Private","BPFH","411.48K","1.17B","211.75M","36.38","0.91"
"Bottomline","EPAY","314.41K","2.40B","381.13M","1068.72","0.89"
"Boyd Gaming","BYD","1.06M","3.87B","2.40B","32.56","1.66"
"Brady","BRC","233.34K","1.94B","1.17B","19.35","1.09"
"Briggs&Stratton","BGG","262.87K","733.84M","1.85B","17.98","0.62"
"Brinks","BCO","492.45K","3.96B","3.48B","","1.78"
"Bristow","BRS","789.87K","404.86M","1.44B","","3.07"
"Brookline Bancorp","BRKL","341.71K","1.42B","161.41M","19.94","0.78"
"Brooks Automation","BRKS","939.25K","2.09B","801.95M","17.03","0.92"
"Buckle","BKE","419.64K","1.29B","906.03M","14.61","0.58"
"Cabot","CCMP","180.11K","3.11B","570.18M","33","1.39"
"CACI","CACI","128.13K","4.45B","4.44B","23.37","1.49"
"Cal-Maine","CALM","341.98K","2.34B","1.50B","29.02","0.45"
"CalAmp","CAMP","382.70K","821.35M","372.72M","19.69","1.86"
"Calavo Growers","CVGW","207.84K","1.73B","1.09B","42.54","0.46"
"Caleres","CAL","432.26K","1.52B","2.79B","17.94","0.79"
"California Water Service","CWT","210.92K","1.93B","678.60M","11.77","0.54"
"Callaway Golf","ELY","1.07M","2.11B","1.23B","19.14","0.97"
"Cambrex","CBM","390.51K","2.01B","588.05M","16.62","2.4"
"Cantel Medical","CMD","327.98K","4.01B","848.57M","48.55","1.07"
"Capstead Mortgage","CMO","664.03K","770.55M","257.12M","15.13","0.15"
"Carbo Ceramics","CRR","441.92K","233.57M","217.87M","","1.55"
"Cardtronics","CATM","820.11K","1.39B","1.44B","","1.04"
"Career","CECO","259.30K","1.17B","578.21M","30.86","2.66"
"Caretrust Inc","CTRE","736.99K","1.42B","146.62M","33.04","0.91"
"Carrizo Oil&Gas","CRZO","3.29M","1.94B","917.30M","75.98","2.31"
"Cato","CATO","346.33K","611.93M","1.09B","27.11","0.66"
"Cavco","CVCO","49.62K","2.03B","910.82M","32.39","1.44"
"Cedar Realty","CDR","443.45K","404.07M","152.46M","","0.8"
"Celadon","CGIP","391.97K","87.16M","","39.17","1.7"
"Central Garden&Pet","CENT","118.17K","1.97B","2.20B","20.42","-0.11"
"Central Garden&Pet A","CENTA","209.85K","1.97B","2.20B","20.42","-0.11"
"Century Aluminum","CENX","2.42M","1.06B","2.51B","15.71","0.75"
"CEVA","CEVA","190.44K","651.08M","83.78M","145.36","1.08"
"Chart Industries","GTLS","285.83K","2.38B","1.15B","103.69","1.09"
"Chemed","CHE","216.46K","5.07B","1.73B","29.28","1.17"
"Chemours Co","CC","1.53M","7.83B","6.71B","7.95",""
"Chesapeake Lodging","CHSP","289.05K","1.88B","599.25M","26.02","0.94"
"Chuy's Holdings","CHUY","161.57K","462.64M","388.40M","27.24","-0.21"
"Cincinnati Bell","CBB","629.68K","603.87M","1.31B","","1.17"
"CIRCOR","CIR","278.61K","869.24M","942.22M","","2.02"
"City Holding","CHCO","58.42K","1.24B","106.92M","18.3","0.61"
"Clearwater Paper","CLW","179.42K","413.17M","1.73B","20.31","1.05"
"Cloud Peak Energy","CLD","581.74K","189.45M","884.78M","","2.01"
"CMTSU Liquidation","CBRI","1.10M","176.76K","","","0.69"
"Cogent","CCOI","308.17K","2.37B","506.21M","107.05","0.59"
"Coherent","COHR","576.42K","4.36B","1.93B","22.06","0.94"
"Cohu","COHU","249.42K","776.54M","372.71M","16.91","0.98"
"Columbia Banking","COLB","276.51K","3.07B","286.52M","19.13","1.07"
"Comfort Systems","FIX","229.63K","2.04B","1.94B","30.12","1.34"
"Community Bank System","CBU","210.12K","3.24B","","21.82","1.03"
"Community Health Systems","CYH","2.43M","366.20M","13.98B","","1.62"
"Computer Programs&Systems","CPSI","76.13K","371.17M","283.96M","","-0.07"
"Comtech","CMTL","190.04K","818.72M","550.91M","28.04","1.49"
"CONMED","CNMD","178.50K","2.16B","827.56M","53.59","0.51"
"Consolidated Communications","CNSL","1.09M","812.99M","1.43B","","0.73"
"Contango Oil&Gas","MCF","73.85K","113.94M","77.74M","","1.61"
"Cooper Stnd","CPS","138.26K","2.40B","3.70B","13.7","0.74"
"Core-Mark","CORE","337.48K","1.46B","16.42B","78.22","0.65"
"CoreSite","COR","323.77K","5.46B","515.09M","54.85","0.3"
"Corindus Vascular Robotics","CR3","1.25K","153.16M","8.73M","81.08","1.03"
"CorVel","CRVL","35.96K","1.08B","571.13M","31.09","0.65"
"CPB","CPF","130.75K","822.59M","","16.63","1.02"
"Cray","CRAY","352.17K","865.53M","446.13M","","1.59"
"Crocs","CROX","1.21M","1.22B","1.05B","149.35","0.43"
"Cross Country","CCRN","228.36K","334.27M","863.02M","7.49","0.87"
"CryoLife","CRY","141.74K","1.18B","227.28M","","0.61"
"CSG Systems","CSGS","183.17K","1.24B","819.12M","20.18","0.9"
"CTS Corp","CTS","156.02K","1.16B","448.70M","35.9","1.25"
"Cubic","CUB","157.86K","2.00B","1.43B","","1.01"
"Customers Bancorp","CUBI","210.50K","772.97M","241.64M","11.82","0.7"
"CVB Financial","CVBF","386.16K","2.66B","171.52M","20.6","1.36"
"Daktronics","DAKT","227.72K","375.88M","610.54M","40.12","1.13"
"Darling Ingredients","DAR","908.62K","3.21B","3.66B","22.95","1.4"
"Dave & Buster’s Entertainment","PLAY","1.42M","2.02B","1.17B","19.41","0.39"
"Depomed","DEPO","1.20M","459.10M","381.49M","","1.42"
"DHI Group","DHX","538.44K","107.45M","188.02M","6.11","1.05"
"Diamondrock Hospitality","DRH","2.22M","2.41B","850.01M","31.73","1.45"
"Digi","DGII","104.22K","354.16M","207.81M","46.88","1.39"
"Dime Community","DCOM","183.88K","670.65M","114.51M","11.52","0.49"
"DineEquity","DIN","348.97K","1.33B","666.08M","","0.02"
"Diodes","DIOD","317.37K","1.87B","1.13B","26.01","0.94"
"Diplomat Pharmacy","DPLO","1.11M","1.44B","5.04B","","1.14"
"Donnelley Financial Solutions","DFIN","308.80K","639.54M","993.20M","29.45",""
"Dorman","DORM","258.60K","2.50B","917.75M","21.68","1.01"
"DSP Group","DSPG","57.83K","275.51M","124.28M","","0.85"
"DXP Enterprises","DXPE","86.62K","797.45M","1.11B","34.95","2.57"
"Eagle Pharm","EGRX","255.51K","1.17B","215.73M","37.42","1.37"
"EastGroup Properties","EGP","202.90K","3.42B","287.20M","41.5","0.81"
"Ebix","EBIX","180.10K","2.38B","393.10M","23.32","1.27"
"Echo Global","ECHO","416.03K","930.67M","2.27B","47.2","1.61"
"eHealth","EHTH","170.08K","526.11M","141.19M","","1.29"
"El Paso Electric","EE","277.10K","2.58B","921.17M","6.59","0.34"
"El Pollo Loco Holdings Inc","LOCO","437.42K","444.31M","413.75M","231.16","0.37"
"Electro Scientific","ESIO","1.31M","787.56M","405.82M","5.87","0.98"
"Electronics for Imaging","EFII","542.66K","1.48B","1.02B","263.74","1.08"
"Emergent Biosolutions","EBS","300.44K","2.83B","681.25M","26.04","1.22"
"Employers","EIG","116.79K","1.44B","804.00M","11.4","1.07"
"Enanta","ENTA","217.99K","1.68B","215.35M","21.75","0.94"
"Encore Capital","ECPG","232.43K","1.02B","1.30B","11.64","1.54"
"Encore Wire","WIRE","70.70K","1.04B","1.22B","18.04","1.84"
"Engility","EGL","125.47K","1.25B","1.92B","44.26","1.9"
"Enova International Inc","ENVA","376.30K","1.15B","969.18M","28.56","2.55"
"Enpro Industries","NPO","175.04K","1.51B","1.38B","3.06","1.1"
"ePlus","PLUS","96.51K","1.35B","1.41B","25.16","1.14"
"Era Group Inc","ERA","49.75K","258.53M","233.96M","","0.97"
"ESCO Technologies","ESE","84.37K","1.70B","726.47M","29.78","0.96"
"Essendant Inc","ESND","402.41K","583.67M","5.00B","","1.34"
"Ethan Allen Interiors","ETH","216.26K","592.93M","766.78M","18.26","0.88"
"Evercore","EVR","479.03K","5.27B","1.88B","15.13","1.72"
"EW Scripps A","SSP","458.46K","1.16B","959.59M","","2.08"
"ExlServices","EXLS","135.26K","2.02B","807.30M","26.36","1.27"
"Exponent","EXPO","89.53K","2.62B","367.92M","41.88","0.59"
"Express","EXPR","1.88M","767.60M","2.15B","39.98","0.82"
"Exterran Corp","EXTN","132.76K","988.62M","1.36B","7058.82",""
"EZCORP","EZPW","653.57K","637.23M","789.25M","11.92","1.44"
"Fabrinet","FN","313.35K","1.54B","1.40B","18.59","0.54"
"FARO","FARO","97.02K","1.14B","387.74M","","1.58"
"Federal Signal","FSS","247.66K","1.52B","970.40M","25.8","1.32"
"Fidelity","LION","93.74K","636.72M","","17.62","0.93"
"Fiesta","FRGI","257.10K","776.69M","667.21M","210.53","0.58"
"First Bancorp","FBP","1.80M","1.85B","","25.39","1.83"
"First Commonwealth Financial","FCF","454.24K","1.68B","","1089.69","1"
"First Financial Bancorp","FFBC","348.78K","3.02B","282.93M","20.59","1.01"
"First Financial Bankshares","FFIN","239.49K","3.93B","191.07M","30.68","1.14"
"First Midwest","FMBI","612.36K","2.74B","353.60M","21.22","1.15"
"First NBC Bank","FNBCQ","165.09K","778.85K","","","-1.39"
"FirstCash","FCFS","290.07K","3.57B","1.79B","26.86","0.51"
"Five Below","FIVE","1.01M","5.81B","1.34B","51.21","0.44"
"Flotek","FTK","805.99K","117.71M","271.58M","","1.5"
"Forestar","FOR","61.09K","993.95M","110.18M","","1.77"
"Forrester","FORR","49.01K","808.38M","344.85M","61.51","0.45"
"Forward Air","FWRD","239.25K","1.83B","1.22B","23.5","1.43"
"Four Corners Property Trust Inc","FCPT","410.74K","1.74B","136.82M","20.04",""
"Fox Factory","FOXF","214.54K","2.44B","535.10M","38.42","0.68"
"Francescass","FRAN","1.27M","273.75M","464.40M","26.72","0.14"
"Franklin Electric","FELE","128.12K","2.24B","1.24B","24.7","1.59"
"Franklin Street Properties","FSP","101.89K","881.44M","269.04M","","0.74"
"Freds","FRED","984.34K","66.70M","3.24B","","1.28"
"FTD Companies Inc","FTD","327.56K","119.02M","1.06B","","0.1"
"FutureFuel","FF","63.71K","587.46M","276.67M","9.82","1.71"
"G-III Apparel","GIII","568.12K","2.24B","2.89B","25.74","0.18"
"Gannett","GCI","1.10M","1.16B","3.10B","17.26",""
"Genesco","GCO","289.91K","852.37M","2.91B","","0.97"
"Gentherm","THRM","216.00K","1.67B","1.02B","33.3","1.61"
"Geo","GEO","727.66K","3.08B","2.28B","19.5","1.24"
"Geospace","GEOS","64.55K","176.51M","78.84M","","1.28"
"Getty","GTY","121.86K","1.16B","129.82M","24.96","0.45"
"Gibraltar Industries","ROCK","284.79K","1.39B","1.01B","19.55","1.8"
"Glacier","GBCI","338.70K","3.67B","","23.11","1.39"
"Glatfelter","GLT","233.83K","683.39M","1.64B","32.27","1.12"
"Government Propertiesome","GOV","941.46K","1.57B","394.15M","56.5","1.12"
"Great Western Bancorp Inc","GWB","226.55K","2.46B","279.33M","15.07","1.52"
"Green Dot","GDOT","352.32K","4.27B","952.15M","37.96","0.73"
"Green Plains Energy","GPRE","700.45K","722.95M","3.85B","445.41","1.04"
"Greenbrier","GBX","506.26K","1.85B","2.44B","15.42","1.78"
"Greenhill&Co","GHL","429.87K","751.57M","291.02M","556.24","1.17"
"Griffon","GFF","261.23K","775.46M","1.52B","","1.32"
"Group 1 Automotive","GPI","256.63K","1.49B","16.93B","10.12","1.89"
"Guess?","GES","971.40K","1.85B","2.43B","50.38","0.12"
"Gulf Island Fabrication","GIFI","58.52K","157.20M","198.46M","","1.03"
"H B Fuller","FUL","353.39K","2.84B","2.74B","39.67","1.48"
"Haemonetics","HAE","777.45K","5.17B","922.32M","109.29","0.95"
"Hanmi","HAFC","177.70K","834.21M","124.60M","13.75","0.76"
"Harmonic","HLIT","565.77K","438.76M","382.27M","","0.66"
"Harsco","HSC","443.45K","2.00B","1.68B","24.02","2.76"
"Haverty Furniture","HVT","95.58K","455.26M","820.96M","17.96","0.77"
"Hawaiian","HA","1.08M","2.13B","2.79B","8.76","1.3"
"Hawkins","HWKN","31.46K","411.35M","520.23M","","0.71"
"Haynes","HAYN","103.71K","489.11M","413.78M","","1.49"
"HCI Group Inc","HCI","54.87K","382.24M","303.30M","","1.65"
"Healthcare Services","HCSG","931.78K","3.00B","2.00B","41.05","0.82"
"Healthequity Inc","HQY","603.30K","5.11B","244.01M","94.46","1.36"
"HealthStream","HSTM","130.05K","962.25M","238.18M","70.12","0.62"
"Heartland Express","HTLD","511.23K","1.62B","660.33M","36.3","0.6"
"Heidrick&Struggles","HSII","115.15K","794.37M","691.12M","58.28","1.69"
"Helix","HLX","1.47M","1.34B","695.41M","84.72","2.65"
"HFF","HF","285.80K","1.71B","618.66M","13.25","1.11"
"Hibbett Sports","HIBB","772.59K","463.23M","967.24M","14.13","0.71"
"HighPoint","HPR","1.78M","1.02B","342.44M","","3.43"
"Hillenbrand","HI","223.81K","3.22B","1.74B","29.46","1.3"
"HMS Holdings","HMSY","566.30K","2.54B","548.90M","131.3","0.98"
"Home BancShares","HOMB","1.05M","4.04B","","18.21","1.17"
"Hope Bancorp","HOPE","505.88K","2.32B","345.44M","12.61","1.31"
"Horace Mann Educators","HMN","101.88K","1.82B","1.17B","23.77","0.75"
"Hornbeck","HOS","247.28K","153.36M","209.93M","","1.44"
"Hub Group","HUBG","292.71K","1.77B","4.49B","22.29","1.45"
"Iconix Brand","ICON","2.44M","27.10M","204.22M","","1.01"
"ICU Medical","ICUI","94.54K","5.96B","1.45B","71.25","0.33"
"II-VI","IIVI","858.10K","2.80B","1.16B","37.51","0.09"
"ILG","ILG","1.39M","4.21B","1.82B","19.86","1.47"
"Independent Bank","INDB","72.74K","2.40B","","22.98","0.94"
"Ingevity","NGVT","243.87K","4.13B","1.04B","32.81",""
"Innophoss","IPHS","143.20K","851.60M","789.10M","24.93","0.72"
"Innospec","IOSP","106.86K","1.81B","1.37B","17.73","1.03"
"Inogen Inc","INGN","142.22K","4.80B","309.11M","128.51","1.07"
"Insight Enterprises","NSIT","203.16K","1.88B","7.14B","14.4","1.2"
"Insperity","NSP","299.75K","4.61B","3.56B","42.07","0.76"
"Installed Building","IBP","175.19K","1.55B","1.23B","37.12","0.84"
"Integer Hld","ITGR","210.98K","2.25B","1.45B","","0.78"
"Integra","IART","503.33K","5.32B","1.37B","44.13","0.6"
"Inter Parfums","IPAR","116.24K","1.93B","619.97M","39.89","1.44"
"Interactive Brokers","IBKR","931.76K","25.46B","2.25B","15.18","0.97"
"Interface, Inc.","TILE","423.73K","1.33B","1.05B","18.53","1.14"
"INTL FCStone","INTL","123.69K","1.04B","33.93B","29.18","1.79"
"Intrepid Potash","IPI","989.23K","437.90M","169.57M","","1.21"
"Invacare","IVC","333.61K","550.52M","984.47M","","2.43"
"Investment Tech","ITG","166.19K","731.33M","501.24M","","1.67"
"Iridium","IRDM","701.85K","2.16B","486.10M","137.45","1.78"
"iRobot","IRBT","1.16M","2.36B","975.69M","36.41","1.29"
"Itron","ITRI","290.22K","2.40B","2.23B","","0.88"
"J & J Snack Foods","JJSF","76.23K","2.68B","1.15B","35.16","0.56"
"John Bean Tech","JBT","238.76K","3.35B","1.81B","35.68","1.21"
"Kaiser","KALU","121.47K","1.82B","1.49B","20.8","0.72"
"Kaman","KAMN","190.87K","1.82B","1.83B","27.42","0.74"
"KapStone Paper&Packaging","KS","520.69K","3.38B","3.44B","21.83","3.32"
"Kelly Services A","KELYA","162.08K","957.07M","5.51B","14.37","0.88"
"Kirklands","KIRK","152.09K","175.05M","643.72M","33.01","1.3"
"Kite","KRG","614.44K","1.38B","357.56M","","0.54"
"Knight Transportation","KNX","3.35M","5.80B","4.48B","23.37","1.63"
"Kopin","KOPN","586.86K","177.55M","29.13M","403.81","0.95"
"Koppers","KOP","103.15K","748.58M","1.54B","17.75","0.86"
"Korn/Ferry","KFY","477.88K","3.67B","1.82B","25.46","1.22"
"Kraton","KRA","164.96K","1.48B","2.02B","","1.3"
"Kulicke&Soffa","KLIC","607.87K","1.82B","920.18M","10.45","1.19"
"La-Z-Boy","LZB","395.28K","1.46B","1.58B","17.53","0.98"
"Lannett Com","LCI","631.75K","515.09M","652.78M","8","2.47"
"LCI Industries","LCII","213.96K","2.46B","2.44B","19.33","1.07"
"Legacy Texas Financial Grp","LTXB","221.91K","2.09B","","19.06","1.38"
"Lendingtree","TREE","239.97K","3.04B","697.57M","36.57","2.07"
"Lexington","LXP","1.04M","2.13B","407.99M","158.28","0.85"
"LGI Homes","LGIH","426.07K","1.26B","1.47B","9.7","-0.01"
"LHC Group","LHCG","282.80K","2.94B","1.36B","55.82","0.46"
"Ligand","LGND","287.87K","5.27B","168.00M","51.41","0.94"
"Lindsay","LNN","84.74K","951.38M","556.38M","39.23","0.33"
"Liquidity Services","LQDT","159.17K","226.47M","233.18M","","0.71"
"Lithia Motors","LAD","326.08K","2.06B","11.14B","7.47","1.61"
"Littelfuse","LFUS","168.50K","5.50B","1.50B","33.77","0.92"
"LivePerson","LPSN","415.81K","1.49B","233.78M","","1.04"
"LogMeIn","LOGM","596.84K","4.20B","1.13B","83.2","1.1"
"Lsb Industries","LXU","156.71K","194.29M","384.96M","","4.64"
"LSC Communications","LKSD","372.09K","387.11M","3.81B","",""
"LTC Properties","LTC","217.82K","1.72B","167.26M","13.53","0.07"
"Lumber Liquidators","LL","1.09M","505.73M","1.06B","","1.43"
"Lumentum Holdings Inc","LITE","2.37M","3.67B","1.25B","11.65",""
"Luminex","LMNX","269.76K","1.17B","311.46M","23.38","0.34"
"Lydall","LDL","84.85K","719.52M","736.14M","15.06","1.51"
"M/I Homes","MHO","214.74K","708.27M","2.09B","8.65","1.11"
"Magellan Health","MGLN","154.24K","1.86B","6.73B","18.27","0.38"
"Maiden Holdings","MHLD","648.91K","357.41M","2.86B","","1.37"
"ManTech","MANT","203.54K","2.46B","1.85B","34.06","0.81"
"Marcus","MCS","84.23K","1.10B","673.48M","21.75","0.54"
"MarineMax","HZO","291.66K","512.72M","1.12B","14.18","1.2"
"Marriot Vacations Worldwide","VAC","333.08K","3.08B","2.13B","25","1.4"
"Marten Transport","MRTN","296.41K","1.23B","737.43M","30.95","1.36"
"Masimo","MASI","547.74K","5.69B","843.44M","30.16","0.96"
"Materion","MTRN","88.63K","1.30B","1.22B","32.31","0.97"
"Matrix","MTRX","209.34K","540.48M","1.09B","170.04","0.95"
"Matson","MATX","205.61K","1.52B","2.13B","16.77","1.32"
"Matthews","MATW","171.55K","1.64B","1.59B","24.16","1.08"
"MDC","MDC","465.24K","1.73B","2.73B","8.99","1.39"
"Medidata","MDSO","547.34K","4.72B","586.41M","89.25","1.4"
"MEDIFAST","MED","210.41K","2.47B","371.13M","63.97","0.16"
"Mercury","MRCY","375.81K","2.39B","493.19M","59.49","0.44"
"Meridian","VIVO","311.16K","630.93M","210.17M","28.09","0.81"
"Merit","MMSI","302.17K","3.01B","798.08M","134.53","1.31"
"Meritage","MTH","377.27K","1.71B","3.39B","8.83","1.07"
"Methode Electronics","MEI","239.03K","1.45B","908.30M","13.28","1.02"
"MicroStrategy","MSTR","89.70K","1.61B","506.93M","38.59","0.62"
"MiMedx","MDXG","3.35M","509.65M","160.98M","13.43","1.52"
"MKS Instruments","MKSI","538.23K","5.00B","2.13B","12.71","0.89"
"Mobile Mini","MINI","211.22K","2.02B","565.99M","34.3","1.86"
"Momenta","MNTA","902.34K","1.99B","106.58M","","1.82"
"Monarch","MCRI","74.78K","816.16M","235.27M","28.52","1.04"
"Monotype","TYPE","284.48K","890.50M","242.90M","","1.03"
"Monro Muffler Brake","MNRO","301.77K","2.27B","1.13B","33.29","0.84"
"Moog","MOGa","111.68K","2.70B","2.66B","23.87","1.68"
"Motorcar Parts","MPAA","192.06K","463.63M","425.57M","54.43","1.74"
"Movado","MOV","185.76K","832.57M","595.83M","28.52","-0.09"
"MTS Systems","MTSC","74.21K","914.63M","781.64M","32.26","0.95"
"Mueller Industries","MLI","210.28K","1.83B","2.38B","18.66","1.48"
"Multi-Color","LABL","121.35K","1.34B","1.51B","29.81","0.74"
"Myers Industries","MYE","244.21K","751.61M","577.31M","32.84","1.59"
"MYR Group","MYRG","97.20K","575.16M","1.43B","24.74","0.54"
"Nanometrics","NANO","200.84K","1.09B","305.78M","21.56","1.75"
"National Presto Industries","NPK","54.73K","893.06M","337.60M","20.29","0.27"
"Natus","BABY","536.66K","1.18B","513.34M","","0.62"
"Nautilus","NLS","241.16K","417.42M","406.21M","21.04","1.12"
"Navigant","NCI","350.17K","1.09B","966.88M","39.16","0.86"
"NBT Bancorp","NBTB","134.19K","1.72B","","17.87","0.86"
"Neenah Paper","NP","64.95K","1.49B","1.00B","35.58","1.06"
"Nektar","NKTR","2.57M","10.17B","1.37B","12.34","2.16"
"Neogen","NEOG","174.21K","4.32B","402.26M","65.04","1.32"
"NETGEAR","NTGR","573.88K","2.09B","1.46B","57.33","2.03"
"Newpark Resources","NR","587.85K","928.21M","869.60M","37.64","1.51"
"NIC","EGOV","895.55K","1.07B","347.22M","19.17","0.68"
"Northern Oil&Gas","NOG","157.68K","895.48M","212.06M","","1.97"
"Northfield Bancorp","NFBK","106.51K","787.59M","","20.07","0.4"
"Northwest Bancshares","NWBI","549.16K","1.84B","","19.99","0.67"
"Northwest Natural Gas","NWN","133.52K","1.84B","717.89M","","0.27"
"NutriSystem","NTRI","830.24K","1.19B","691.63M","23.24","1.34"
"OFG Bancorp","OFG","322.12K","738.92M","","18.42","1.85"
"Old National Bancorp","ONB","756.01K","2.95B","","25.54","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.50B","1.13B","34.56",""
"Olympic Steel","ZEUS","136.53K","248.13M","1.47B","7.01","1.73"
"Omnicell","OMCL","289.31K","2.47B","756.01M","98.65","0.95"
"Onespan","OSPN","194.71K","695.90M","200.62M","121.21","1.39"
"Opus Bank","OPB","204.42K","1.02B","150.73M","","0.9"
"Orion Group","ORN","220.41K","253.95M","598.98M","55.18","1.18"
"Oritani","ORIT","201.86K","750.53M","","13.68","0.37"
"OSI Systems","OSIS","407.02K","1.42B","1.05B","64.73","0.9"
"Oxford Industries","OXM","165.06K","1.59B","1.09B","28.45","0.21"
"Papa John's","PZZA","1.10M","1.35B","1.76B","20.74","0.41"
"Park Electrochemical","PKE","137.70K","439.91M","114.88M","112.42","0.9"
"Patrick","PATK","248.98K","1.54B","2.04B","15.34","0.82"
"PDC Energy","PDCE","898.19K","3.57B","908.52M","","0.7"
"Pennsylvania RE","PEI","1.01M","711.57M","364.51M","","1.11"
