"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"CPB","CPF","115.41K","833.57M","115.30M","16.58","1.02"
"Cray","CRAY","252.58K","885.94M","446.13M","","1.51"
"Crocs","CROX","994.02K","1.41B","1.05B","165.53","0.49"
"Cross Country","CCRN","332.67K","363.31M","863.02M","7.88","0.78"
"CryoLife","CRY","145.68K","1.28B","227.28M","","0.67"
"CSG Systems","CSGS","161.56K","1.25B","819.12M","20.2","0.84"
"CTS Corp","CTS","149.62K","1.22B","448.70M","37.42","1.26"
"Cubic","CUB","146.66K","2.06B","1.36B","","1.04"
"Customers Bancorp","CUBI","204.54K","782.25M","241.64M","11.71","0.68"
"CVB Financial","CVBF","467.88K","2.65B","170.13M","20.29","1.35"
"Daktronics","DAKT","261.55K","361.61M","592.00M","65.9","1.09"
"Darling Ingredients","DAR","805.07K","3.26B","3.61B","23.13","1.38"
"Dave & Buster’s Entertainment","PLAY","1.07M","2.29B","1.17B","21.58","0.48"
"DHI Group","DHX","492.20K","115.50M","188.02M","6.57","1.06"
"Diamondrock Hospitality","DRH","2.05M","2.49B","850.01M","32.54","1.43"
"Digi","DGII","86.74K","366.41M","207.81M","48.69","1.37"
"Dime Community","DCOM","193.89K","679.89M","114.51M","11.56","0.51"
"DineEquity","DIN","334.17K","1.48B","666.08M","","0.1"
"Diodes","DIOD","312.23K","1.90B","1.13B","26.06","0.94"
"Diplomat Pharmacy","DPLO","1.17M","1.54B","5.04B","","1.12"
"Donnelley Financial Solutions","DFIN","285.45K","710.26M","993.20M","31.87",""
"Dorman","DORM","119.47K","2.69B","917.75M","22.85","1.04"
"DSP Group","DSPG","133.38K","288.34M","124.28M","","0.84"
"DXP Enterprises","DXPE","74.90K","797.90M","1.11B","34.62","2.6"
"Eagle Pharm","EGRX","238.38K","1.04B","215.73M","32.59","1.26"
"EastGroup Properties","EGP","188.87K","3.48B","287.20M","41.93","0.8"
"Ebix","EBIX","165.11K","2.51B","430.34M","24.31","1.24"
"Echo Global","ECHO","393.86K","947.80M","2.27B","48.3","1.57"
"eHealth","EHTH","149.32K","559.74M","141.19M","","1.38"
"El Paso Electric","EE","255.38K","2.49B","906.13M","6.36","0.33"
"El Pollo Loco Holdings Inc","LOCO","265.59K","459.44M","413.75M","234.11","0.39"
"Electro Scientific","ESIO","747.08K","749.33M","405.82M","5.45","1.07"
"Electronics for Imaging","EFII","439.68K","1.54B","1.02B","269.63","1.08"
"Emergent Biosolutions","EBS","301.84K","3.10B","681.25M","14.26","1.26"
"Employers","EIG","113.32K","1.50B","804.00M","11.87","1.04"
"Enanta","ENTA","282.75K","1.76B","215.35M","21.98","0.88"
"Encore Capital","ECPG","366.09K","1.19B","1.30B","11.39","1.56"
"Encore Wire","WIRE","67.60K","1.05B","1.22B","17.96","1.84"
"Engility","EGL","123.47K","1.28B","1.92B","45.38","1.88"
"Enova International Inc","ENVA","323.68K","1.13B","969.18M","27.57","2.55"
"Enpro Industries","NPO","154.60K","1.57B","1.47B","3.17","1.07"
"ePlus","PLUS","67.30K","1.42B","1.40B","25.95","1.14"
"Era Group Inc","ERA","47.46K","258.96M","233.96M","","0.89"
"ESCO Technologies","ESE","81.86K","1.75B","747.50M","30.09","0.99"
"Essendant Inc","ESND","243.01K","544.15M","5.00B","","1.27"
"Ethan Allen Interiors","ETH","211.71K","590.28M","766.78M","17.94","0.87"
"Evercore","EVR","476.92K","5.09B","1.88B","14.27","1.66"
"EW Scripps A","SSP","409.02K","1.20B","959.59M","","2.12"
"ExlServices","EXLS","119.29K","2.20B","807.30M","28.47","1.29"
"Exponent","EXPO","217.88K","2.72B","367.92M","42.53","0.61"
"Express","EXPR","1.98M","836.16M","2.17B","25.07","0.89"
"Exterran Corp","EXTN","121.88K","989.47M","1.36B","6713.23",""
"EZCORP","EZPW","508.50K","604.56M","789.25M","11.61","1.41"
"Fabrinet","FN","380.77K","1.75B","1.37B","21.6","0.63"
"FARO","FARO","85.73K","1.16B","387.74M","","1.58"
"Federal Signal","FSS","254.89K","1.57B","1.04B","25.69","1.34"
"Fidelity","LION","100.97K","661.31M","160.41M","17.95","0.92"
"Fiesta","FRGI","250.37K","783.90M","667.21M","212.38","0.57"
"First Bancorp","FBP","1.64M","1.90B","348.30M","25.31","1.84"
"First Commonwealth Financial","FCF","417.56K","1.68B","188.29M","1073.03","0.98"
"First Financial Bancorp","FFBC","312.30K","3.07B","282.93M","20.56","1.01"
"First Financial Bankshares","FFIN","227.72K","4.09B","191.07M","31.2","1.16"
"First Midwest","FMBI","443.90K","2.80B","353.60M","21.41","1.14"
"First NBC Bank","FNBCQ","165.09K","630.77K","","","-1.46"
"FirstCash","FCFS","247.90K","3.60B","1.79B","26.96","0.5"
"Five Below","FIVE","1.16M","6.48B","1.34B","56.3","0.52"
"Flotek","FTK","744.94K","141.83M","271.58M","","1.4"
"Forestar","FOR","52.43K","1.08B","110.18M","","1.81"
"Forrester","FORR","39.90K","889.24M","344.85M","65.58","0.47"
"Forward Air","FWRD","151.75K","1.89B","1.22B","24.05","1.42"
"Four Corners Property Trust Inc","FCPT","422.05K","1.80B","136.82M","20.38",""
"Fox Factory","FOXF","228.45K","2.50B","535.10M","37.77","0.82"
"Francescass","FRAN","1.07M","226.50M","464.40M","21.54","0.04"
"Franklin Electric","FELE","118.15K","2.28B","1.24B","24.93","1.57"
"Franklin Street Properties","FSP","108.99K","918.97M","269.04M","","0.72"
"Freds","FRED","1.19M","63.71M","3.24B","","1.18"
"FTD Companies Inc","FTD","254.21K","100.02M","1.06B","","0.14"
"FutureFuel","FF","63.61K","648.70M","296.96M","10.6","1.72"
"G-III Apparel","GIII","651.71K","2.24B","2.89B","25.02","0.17"
"Gannett","GCI","1.07M","1.16B","3.05B","17.09",""
"Genesco","GCO","306.39K","1.01B","2.91B","","1.07"
"Gentherm","THRM","254.06K","1.79B","1.02B","35.35","1.62"
"Geo","GEO","716.38K","3.09B","2.28B","19.73","1.21"
"Geospace","GEOS","111.27K","192.13M","78.84M","","1.28"
"Getty","GTY","111.84K","1.18B","129.82M","24.99","0.45"
"Gibraltar Industries","ROCK","179.69K","1.45B","1.01B","20.02","1.79"
"Glacier","GBCI","393.70K","3.86B","","23.88","1.41"
"Glatfelter","GLT","271.40K","841.87M","1.64B","39.96","1.19"
"Government Propertiesome","GOV","804.21K","1.68B","394.15M","58.98","1.17"
"Great Western Bancorp Inc","GWB","216.62K","2.57B","279.33M","15.41","1.51"
"Green Dot","GDOT","316.12K","4.50B","987.95M","38.83","0.74"
"Green Plains Energy","GPRE","739.41K","735.38M","3.85B","451.77","1.06"
"Greenbrier","GBX","470.90K","1.87B","2.44B","15.27","1.76"
"Greenhill&Co","GHL","387.03K","620.55M","291.02M","484.84","1.09"
"Griffon","GFF","267.73K","832.48M","1.52B","","1.31"
"Group 1 Automotive","GPI","249.71K","1.53B","16.93B","10.26","1.92"
"Guess?","GES","904.87K","1.98B","2.43B","51.19","0.16"
"Gulf Island Fabrication","GIFI","85.71K","142.16M","198.46M","","1.05"
"H B Fuller","FUL","335.27K","2.88B","2.74B","39.93","1.47"
"Haemonetics","HAE","760.90K","5.77B","922.32M","118.12","1"
"Hanmi","HAFC","184.68K","848.59M","124.41M","13.96","0.76"
"Harmonic","HLIT","403.75K","468.87M","382.27M","","0.74"
"Harsco","HSC","414.72K","2.28B","1.68B","27.09","2.78"
"Haverty Furniture","HVT","90.78K","463.13M","820.96M","18.08","0.81"
"Hawaiian","HA","610.18K","2.11B","2.79B","8.62","1.29"
"Hawkins","HWKN","36.97K","442.42M","520.23M","","0.75"
"Haynes","HAYN","62.57K","492.86M","413.78M","","1.44"
"HCI Group Inc","HCI","51.61K","376.02M","226.47M","","1.61"
"Healthcare Services","HCSG","885.54K","3.04B","2.00B","41.49","0.82"
"Healthequity Inc","HQY","458.15K","5.85B","244.01M","104.91","1.46"
"HealthStream","HSTM","160.93K","1.03B","238.18M","74.46","0.67"
"Heartland Express","HTLD","483.50K","1.68B","660.33M","37.78","0.62"
"Heidrick&Struggles","HSII","155.03K","837.97M","691.12M","60.97","1.7"
"Helix","HLX","1.41M","1.39B","695.41M","86.01","2.6"
"HFF","HF","262.15K","1.78B","618.66M","13.52","1.09"
"Hibbett Sports","HIBB","750.60K","389.34M","990.40M","10.74","0.66"
"HighPoint","HPR","1.74M","1.17B","342.44M","","3.32"
"Hillenbrand","HI","224.88K","3.19B","1.74B","28.81","1.29"
"HMS Holdings","HMSY","501.90K","2.68B","562.38M","136.59","1.13"
"Home BancShares","HOMB","637.39K","4.09B","381.01M","17.94","1.16"
"Hope Bancorp","HOPE","705.96K","2.28B","345.44M","12.67","1.32"
"Horace Mann Educators","HMN","101.54K","1.90B","1.19B","24.45","0.76"
"Hornbeck","HOS","221.04K","165.80M","209.93M","","1.39"
"Hub Group","HUBG","302.41K","1.82B","4.49B","22.58","1.5"
"Iconix Brand","ICON","1.41M","23.96M","204.22M","","0.87"
"ICU Medical","ICUI","178.78K","6.26B","1.45B","74.36","0.34"
"II-VI","IIVI","566.12K","3.16B","1.16B","40.89","0.2"
"ILG","ILG","1.11M","4.25B","1.83B","19.77","1.45"
"Independent Bank","INDB","83.49K","2.51B","194.67M","23.57","0.94"
"Ingevity","NGVT","231.35K","4.25B","1.04B","33.5",""
"Innophoss","IPHS","68.21K","857.09M","789.10M","24.79","0.7"
"Innospec","IOSP","93.49K","1.89B","1.41B","18.39","0.99"
"Inogen Inc","INGN","201.30K","5.66B","309.11M","147.22","1.21"
"Insight Enterprises","NSIT","214.51K","1.96B","7.14B","14.83","1.23"
"Insperity","NSP","293.66K","5.02B","3.56B","45.06","0.86"
"Installed Building","IBP","183.31K","1.47B","1.23B","35","0.73"
"Integer Hld","ITGR","222.71K","2.57B","1.45B","","0.82"
"Integra","IART","984.82K","5.06B","1.37B","41.98","0.56"
"Inter Parfums","IPAR","88.25K","2.05B","640.20M","41.51","1.45"
"Interactive Brokers","IBKR","903.03K","25.82B","2.25B","15.26","0.97"
"Interface, Inc.","TILE","368.11K","1.40B","1.05B","18.97","1.15"
"INTL FCStone","INTL","59.76K","1.05B","33.93B","29.27","1.78"
"Intrepid Potash","IPI","834.86K","445.76M","169.57M","","1.1"
"Invacare","IVC","333.69K","505.19M","984.47M","","2.33"
"Investment Tech","ITG","169.60K","721.80M","501.24M","","1.65"
"Iridium","IRDM","1.26M","2.24B","486.10M","137.45","1.84"
"iRobot","IRBT","904.30K","3.11B","975.69M","47.07","1.47"
"Itron","ITRI","273.96K","2.61B","2.23B","","0.9"
"J & J Snack Foods","JJSF","68.12K","2.72B","1.15B","35.33","0.55"
"John Bean Tech","JBT","221.37K","3.74B","1.81B","39.39","1.21"
"Kaiser","KALU","119.68K","1.82B","1.49B","21.05","0.7"
"Kaman","KAMN","178.11K","1.83B","1.85B","26.87","0.72"
"KapStone Paper&Packaging","KS","588.75K","3.36B","3.44B","21.73","3.28"
"Kelly Services A","KELYA","146.45K","974.28M","5.51B","14.58","0.89"
"Kirklands","KIRK","154.59K","142.58M","645.94M","57.81","1.2"
"Kite","KRG","592.75K","1.46B","357.56M","","0.56"
"Knight Transportation","KNX","3.27M","6.08B","4.48B","24.34","1.63"
"Kopin","KOPN","370.43K","177.78M","29.13M","402.08","0.82"
"Koppers","KOP","128.72K","750.73M","1.59B","17.93","0.83"
"Korn/Ferry","KFY","481.34K","3.86B","1.82B","26","1.2"
"Kraton","KRA","157.81K","1.50B","2.02B","","1.27"
"Kulicke&Soffa","KLIC","712.61K","1.74B","920.18M","9.97","1.17"
"La-Z-Boy","LZB","475.62K","1.55B","1.61B","17.13","1.01"
"Lannett Com","LCI","1.32M","203.38M","684.57M","3.8","2.17"
"LCI Industries","LCII","212.14K","2.34B","2.44B","18.07","1.06"
"Legacy Texas Financial Grp","LTXB","278.02K","2.24B","223.41M","19.91","1.38"
"Lendingtree","TREE","246.12K","3.25B","697.57M","38.78","2.06"
"Lexington","LXP","1.00M","2.24B","407.99M","166.67","0.87"
"LGI Homes","LGIH","332.76K","1.30B","1.47B","9.85","0.03"
"LHC Group","LHCG","244.45K","3.10B","1.36B","58.31","0.51"
"Ligand","LGND","331.04K","5.48B","230.04M","53.6","1.01"
"Lindsay","LNN","80.48K","1.03B","556.38M","41.83","0.33"
"Liquidity Services","LQDT","66.69K","231.29M","233.18M","","0.72"
"Lithia Motors","LAD","307.16K","2.09B","11.14B","7.55","1.57"
"Littelfuse","LFUS","226.24K","5.61B","1.50B","33.97","0.92"
"LivePerson","LPSN","542.83K","1.68B","233.78M","","1.09"
"LogMeIn","LOGM","839.37K","4.46B","1.13B","89.72","1.1"
"Lsb Industries","LXU","159.30K","249.51M","384.96M","","4.74"
"LSC Communications","LKSD","355.76K","408.13M","3.81B","",""
"LTC Properties","LTC","194.06K","1.84B","166.26M","14.21","0.11"
"Lumber Liquidators","LL","1.13M","498.30M","1.06B","","1.38"
"Lumentum Holdings Inc","LITE","1.64M","4.30B","1.25B","13.34",""
"Luminex","LMNX","369.48K","1.26B","314.58M","24.41","0.25"
"Lydall","LDL","84.68K","743.85M","736.14M","14.92","1.45"
"M/I Homes","MHO","204.90K","740.27M","2.09B","8.9","1.09"
"Magellan Health","MGLN","254.71K","1.80B","6.73B","17.71","0.37"
"Maiden Holdings","MHLD","497.09K","315.94M","2.86B","","1.09"
"ManTech","MANT","150.96K","2.62B","1.85B","35.96","0.85"
"Marcus","MCS","89.33K","1.14B","673.48M","21.97","0.55"
"MarineMax","HZO","293.71K","607.17M","1.12B","16.23","1.28"
"Marriot Vacations Worldwide","VAC","331.07K","3.16B","2.13B","25.06","1.38"
"Marten Transport","MRTN","297.26K","1.21B","737.43M","30","1.35"
"Masimo","MASI","538.25K","6.15B","843.44M","31.69","1.02"
"Materion","MTRN","91.96K","1.29B","1.22B","32.11","0.96"
"Matrix","MTRX","167.42K","560.60M","1.09B","175.5","0.96"
"Matson","MATX","204.81K","1.60B","2.13B","17.33","1.32"
"Matthews","MATW","128.22K","1.67B","1.59B","24.18","1.06"
"MDC","MDC","410.97K","1.79B","2.73B","9.18","1.41"
"Medidata","MDSO","648.42K","5.07B","586.41M","94.73","1.45"
"MEDIFAST","MED","208.69K","2.73B","371.13M","68.16","0.3"
"Mercury","MRCY","469.67K","2.63B","493.19M","64.74","0.56"
"Meridian","VIVO","173.68K","665.61M","210.17M","29.6","0.8"
"Merit","MMSI","408.08K","3.22B","798.08M","142.01","1.32"
"Meritage","MTH","363.22K","1.75B","3.39B","9.11","1.06"
"Methode Electronics","MEI","226.53K","1.47B","908.30M","13.38","1.01"
"MicroStrategy","MSTR","73.59K","1.71B","506.93M","40.45","0.68"
"MiMedx","MDXG","3.55M","588.48M","160.98M","17.44","1.61"
"MKS Instruments","MKSI","775.22K","5.09B","2.13B","12.88","0.86"
"Mobile Mini","MINI","210.61K","1.92B","565.99M","32.67","1.84"
"Momenta","MNTA","458.05K","2.08B","106.58M","","1.74"
"Monarch","MCRI","61.20K","841.47M","235.27M","28.31","1.02"
"Monotype","TYPE","223.09K","867.34M","242.90M","","1.02"
"Monro Muffler Brake","MNRO","268.37K","2.33B","1.15B","33.22","0.85"
"Moog","MOGa","106.00K","2.83B","2.66B","24.53","1.69"
"Motorcar Parts","MPAA","238.05K","502.03M","425.57M","58.7","1.82"
"Movado","MOV","206.02K","701.63M","611.14M","21.75","-0.15"
"MTS Systems","MTSC","67.11K","966.23M","781.64M","33.89","0.94"
"Mueller Industries","MLI","199.81K","1.84B","2.38B","18.7","1.45"
"Multi-Color","LABL","100.52K","1.27B","1.51B","28.28","0.69"
"Myers Industries","MYE","157.02K","783.29M","577.31M","33.83","1.59"
"MYR Group","MYRG","98.74K","575.99M","1.43B","24.52","0.5"
"Nanometrics","NANO","378.29K","1.06B","305.78M","20.44","1.8"
"National Presto Industries","NPK","51.35K","925.34M","342.27M","20.1","0.29"
"Natus","BABY","257.35K","1.25B","513.34M","","0.61"
"Nautilus","NLS","226.55K","443.14M","406.21M","22.1","1.11"
"Navigant","NCI","358.23K","1.08B","966.88M","38.1","0.89"
"NBT Bancorp","NBTB","72.56K","1.77B","230.97M","17.97","0.85"
"Neenah Paper","NP","61.77K","1.54B","1.03B","36.5","1.06"
"Nektar","NKTR","3.98M","11.47B","1.37B","13.58","2.25"
"Neogen","NEOG","192.45K","4.84B","402.26M","71.72","1.36"
"NETGEAR","NTGR","373.73K","2.25B","1.46B","60.58","2.04"
"Newpark Resources","NR","598.40K","950.85M","869.60M","38","1.47"
"NIC","EGOV","354.41K","1.12B","347.22M","19.52","0.69"
"Northern Oil&Gas","NOG","670.01K","1.01B","212.06M","","1.91"
"Northfield Bancorp","NFBK","78.06K","805.74M","75.46M","20.02","0.39"
"Northwest Bancshares","NWBI","382.21K","1.88B","228.31M","19.98","0.66"
"Northwest Natural Gas","NWN","120.78K","1.87B","717.89M","","0.26"
"NutriSystem","NTRI","700.78K","1.09B","691.63M","20.82","1.28"
"OFG Bancorp","OFG","337.17K","712.53M","208.39M","17.05","1.82"
"Old National Bancorp","ONB","849.53K","3.09B","393.13M","26.45","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","819.71K","5.43B","1.13B","40.93",""
"Olympic Steel","ZEUS","73.11K","242.63M","1.47B","6.96","1.71"
"Omnicell","OMCL","362.27K","2.70B","756.01M","106.13","1"
"Onespan","OSPN","219.86K","754.23M","200.62M","128.77","1.44"
"Opus Bank","OPB","140.40K","1.02B","150.73M","","0.89"
"Orion Group","ORN","226.07K","249.04M","598.98M","51.75","1.14"
"Oritani","ORIT","167.21K","755.19M","78.84M","13.77","0.37"
"OSI Systems","OSIS","142.63K","1.41B","1.09B","121.43","0.87"
"Oxford Industries","OXM","155.68K","1.58B","1.09B","27.56","0.21"
"Papa John's","PZZA","1.86M","1.46B","1.73B","22.24","0.45"
"Park Electrochemical","PKE","135.54K","432.83M","114.88M","110.81","0.87"
"Patrick","PATK","192.76K","1.57B","2.04B","15.25","0.82"
"PDC Energy","PDCE","920.86K","3.48B","845.89M","","0.61"
