"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Perficient","PRFT","239.02K","953.57M","499.96M","47.61","0.84"
"Perry Ellis","PERY","87.98K","461.73M","888.00M","7.79","0.34"
"PetMed Express","PETS","664.52K","785.84M","281.53M","20.14","0.52"
"PGT Innovations","PGTI","511.78K","1.26B","570.50M","29.07","0.84"
"Phibro","PAHC","105.54K","1.98B","803.04M","30.5","0.92"
"Pinnacle","PNFP","522.27K","4.95B","","16.61","1.01"
"Pioneer Energy Services","PES","992.97K","250.29M","542.83M","","2.97"
"Piper Jaffray","PJC","80.50K","1.17B","838.67M","","1.52"
"Plexus","PLXS","156.62K","2.02B","2.77B","22.02","0.68"
"Powell Industries","POWL","56.05K","466.05M","372.57M","","1.35"
"Power Integrations","POWI","162.99K","2.15B","432.06M","32.87","0.9"
"PRA Group Inc","PRAA","407.16K","1.68B","830.19M","24.44","1.63"
"ProAssurance","PRA","486.40K","2.39B","849.09M","25.98","0.56"
"Progress","PRGS","514.27K","1.72B","403.54M","33.64","0.76"
"Proto Labs","PRLB","148.37K","3.56B","399.69M","63.28","1.12"
"Provident","PFS","168.60K","1.69B","","16.81","0.77"
"PS Business Parks","PSB","91.42K","3.54B","407.90M","22.69","0.49"
"Quaker Chemical","KWR","36.52K","2.26B","858.01M","59.25","1.36"
"Quality Systems","QSII","327.16K","1.39B","533.31M","533.45","0.57"
"Qualys","QLYS","272.04K","3.45B","255.43M","88.79","1.13"
"Quanex Building Products","NX","199.46K","585.52M","867.40M","24.76","0.72"
"QuinStreet","QNST","634.94K","629.24M","404.35M","43.39","0.93"
"Quorum Health","QHC","385.48K","132.86M","2.03B","",""
"Rambus","RMBS","923.63K","1.36B","303.91M","","0.19"
"Raven","RAVN","132.08K","1.39B","394.91M","27.13","1.53"
"Rayonier Advanced Materials","RYAM","805.13K","1.05B","1.62B","4.46","3.42"
"Re Max Holding","RMAX","117.66K","899.73M","205.80M","15.94","0.46"
"Red Robin Gourmet Burgers","RRGB","337.53K","500.05M","1.38B","18.49","0.36"
"Regis","RGS","159.79K","815.06M","1.34B","6.6","1.32"
"Rent-A-Center","RCII","1.69M","787.63M","2.64B","","0.62"
"Repligen","RGEN","273.07K","2.16B","170.75M","160.68","0.68"
"Resources Connection","RECN","120.65K","512.36M","654.13M","27.83","1.06"
"Retail Opportunity","ROIC","1.17M","2.14B","287.45M","61.94","0.59"
"REX American Resources","REX","36.47K","494.37M","460.25M","16.62","1.09"
"RLI","RLI","146.81K","3.33B","809.33M","47.23","1.25"
"Roadrunner","RRTS","883.09K","80.48M","2.21B","","0.82"
"Rogers","ROG","121.36K","2.36B","845.08M","38.13","1.47"
"RR Donnelley & Sons","RRD","1.04M","361.34M","7.05B","13.07","1.33"
"Rudolph","RTEC","201.58K","883.65M","277.58M","16.01","0.86"
"Ruth's Hospitality","RUTH","249.57K","891.05M","425.82M","30","0.33"
"S&T Bancorp","STBA","95.44K","1.57B","","16.75","0.6"
"Sabra","SBRA","1.99M","3.97B","610.66M","10.53","0.58"
"Safety Insurance","SAFT","46.63K","1.43B","839.19M","22.67","0.56"
"Saia","SAIA","218.60K","1.97B","1.52B","25.16","0.78"
"Sanderson Farms","SAFM","563.59K","2.33B","3.44B","9.6","0.26"
"Sanmina","SANM","991.17K","2.07B","6.99B","24.41","0.45"
"Saul Centers","BFS","37.14K","1.22B","225.70M","37.01","0.63"
"ScanSource","SCSC","99.74K","1.05B","3.77B","21.69","0.88"
"Scholastic","SCHL","130.00K","1.44B","1.63B","3587.72","0.67"
"Schweitzer-Mauduit","SWM","151.66K","1.25B","1.01B","12.74","1.34"
"Scientific Games","SGMS","947.55K","3.01B","3.25B","","2.49"
"SEACOR","CKH","142.73K","933.42M","745.33M","16.76","0.8"
"Select Medical","SEM","541.82K","2.53B","4.76B","20.4","1.34"
"Selective","SIGI","177.02K","3.62B","2.54B","21.01","1.24"
"Semtech","SMTC","557.70K","3.40B","574.47M","39.56","1.39"
"Seneca Foods A","SENEA","15.79K","277.66M","1.66B","","0.98"
"ServisFirst Bancshares","SFBS","150.50K","2.26B","162.74M","19.78","1.24"
"Shoe Carnival","SCVL","255.89K","514.77M","1.28B","17.97","0.69"
"Shutterstock","SSTK","215.57K","1.85B","602.49M","43.06","1.34"
"Simmons First National","SFNC","534.96K","2.79B","","18.15","1.09"
"Simpson Manufacturing","SSD","265.03K","3.35B","1.05B","30.75","1.59"
"SkyWest","SKYW","273.85K","3.13B","3.22B","13.04","1.65"
"Sleep Number","SL2","0.02K","887.65M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.23B","435.41M","22.75","1.54"
"Sonic Automotive","SAH","210.57K","907.62M","10.08B","13.26","1.63"
"South Jersey Industries","SJI","734.32K","2.85B","1.34B","","0.55"
"Southside","SBSI","163.06K","1.24B","","18.12","0.74"
"SpartanNash Co","SPTN","299.72K","847.04M","10.51B","","1.23"
"Spectrum","SPPI","1.33M","2.09B","119.64M","","1.88"
"Spire","SR","296.31K","3.78B","1.96B","21.07","0.03"
"Spok Holdings","SPOK","95.76K","300.63M","171.15M","50.76","0.36"
"SPS Commerce","SPSC","147.37K","1.60B","234.53M","163.44","0.72"
"SPX Corp","SPXC","218.20K","1.53B","1.47B","12.27","1.57"
"SPX FLOW Inc","FLOW","222.39K","1.98B","2.04B","30.85",""
"Stage Stores","SSI","211.10K","64.66M","1.95B","","0.57"
"Stampscom","STMP","384.31K","4.45B","520.72M","24.84","-0.02"
"Standard Motor Products","SMP","88.66K","1.09B","1.07B","21.47","1.66"
"Standex","SXI","33.88K","1.35B","857.96M","25.4","1.47"
"Stein Mart","SMRT","520.78K","116.81M","1.31B","","-1.09"
"Stepan","SCL","105.08K","1.98B","1.98B","18.56","1.19"
"Sterling Bancorp","STL","1.96M","4.99B","","17.27","0.95"
"Steven Madden","SHOO","476.25K","3.30B","1.59B","26.66","0.48"
"Stewart Info Services","STC","122.61K","1.06B","1.96B","27.79","0.75"
"Strategic Education","STRA","93.12K","1.44B","458.36M","54.95","0.82"
"Sturm Ruger&Company","RGR","185.92K","1.00B","482.62M","21.04","-0.05"
"Summit Hotel Properties","INN","576.73K","1.41B","560.76M","25.16","1.17"
"SunCoke Energy","SXC","384.44K","738.55M","1.42B","159.91","1.03"
"Super Micro Computer","SMCI","512.88K","979.95M","717.87M","14.74","0.25"
"Superior Industries","SUP","175.87K","547.63M","1.47B","2038.07","1.22"
"Supernus","SUPN","659.85K","2.49B","358.81M","25.77","0.92"
"Supervalu","SVU","1.67M","1.25B","14.91B","29.69","1.26"
"SurModics","SRDX","32.27K","902.87M","78.36M","","0.6"
"Sykes","SYKE","145.07K","1.24B","1.62B","22.02","0.75"
"Synchronoss Tech","SNCR","1.01M","174.58M","399.98M","","0.56"
"Synergy Resources","SRCI","443.33K","2.40B","536.74M","10.95","1.87"
"Tailored Brands","TLRD","1.67M","1.08B","3.34B","10.03","1.68"
"Take-Two","TTWO","2.20M","14.25B","2.18B","77.63","0.91"
"Team","TISI","373.10K","680.71M","1.22B","","1.73"
"Tennant","TNC","94.47K","1.42B","1.11B","76.1","0.85"
"Tetra Tech","TTEK","270.35K","3.79B","2.18B","29.45","0.99"
"Tetra Technologies","TTI","695.03K","588.92M","903.45M","48.03","0.85"
"Texas Capital","TCBI","471.03K","4.62B","","18.08","1.79"
"The Andersons","ANDE","139.16K","1.14B","3.39B","61.03","1.32"
"The Childrens Place","PLCE","392.35K","2.17B","1.87B","17.51","0.38"
"The Ensign","ENSG","249.64K","1.86B","1.95B","25.84","0.65"
"The Medicines","MDCO","1.51M","2.87B","34.91M","","0.77"
"The Navigators","NAVG","101.93K","1.74B","1.35B","22.79","0.5"
"The Providence Service","PRSC","86.77K","833.66M","2.03B","50.85","0.68"
"Tidewater","TDW","263.00K","852.47M","421.61M","","2.09"
"Tile Shop","TTS","993.54K","427.76M","347.04M","48.98","1.87"
"Timkensteel Corp","TMST","346.55K","611.70M","1.47B","","1.78"
"Titan","TWI","360.88K","433.12M","1.60B","","1.58"
"Tivity Health","TVTY","437.82K","1.35B","578.85M","18.37","0.55"
"TiVo","TIVO","1.54M","1.52B","810.54M","38.01","-0.57"
"Tompkins","TMP","7.08K","1.31B","161.27M","16.72","0.84"
"Topbuild Corp","BLD","267.50K","2.78B","2.09B","23.61",""
"Tredegar","TG","100.64K","773.38M","989.50M","41.36","1.36"
"Trex","TREX","395.07K","4.62B","640.30M","38.52","2.39"
"TrueBlue","TBI","239.37K","1.16B","2.50B","17.6","1.87"
"TrustCo Bank NY","TRST","311.34K","887.15M","","16.16","1.02"
"TTEC","TTEC","55.56K","1.27B","1.51B","","0.89"
"TTM","TTMI","913.36K","1.93B","2.79B","10.53","1.87"
"Tuesday Morning","TUES","259.67K","132.97M","999.51M","","1.44"
"U S Concrete","USCR","349.30K","896.82M","1.43B","26.03","1.07"
"UMB Financial","UMBF","236.14K","3.74B","","17.54","0.8"
"Unifi","UFI","61.55K","606.73M","678.91M","20.97","0.65"
"Unifirst","UNF","64.00K","3.63B","1.67B","34.11","0.58"
"Unit","UNT","376.63K","1.37B","801.77M","54.02","2.99"
"United Bankshares","UBSI","725.70K","3.99B","","16.74","1.07"
"United Community Banks","UCBI","493.37K","2.44B","","18.18","0.91"
"United Fire","UFCS","90.11K","1.23B","1.30B","54.52","0.55"
"United Insurances","UIHC","162.95K","895.41M","717.00M","60.27","1.7"
"Universal","UVV","259.26K","1.42B","2.13B","14.26","1.05"
"Universal Electronics","UEIC","90.04K","1.01B","684.02M","25.41","1.15"
"Universal Forest","UFPI","306.86K","2.27B","4.31B","14.92","1.87"
"Universal Health RI","UHT","34.39K","947.73M","75.10M","37.16","0.3"
"Universal Insurance","UVE","205.96K","1.56B","792.84M","11.63","1.81"
"Urstadt Biddle Properties","UBA","104.52K","839.31M","134.60M","40.75","0.29"
"US Ecology","ECOL","97.67K","1.52B","524.72M","40.34","0.57"
"US Physicalrapy","USPH","47.56K","1.41B","435.67M","80.28","1.07"
"US Silica","SLCA","1.92M","1.95B","1.50B","16.52","2.28"
"Veeco","VECO","723.52K","562.39M","591.65M","","0.57"
"Vera Bradley","VRA","334.69K","503.19M","445.10M","42.8","0.32"
"Veritiv Cor","VRTV","58.77K","623.28M","8.61B","356.77","0.42"
"Viad","VVI","64.74K","1.21B","1.95B","23.4","0.67"
"Viavi Solutions","VIAV","2.45M","2.40B","814.50M","","0.96"
"Vicor","VICR","112.49K","2.54B","255.13M","190.17","0.98"
"Virtus","VRTS","61.07K","946.57M","513.65M","14.09","1.51"
"Virtusa","VRTU","221.45K","1.57B","1.09B","159.82","1.23"
"Vitamin Shoppe","VSI","530.56K","265.33M","1.15B","","0.55"
"Wabash National","WNC","412.84K","1.08B","2.07B","7.72","1.87"
"WageWorks","WAGE","319.70K","2.17B","235.62M","46.53","1.38"
"Walker&Dunlop","WD","186.43K","1.70B","712.59M","11.58","0.69"
"Watts Water Technologies","WTS","119.81K","2.87B","1.52B","25.25","1.06"
"WD-40","WDFC","60.92K","2.28B","402.45M","40.25","0.57"
"Westamerica Bancorporation","WABC","95.13K","1.68B","","25.02","1.02"
"Winnebago Industries","WGO","614.44K","1.24B","1.94B","12.42","1.71"
"Wintrust","WTFC","353.73K","5.02B","","17.47","0.79"
"Wolverine","WWW","607.57K","3.57B","2.29B","51.64","1"
"World Acceptance","WRLD","111.75K","1.01B","542.59M","14.08","2.88"
"WWE","WWE","1.51M","6.17B","867.18M","102.14","0.97"
"XO","XOXO","210.98K","764.73M","164.03M","48.08","0.87"
"Xperi","XPER","599.71K","818.81M","372.01M","","0.54"
"Zumiez","ZUMZ","383.79K","690.23M","952.55M","24.84","1.04"
