"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Badger Meter","BMI","116.77K","1.53B","415.35M","52.99","0.68"
"Balchem","BCPC","114.47K","3.38B","635.08M","46.94","0.82"
"Banc of California","BANC","442.88K","996.10M","220.54M","38.59","0.78"
"Banner","BANR","195.21K","2.14B","259.82M","18.72","0.92"
"Barnes","B","224.85K","3.46B","1.47B","22.73","1.35"
"Barnes & Noble Education Inc","BNED","349.90K","301.20M","2.20B","",""
"Barnes&Noble","BKS","967.10K","436.76M","3.66B","","1.71"
"Bel Fuse B","BELFB","28.05K","305.65M","505.29M","37.35","1.09"
"Belmond","BEL","551.60K","1.94B","561.60M","","1.39"
"Benchmark Electronics","BHE","350.34K","1.20B","2.55B","19.25","0.23"
"Big 5","BGFV","1.28M","125.37M","987.49M","","-0.9"
"Biglari","BH","8.17K","614.55M","636.40M","","0.42"
"BioTelemetry","BEAT","469.88K","1.86B","368.62M","355.63","1.4"
"BJs Restaurants","BJRI","383.40K","1.40B","1.07B","34.9","0.66"
"Black Box","BBOX","216.31K","24.98M","774.63M","","0.94"
"Blackbaud","BLKB","284.75K","4.75B","830.34M","97.58","0.62"
"Blucora","BCOR","405.89K","1.65B","551.84M","34","-0.16"
"BofI Holding","BOFI","743.92K","2.36B","304.28M","15.14","0.25"
"Boise Cascad Llc","BCC","387.75K","1.78B","4.91B","14.98","1.94"
"Boston Private","BPFH","411.48K","1.18B","211.75M","36.12","0.9"
"Bottomline","EPAY","314.41K","2.48B","394.10M","1103.71","0.91"
"Boyd Gaming","BYD","1.04M","4.02B","2.40B","33.67","1.65"
"Brady","BRC","231.22K","1.98B","1.17B","19.82","1.09"
"Briggs&Stratton","BGG","306.46K","858.43M","1.85B","","0.64"
"Brinks","BCO","476.73K","3.95B","3.48B","","1.77"
"Bristow","BRS","798.87K","375.54M","1.46B","","3.04"
"Brookline Bancorp","BRKL","341.71K","1.45B","161.41M","19.94","0.77"
"Brooks Automation","BRKS","939.25K","2.05B","801.95M","16.54","0.91"
"Buckle","BKE","430.16K","1.29B","906.03M","13.99","0.6"
"Cabot","CCMP","180.11K","2.78B","570.18M","29.64","1.38"
"CACI","CACI","135.31K","4.62B","4.47B","23.65","1.5"
"Cal-Maine","CALM","341.98K","2.41B","1.50B","28.94","0.46"
"CalAmp","CAMP","382.70K","826.29M","372.72M","19.61","1.86"
"Calavo Growers","CVGW","207.84K","1.77B","1.09B","42.25","0.47"
"Caleres","CAL","411.59K","1.57B","2.79B","17.93","0.8"
"California Water Service","CWT","208.05K","1.97B","678.60M","11.99","0.54"
"Callaway Golf","ELY","1.09M","2.13B","1.23B","19.18","0.99"
"Cambrex","CBM","390.66K","2.11B","588.05M","17.19","2.39"
"Cantel Medical","CMD","326.51K","4.01B","848.57M","49.5","1.07"
"Capstead Mortgage","CMO","657.65K","775.18M","257.12M","15.13","0.15"
"Carbo Ceramics","CRR","416.80K","215.27M","217.87M","","1.53"
"Cardtronics","CATM","820.11K","1.71B","1.44B","","1.09"
"Career","CECO","259.30K","1.16B","578.21M","30.88","2.65"
"Caretrust Inc","CTRE","736.99K","1.47B","146.62M","33.58","0.92"
"Carrizo Oil&Gas","CRZO","3.29M","2.08B","917.30M","71.2","2.28"
"Cato","CATO","347.34K","585.06M","1.09B","26.07","0.66"
"Cavco","CVCO","49.62K","2.14B","910.82M","33.47","1.44"
"Cedar Realty","CDR","430.78K","417.75M","152.46M","","0.79"
"Celadon","CGIP","391.97K","97.35M","","40.81","1.75"
"Central Garden&Pet","CENT","118.17K","1.93B","2.20B","20.79","-0.12"
"Central Garden&Pet A","CENTA","209.85K","1.93B","2.20B","20.79","-0.12"
"Century Aluminum","CENX","2.42M","1.05B","2.51B","15.04","0.74"
"CEVA","CEVA","190.44K","632.30M","80.70M","137.75","1.08"
"Chart Industries","GTLS","285.83K","2.39B","1.15B","102.94","1.09"
"Chemed","CHE","214.17K","5.12B","1.73B","29.42","1.16"
"Chemours Co","CC","1.53M","7.62B","6.71B","7.76",""
"Chesapeake Lodging","CHSP","280.41K","1.96B","599.25M","26.52","0.94"
"Chuy's Holdings","CHUY","161.57K","466.89M","388.40M","27.49","-0.23"
"Cincinnati Bell","CBB","621.48K","652.04M","1.31B","","1.16"
"CIRCOR","CIR","279.67K","890.47M","942.22M","","2.02"
"City Holding","CHCO","58.42K","1.26B","106.92M","18.35","0.61"
"Clearwater Paper","CLW","183.55K","460.91M","1.73B","22.91","1.08"
"Cloud Peak Energy","CLD","574.71K","179.59M","884.78M","","2"
"CMTSU Liquidation","CBRI","1.10M","220.44K","","","0.64"
"Cogent","CCOI","308.17K","2.45B","506.21M","107.87","0.59"
"Coherent","COHR","576.42K","4.40B","1.93B","21.74","0.97"
"Cohu","COHU","249.42K","743.32M","372.71M","15.74","0.98"
"Columbia Banking","COLB","276.51K","3.11B","286.52M","19.1","1.07"
"Comfort Systems","FIX","247.59K","2.08B","1.94B","30.47","1.33"
"Community Bank System","CBU","202.94K","3.36B","293.45M","22.07","1.04"
"Community Health Systems","CYH","2.51M","396.43M","13.98B","","1.63"
"Computer Programs&Systems","CPSI","76.13K","381.73M","283.96M","","-0.09"
"Comtech","CMTL","190.04K","843.55M","550.91M","28.68","1.49"
"CONMED","CNMD","178.50K","2.18B","827.56M","53.85","0.52"
"Consolidated Communications","CNSL","1.09M","860.02M","1.43B","","0.72"
"Contango Oil&Gas","MCF","73.85K","154.85M","77.74M","","1.61"
"Cooper Stnd","CPS","138.36K","2.46B","3.70B","14.06","0.74"
"Core-Mark","CORE","337.48K","1.54B","16.42B","80.35","0.7"
"CoreSite","COR","323.22K","5.57B","515.09M","56.22","0.3"
"Corindus Vascular Robotics","CR3","1.12K","150.81M","8.73M","81.08","1.03"
"CorVel","CRVL","35.96K","1.12B","571.13M","31.87","0.65"
"CPB","CPF","119.00K","840.63M","115.30M","16.81","1.02"
"Cray","CRAY","352.17K","883.90M","446.13M","","1.58"
"Crocs","CROX","1.21M","1.27B","1.05B","156.48","0.44"
"Cross Country","CCRN","228.36K","347.34M","863.02M","7.67","0.84"
"CryoLife","CRY","137.35K","1.19B","227.28M","","0.62"
"CSG Systems","CSGS","183.17K","1.27B","819.12M","20.38","0.89"
"CTS Corp","CTS","147.47K","1.14B","448.70M","35.29","1.25"
"Cubic","CUB","153.27K","2.03B","1.36B","","1.01"
"Customers Bancorp","CUBI","212.34K","781.29M","241.64M","11.7","0.7"
"CVB Financial","CVBF","386.16K","2.70B","170.13M","20.69","1.37"
"Daktronics","DAKT","227.72K","394.16M","610.54M","42.88","1.13"
"Darling Ingredients","DAR","871.83K","3.28B","3.61B","23.39","1.4"
"Dave & Buster’s Entertainment","PLAY","1.42M","2.16B","1.17B","20.59","0.41"
"DHI Group","DHX","518.07K","112.82M","188.02M","6.27","1.05"
"Diamondrock Hospitality","DRH","2.16M","2.46B","850.01M","31.92","1.45"
"Digi","DGII","104.22K","345.98M","207.81M","46.7","1.39"
"Dime Community","DCOM","183.88K","689.25M","114.51M","11.81","0.5"
"DineEquity","DIN","343.65K","1.42B","666.08M","","0.04"
"Diodes","DIOD","317.37K","1.85B","1.13B","25.42","0.94"
"Diplomat Pharmacy","DPLO","1.14M","1.42B","5.04B","","1.13"
"Donnelley Financial Solutions","DFIN","304.64K","656.54M","993.20M","29.65",""
"Dorman","DORM","258.60K","2.60B","917.75M","22.68","1.02"
"DSP Group","DSPG","57.83K","272.63M","124.28M","","0.84"
"DXP Enterprises","DXPE","86.62K","806.77M","1.11B","35.34","2.58"
"Eagle Pharm","EGRX","255.51K","1.18B","215.73M","37.31","1.37"
"EastGroup Properties","EGP","195.34K","3.54B","287.20M","42.33","0.81"
"Ebix","EBIX","180.10K","2.40B","430.34M","23.49","1.27"
"Echo Global","ECHO","416.03K","920.68M","2.27B","47.86","1.61"
"eHealth","EHTH","170.08K","575.85M","141.19M","","1.31"
"El Paso Electric","EE","268.44K","2.60B","906.13M","6.63","0.35"
"El Pollo Loco Holdings Inc","LOCO","437.42K","482.61M","413.75M","245.92","0.38"
"Electro Scientific","ESIO","1.31M","781.42M","405.82M","5.65","1.01"
"Electronics for Imaging","EFII","542.66K","1.50B","1.02B","262.88","1.08"
"Emergent Biosolutions","EBS","300.13K","2.96B","681.25M","13.67","1.22"
"Employers","EIG","115.45K","1.44B","804.00M","11.3","1.06"
"Enanta","ENTA","217.99K","1.79B","215.35M","21.84","0.92"
"Encore Capital","ECPG","232.43K","1.24B","1.30B","11.9","1.54"
"Encore Wire","WIRE","70.70K","1.05B","1.22B","18.29","1.85"
"Engility","EGL","125.76K","1.28B","1.92B","45.19","1.9"
"Enova International Inc","ENVA","369.17K","1.21B","969.18M","29.64","2.57"
"Enpro Industries","NPO","168.50K","1.57B","1.47B","3.16","1.09"
"ePlus","PLUS","96.51K","1.36B","1.40B","24.98","1.14"
"Era Group Inc","ERA","49.65K","258.31M","233.96M","","0.95"
"ESCO Technologies","ESE","85.71K","1.76B","747.50M","30.58","0.97"
"Essendant Inc","ESND","402.41K","568.67M","5.00B","","1.33"
"Ethan Allen Interiors","ETH","215.02K","611.50M","766.78M","18.79","0.88"
"Evercore","EVR","482.89K","5.26B","1.88B","14.63","1.71"
"EW Scripps A","SSP","458.46K","1.19B","959.59M","","2.09"
"ExlServices","EXLS","135.26K","2.08B","807.30M","26.97","1.27"
"Exponent","EXPO","89.53K","2.64B","367.92M","41.47","0.59"
"Express","EXPR","1.86M","772.07M","2.15B","39.42","0.83"
"Exterran Corp","EXTN","130.22K","988.74M","1.36B","6791.67",""
"EZCORP","EZPW","653.57K","612.72M","789.25M","11.66","1.44"
"Fabrinet","FN","348.91K","1.61B","1.40B","18.9","0.56"
"FARO","FARO","97.02K","1.13B","387.74M","","1.58"
"Federal Signal","FSS","250.27K","1.59B","1.04B","25.77","1.33"
"Fidelity","LION","93.74K","652.60M","160.41M","17.71","0.93"
"Fiesta","FRGI","257.10K","793.44M","667.21M","217.18","0.58"
"First Bancorp","FBP","1.70M","1.91B","348.30M","25.37","1.84"
"First Commonwealth Financial","FCF","438.59K","1.72B","188.29M","1092.89","1"
"First Financial Bancorp","FFBC","348.78K","3.11B","282.93M","20.63","1.01"
"First Financial Bankshares","FFIN","239.49K","4.07B","191.07M","31.12","1.14"
"First Midwest","FMBI","612.36K","2.79B","353.60M","21.4","1.15"
"First NBC Bank","FNBCQ","165.09K","769.24K","","","-1.39"
"FirstCash","FCFS","279.12K","3.57B","1.79B","26.6","0.51"
"Five Below","FIVE","1.01M","6.04B","1.34B","53.72","0.46"
"Flotek","FTK","765.06K","119.61M","271.58M","","1.46"
"Forestar","FOR","57.90K","1.03B","110.18M","","1.78"
"Forrester","FORR","49.01K","872.97M","344.85M","63.98","0.45"
"Forward Air","FWRD","239.25K","1.86B","1.22B","23.85","1.43"
"Four Corners Property Trust Inc","FCPT","417.64K","1.82B","136.82M","20.61",""
"Fox Factory","FOXF","214.54K","2.42B","535.10M","36.45","0.7"
"Francescass","FRAN","1.27M","260.76M","464.40M","24.94","0.13"
"Franklin Electric","FELE","128.12K","2.29B","1.24B","24.96","1.59"
"Franklin Street Properties","FSP","101.89K","909.32M","269.04M","","0.73"
"Freds","FRED","984.34K","66.32M","3.24B","","1.26"
"FTD Companies Inc","FTD","327.56K","106.17M","1.06B","","0.14"
"FutureFuel","FF","62.78K","633.83M","296.96M","10.41","1.71"
"G-III Apparel","GIII","568.12K","2.10B","2.89B","24.45","0.18"
"Gannett","GCI","1.09M","1.16B","3.05B","17.44",""
"Genesco","GCO","292.58K","870.29M","2.91B","","0.98"
"Gentherm","THRM","216.00K","1.74B","1.02B","35.35","1.61"
"Geo","GEO","726.63K","3.09B","2.28B","19.45","1.23"
"Geospace","GEOS","64.55K","184.38M","78.84M","","1.28"
"Getty","GTY","116.08K","1.18B","129.82M","25.11","0.45"
"Gibraltar Industries","ROCK","284.79K","1.44B","1.01B","19.99","1.8"
"Glacier","GBCI","338.70K","3.78B","278.71M","23.4","1.4"
"Glatfelter","GLT","235.24K","722.36M","1.64B","34.12","1.12"
"Government Propertiesome","GOV","941.46K","1.68B","394.15M","58.52","1.14"
"Great Western Bancorp Inc","GWB","226.05K","2.57B","279.33M","15.41","1.52"
"Green Dot","GDOT","339.39K","4.47B","987.95M","38.39","0.73"
"Green Plains Energy","GPRE","700.45K","719.84M","3.85B","456.86","1.05"
"Greenbrier","GBX","478.43K","1.86B","2.44B","15.22","1.78"
"Greenhill&Co","GHL","416.94K","682.61M","291.02M","526.27","1.16"
"Griffon","GFF","264.32K","832.48M","1.52B","","1.32"
"Group 1 Automotive","GPI","258.12K","1.56B","16.93B","10.56","1.9"
"Guess?","GES","944.97K","1.83B","2.43B","48.68","0.12"
"Gulf Island Fabrication","GIFI","58.52K","143.66M","198.46M","","1.04"
"H B Fuller","FUL","342.95K","2.91B","2.74B","40.53","1.48"
"Haemonetics","HAE","773.91K","5.35B","922.32M","109.91","0.95"
"Hanmi","HAFC","177.70K","837.21M","124.41M","13.8","0.76"
"Harmonic","HLIT","565.77K","451.67M","382.27M","","0.67"
"Harsco","HSC","433.80K","2.05B","1.68B","24.93","2.76"
"Haverty Furniture","HVT","92.66K","461.81M","820.96M","18.32","0.78"
"Hawaiian","HA","1.08M","2.17B","2.79B","9.13","1.31"
"Hawkins","HWKN","31.46K","428.49M","520.23M","","0.72"
"Haynes","HAYN","103.71K","476.35M","413.78M","","1.48"
"HCI Group Inc","HCI","53.42K","380.29M","226.47M","","1.65"
"Healthcare Services","HCSG","931.78K","3.04B","2.00B","41.61","0.82"
"Healthequity Inc","HQY","603.30K","5.40B","244.01M","96.13","1.37"
"HealthStream","HSTM","130.05K","976.47M","238.18M","71.43","0.63"
"Heartland Express","HTLD","511.23K","1.63B","660.33M","37.21","0.61"
"Heidrick&Struggles","HSII","115.15K","788.68M","691.12M","57.73","1.69"
"Helix","HLX","1.45M","1.32B","695.41M","82.42","2.64"
"HFF","HF","277.11K","1.73B","618.66M","13.29","1.11"
"Hibbett Sports","HIBB","772.59K","500.17M","967.24M","14.76","0.73"
"HighPoint","HPR","1.73M","1.05B","342.44M","","3.39"
"Hillenbrand","HI","228.46K","3.24B","1.74B","29.29","1.3"
"HMS Holdings","HMSY","566.30K","2.66B","562.38M","134.71","1.01"
"Home BancShares","HOMB","1.05M","4.16B","381.01M","18.34","1.17"
"Hope Bancorp","HOPE","505.88K","2.29B","345.44M","12.73","1.32"
"Horace Mann Educators","HMN","102.27K","1.88B","1.19B","24.38","0.75"
"Hornbeck","HOS","237.70K","150.38M","209.93M","","1.42"
"Hub Group","HUBG","292.71K","1.75B","4.49B","21.92","1.46"
"Iconix Brand","ICON","2.44M","30.02M","204.22M","","0.99"
"ICU Medical","ICUI","94.54K","6.03B","1.45B","72.27","0.33"
"II-VI","IIVI","858.10K","2.86B","1.16B","37.63","0.1"
"ILG","ILG","1.39M","4.31B","1.83B","20.29","1.47"
"Independent Bank","INDB","72.74K","2.48B","194.67M","23.28","0.94"
"Ingevity","NGVT","234.11K","4.14B","1.04B","32.77",""
"Innophoss","IPHS","143.20K","859.24M","789.10M","24.78","0.72"
"Innospec","IOSP","106.86K","1.85B","1.41B","18.29","1.02"
"Inogen Inc","INGN","142.22K","4.97B","309.11M","128.69","1.08"
"Insight Enterprises","NSIT","203.16K","1.92B","7.14B","14.52","1.21"
"Insperity","NSP","304.05K","4.72B","3.56B","42.34","0.78"
"Installed Building","IBP","179.03K","1.56B","1.23B","34.81","0.81"
"Integer Hld","ITGR","218.41K","2.30B","1.45B","","0.78"
"Integra","IART","503.33K","5.02B","1.37B","41.22","0.59"
"Inter Parfums","IPAR","116.24K","2.01B","640.20M","41.35","1.44"
"Interactive Brokers","IBKR","931.76K","25.42B","2.25B","15.21","0.97"
"Interface, Inc.","TILE","423.73K","1.36B","1.05B","18.61","1.14"
"INTL FCStone","INTL","123.69K","1.05B","33.93B","28.77","1.79"
"Intrepid Potash","IPI","895.00K","431.34M","169.57M","","1.18"
"Invacare","IVC","340.35K","525.13M","984.47M","","2.41"
"Investment Tech","ITG","165.55K","730.38M","501.24M","","1.67"
"Iridium","IRDM","701.85K","2.25B","486.10M","140.5","1.81"
"iRobot","IRBT","1.16M","2.60B","975.69M","40.36","1.32"
"Itron","ITRI","290.22K","2.45B","2.23B","","0.88"
"J & J Snack Foods","JJSF","76.23K","2.71B","1.15B","35.35","0.56"
"John Bean Tech","JBT","227.45K","3.51B","1.81B","36.86","1.2"
"Kaiser","KALU","121.47K","1.78B","1.49B","20.61","0.71"
"Kaman","KAMN","185.04K","1.84B","1.85B","27.33","0.73"
"KapStone Paper&Packaging","KS","528.15K","3.36B","3.44B","21.72","3.32"
"Kelly Services A","KELYA","162.08K","979.89M","5.51B","14.42","0.89"
"Kirklands","KIRK","152.09K","181.17M","643.72M","32.63","1.3"
"Kite","KRG","610.50K","1.46B","357.56M","","0.55"
"Knight Transportation","KNX","3.34M","5.86B","4.48B","23.91","1.63"
"Kopin","KOPN","586.86K","166.28M","29.13M","372.62","0.92"
"Koppers","KOP","113.85K","733.79M","1.59B","17.32","0.85"
"Korn/Ferry","KFY","469.20K","3.74B","1.82B","25.21","1.22"
"Kraton","KRA","161.20K","1.47B","2.02B","","1.29"
"Kulicke&Soffa","KLIC","607.87K","1.75B","920.18M","9.8","1.19"
"La-Z-Boy","LZB","396.85K","1.50B","1.58B","18.08","0.98"
"Lannett Com","LCI","972.40K","513.19M","652.78M","3.16","2.4"
"LCI Industries","LCII","210.53K","2.38B","2.44B","18.15","1.07"
"Legacy Texas Financial Grp","LTXB","221.91K","2.17B","223.41M","19.31","1.38"
"Lendingtree","TREE","239.97K","2.95B","697.57M","35.08","2.06"
"Lexington","LXP","1.03M","2.19B","407.99M","164.53","0.85"
"LGI Homes","LGIH","426.07K","1.27B","1.47B","9.62","-0.01"
"LHC Group","LHCG","282.80K","2.94B","1.36B","55.78","0.46"
"Ligand","LGND","287.87K","5.23B","230.04M","49.45","0.95"
"Lindsay","LNN","83.64K","982.36M","556.38M","40.24","0.33"
"Liquidity Services","LQDT","159.17K","232.89M","233.18M","","0.71"
"Lithia Motors","LAD","322.85K","2.09B","11.14B","7.65","1.6"
"Littelfuse","LFUS","168.50K","5.49B","1.50B","33.32","0.92"
"LivePerson","LPSN","415.81K","1.56B","233.78M","","1.04"
"LogMeIn","LOGM","596.84K","4.09B","1.13B","82.65","1.1"
"Lsb Industries","LXU","156.29K","197.72M","384.96M","","4.64"
"LSC Communications","LKSD","368.90K","374.43M","3.81B","",""
"LTC Properties","LTC","212.08K","1.82B","166.26M","14","0.08"
"Lumber Liquidators","LL","1.11M","489.15M","1.06B","","1.42"
"Lumentum Holdings Inc","LITE","2.37M","3.77B","1.25B","11.76",""
"Luminex","LMNX","269.76K","1.20B","314.58M","23.57","0.32"
"Lydall","LDL","83.95K","785.56M","736.14M","15.84","1.5"
"M/I Homes","MHO","212.06K","732.56M","2.09B","8.9","1.1"
"Magellan Health","MGLN","154.24K","1.83B","6.73B","17.84","0.38"
"Maiden Holdings","MHLD","648.91K","328.42M","2.86B","","1.3"
"ManTech","MANT","203.54K","2.53B","1.85B","34.55","0.82"
"Marcus","MCS","87.89K","1.07B","673.48M","20.75","0.54"
"MarineMax","HZO","294.79K","545.11M","1.12B","14.9","1.21"
"Marriot Vacations Worldwide","VAC","325.79K","3.20B","2.13B","25.96","1.4"
"Marten Transport","MRTN","296.41K","1.24B","737.43M","30.95","1.36"
"Masimo","MASI","547.74K","5.94B","843.44M","30.68","0.97"
"Materion","MTRN","89.78K","1.25B","1.22B","31.41","0.97"
"Matrix","MTRX","209.34K","540.48M","1.09B","171.3","0.95"
"Matson","MATX","205.60K","1.55B","2.13B","17.23","1.32"
"Matthews","MATW","171.55K","1.67B","1.59B","24.42","1.07"
"MDC","MDC","444.05K","1.77B","2.73B","9.12","1.4"
"Medidata","MDSO","547.34K","4.67B","586.41M","88.42","1.41"
"MEDIFAST","MED","210.04K","2.52B","371.13M","64.81","0.19"
"Mercury","MRCY","375.81K","2.41B","493.19M","60.26","0.45"
"Meridian","VIVO","311.16K","631.69M","210.17M","28.65","0.81"
"Merit","MMSI","302.17K","3.10B","798.08M","136.34","1.31"
"Meritage","MTH","372.45K","1.70B","3.39B","8.88","1.06"
"Methode Electronics","MEI","236.25K","1.48B","908.30M","13.41","1.02"
"MicroStrategy","MSTR","89.70K","1.60B","506.93M","38.26","0.63"
"MiMedx","MDXG","3.35M","431.93M","160.98M","12.51","1.51"
"MKS Instruments","MKSI","538.23K","4.87B","2.13B","12.39","0.88"
"Mobile Mini","MINI","211.22K","1.99B","565.99M","33.43","1.86"
"Momenta","MNTA","902.34K","2.16B","106.58M","","1.8"
"Monarch","MCRI","74.78K","832.89M","235.27M","28.29","1.04"
"Monotype","TYPE","284.48K","890.50M","242.90M","","1.04"
"Monro Muffler Brake","MNRO","301.77K","2.31B","1.15B","33.45","0.84"
"Moog","MOGa","105.53K","2.77B","2.66B","24.47","1.69"
"Motorcar Parts","MPAA","192.06K","468.17M","425.57M","57.04","1.76"
"Movado","MOV","186.98K","816.92M","595.83M","27.41","-0.09"
"MTS Systems","MTSC","74.21K","925.15M","781.64M","32.51","0.94"
"Mueller Industries","MLI","208.74K","1.83B","2.38B","19.01","1.48"
"Multi-Color","LABL","121.35K","1.24B","1.51B","28.12","0.73"
"Myers Industries","MYE","182.00K","772.73M","577.31M","32.77","1.59"
"MYR Group","MYRG","97.20K","576.48M","1.43B","24.55","0.53"
"Nanometrics","NANO","200.84K","975.12M","305.78M","19.26","1.76"
"National Presto Industries","NPK","53.34K","945.39M","342.27M","20.51","0.28"
"Natus","BABY","536.66K","1.22B","513.34M","","0.61"
"Nautilus","NLS","228.74K","446.16M","406.21M","22.32","1.12"
"Navigant","NCI","356.33K","1.06B","966.88M","37.85","0.87"
"NBT Bancorp","NBTB","134.19K","1.77B","230.97M","17.87","0.86"
"Neenah Paper","NP","64.86K","1.51B","1.03B","35.74","1.06"
"Nektar","NKTR","2.57M","10.35B","1.37B","12.38","2.18"
"Neogen","NEOG","174.21K","4.35B","402.26M","65.39","1.32"
"NETGEAR","NTGR","573.88K","2.17B","1.46B","58.45","2.03"
"Newpark Resources","NR","593.57K","901.05M","869.60M","36.37","1.5"
"NIC","EGOV","895.55K","1.13B","347.22M","19.87","0.68"
"Northern Oil&Gas","NOG","157.68K","842.63M","212.06M","","1.94"
"Northfield Bancorp","NFBK","106.51K","818.61M","75.46M","20.22","0.4"
"Northwest Bancshares","NWBI","549.16K","1.89B","228.31M","20.1","0.67"
"Northwest Natural Gas","NWN","123.11K","1.87B","717.89M","","0.27"
"NutriSystem","NTRI","830.24K","1.15B","691.63M","22.57","1.34"
"OFG Bancorp","OFG","336.95K","774.10M","208.39M","17.36","1.85"
"Old National Bancorp","ONB","756.01K","3.01B","393.13M","25.86","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.64B","1.13B","36.49",""
"Olympic Steel","ZEUS","136.53K","231.07M","1.47B","6.74","1.73"
"Omnicell","OMCL","289.31K","2.54B","756.01M","99.34","0.96"
"Onespan","OSPN","194.71K","711.99M","200.62M","121.56","1.4"
"Opus Bank","OPB","204.42K","1.03B","150.73M","","0.9"
"Orion Group","ORN","227.28K","265.80M","598.98M","52.65","1.17"
"Oritani","ORIT","201.86K","762.18M","78.84M","13.76","0.37"
"OSI Systems","OSIS","407.02K","1.40B","1.05B","63.41","0.89"
"Oxford Industries","OXM","164.15K","1.59B","1.09B","27.9","0.21"
"Papa John's","PZZA","1.10M","1.39B","1.73B","20.6","0.41"
"Park Electrochemical","PKE","136.39K","431.41M","114.88M","109.88","0.89"
"Patrick","PATK","248.98K","1.51B","2.04B","14.71","0.82"
