"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"AMERISAFE","AMSF","89.24K","1.22B","377.29M","19.33","0.75"
"AMN Healthcare Services","AMN","397.24K","2.77B","2.08B","21.48","0.32"
"Amneal Pharma A","AMRX","1.24M","3.02B","803.09M","","1.35"
"Amphastar P","AMPH","207.93K","842.79M","247.75M","","1.38"
"AngioDynamics","ANGO","229.74K","827.35M","344.29M","93.85","0.93"
"ANI Pharma","ANIP","142.67K","670.81M","189.20M","49.08","2.81"
"Anika","ANIK","86.25K","601.14M","108.38M","38.91","2.05"
"Anixter","AXE","189.36K","2.45B","8.13B","17.88","2.2"
"Apogee","APOG","310.40K","1.43B","1.39B","19.4","1.5"
"Applied Industrial Technologies","AIT","186.61K","3.03B","3.07B","22.65","0.88"
"ArcBest Corp","ARCB","308.58K","1.23B","2.95B","36.03","2.09"
"Archrock","AROC","1.30M","1.62B","845.70M","","2.91"
"Asbury Automotive","ABG","209.03K","1.58B","6.61B","9.78","1.46"
"ASGN","ASGN","283.61K","4.78B","2.91B","36.2","1.95"
"Assertio Therapeutics","ASRT","1.20M","472.34M","381.49M","","1.36"
"Astec","ASTE","180.90K","1.12B","1.16B","","1.03"
"Atlas Air","AAWW","268.12K","1.59B","2.42B","37.73","1.21"
"ATN Int","ATNI","95.43K","1.21B","452.09M","127.88","0.6"
"Avista","AVA","480.41K","3.37B","1.42B","27.51","0.17"
"Axon Enterprise","AAXN","894.95K","3.72B","385.36M","126.19","1.1"
"AZZ","AZZ","194.37K","1.42B","861.47M","55.63","1.44"
"B&G Foods","BGS","876.49K","2.11B","1.70B","36.23","0.49"
"Badger Meter","BMI","116.38K","1.60B","415.35M","53.87","0.68"
"Balchem","BCPC","114.47K","3.36B","635.08M","47.33","0.83"
"Banc of California","BANC","439.39K","1.00B","220.54M","38.59","0.78"
"Banner","BANR","195.21K","2.17B","259.82M","18.97","0.92"
"Barnes","B","222.09K","3.54B","1.47B","23.15","1.35"
"Barnes & Noble Education Inc","BNED","362.55K","297.92M","2.20B","",""
"Barnes&Noble","BKS","972.59K","433.12M","3.66B","","1.71"
"Bel Fuse B","BELFB","28.05K","310.93M","505.29M","37.42","1.09"
"Belmond","BEL","566.14K","1.95B","561.60M","","1.41"
"Benchmark Electronics","BHE","352.66K","1.23B","2.55B","19.59","0.23"
"Big 5","BGFV","1.28M","127.52M","987.49M","","-0.9"
"Biglari","BH","8.17K","610.78M","636.40M","","0.42"
"BioTelemetry","BEAT","469.88K","1.87B","368.62M","362.27","1.41"
"BJs Restaurants","BJRI","383.40K","1.40B","1.07B","34.9","0.66"
"Black Box","BBOX","216.31K","23.46M","774.63M","","0.93"
"Blackbaud","BLKB","284.75K","4.78B","830.34M","98.34","0.62"
"Blucora","BCOR","405.89K","1.69B","551.84M","34.24","-0.16"
"BofI Holding","BOFI","743.92K","2.42B","304.28M","15.47","0.25"
"Boise Cascad Llc","BCC","389.14K","1.81B","4.91B","15.07","1.94"
"Boston Private","BPFH","411.48K","1.20B","211.75M","36.9","0.9"
"Bottomline","EPAY","314.41K","2.57B","394.10M","1130.27","0.91"
"Boyd Gaming","BYD","1.03M","4.10B","2.40B","33.66","1.65"
"Brady","BRC","232.37K","2.02B","1.17B","20.18","1.09"
"Briggs&Stratton","BGG","309.87K","909.20M","1.85B","","0.65"
"Brinks","BCO","475.56K","4.02B","3.48B","","1.77"
"Bristow","BRS","800.84K","386.27M","1.46B","","3.03"
"Brookline Bancorp","BRKL","341.71K","1.46B","161.41M","20.16","0.77"
"Brooks Automation","BRKS","939.25K","2.07B","801.95M","16.88","0.91"
"Buckle","BKE","432.60K","1.32B","906.03M","14.09","0.61"
"Cabot","CCMP","180.11K","2.81B","570.18M","29.89","1.37"
"CACI","CACI","136.83K","4.78B","4.47B","25.49","1.5"
"Cal-Maine","CALM","341.98K","2.43B","1.50B","29.21","0.47"
"CalAmp","CAMP","382.70K","827.35M","372.72M","19.57","1.86"
"Calavo Growers","CVGW","207.84K","1.79B","1.09B","42.5","0.47"
"Caleres","CAL","409.98K","1.64B","2.79B","18.35","0.81"
"California Water Service","CWT","208.73K","1.99B","678.60M","11.99","0.54"
"Callaway Golf","ELY","1.10M","2.17B","1.23B","19.4","1"
"Cambrex","CBM","391.71K","2.13B","588.05M","17.52","2.39"
"Cantel Medical","CMD","326.95K","3.98B","848.57M","48.6","1.07"
"Capstead Mortgage","CMO","655.59K","779.80M","257.12M","15.22","0.16"
"Carbo Ceramics","CRR","412.18K","226.08M","217.87M","","1.52"
"Cardtronics","CATM","820.11K","1.72B","1.44B","","1.12"
"Career","CECO","259.30K","1.16B","578.21M","30.71","2.63"
"Caretrust Inc","CTRE","736.99K","1.49B","146.62M","34.1","0.93"
"Carrizo Oil&Gas","CRZO","3.29M","2.17B","917.30M","73.92","2.27"
"Cato","CATO","350.28K","599.62M","1.09B","26.08","0.65"
"Cavco","CVCO","49.62K","2.18B","910.82M","34.31","1.45"
"Cedar Realty","CDR","426.01K","421.40M","152.46M","","0.79"
"Celadon","CGIP","391.97K","97.35M","","40.81","1.75"
"Central Garden&Pet","CENT","118.17K","1.94B","2.20B","20.44","-0.14"
"Central Garden&Pet A","CENTA","209.85K","1.94B","2.20B","20.44","-0.14"
"Century Aluminum","CENX","2.42M","1.08B","2.51B","15.53","0.74"
"CEVA","CEVA","190.44K","644.42M","80.70M","143.64","1.07"
"Chart Industries","GTLS","285.83K","2.41B","1.15B","103.66","1.09"
"Chemed","CHE","212.78K","5.15B","1.73B","29.54","1.16"
"Chemours Co","CC","1.53M","7.73B","6.71B","7.84",""
"Chesapeake Lodging","CHSP","279.33K","1.98B","599.25M","26.86","0.94"
"Chuy's Holdings","CHUY","161.57K","463.50M","388.40M","27.39","-0.24"
"Cincinnati Bell","CBB","618.28K","652.04M","1.31B","","1.16"
"CIRCOR","CIR","280.62K","892.45M","942.22M","","2.02"
"City Holding","CHCO","58.42K","1.28B","106.92M","18.57","0.61"
"Clearwater Paper","CLW","187.54K","483.13M","1.73B","23.47","1.1"
"Cloud Peak Energy","CLD","577.23K","188.69M","884.78M","","2"
"CMTSU Liquidation","CBRI","1.10M","220.44K","","","0.64"
"Cogent","CCOI","308.17K","2.46B","506.21M","108.59","0.59"
"Coherent","COHR","576.42K","4.37B","1.93B","21.81","0.98"
"Cohu","COHU","249.42K","746.21M","372.71M","15.9","0.98"
"Columbia Banking","COLB","276.51K","3.17B","286.52M","19.44","1.08"
"Comfort Systems","FIX","253.00K","2.13B","1.94B","30.9","1.33"
"Community Bank System","CBU","202.25K","3.40B","293.45M","22.36","1.04"
"Community Health Systems","CYH","2.53M","403.40M","13.98B","","1.63"
"Computer Programs&Systems","CPSI","76.13K","384.55M","283.96M","","-0.09"
"Comtech","CMTL","190.04K","840.24M","550.91M","28.68","1.49"
"CONMED","CNMD","178.50K","2.19B","827.56M","53.61","0.52"
"Consolidated Communications","CNSL","1.09M","860.73M","1.43B","","0.72"
"Contango Oil&Gas","MCF","73.85K","148.42M","77.74M","","1.61"
"Cooper Stnd","CPS","138.75K","2.53B","3.70B","14.22","0.75"
"Core-Mark","CORE","337.48K","1.60B","16.42B","82.12","0.73"
"CoreSite","COR","321.24K","5.60B","515.09M","56.34","0.3"
"Corindus Vascular Robotics","CR3","1.18K","150.81M","8.73M","81.08","1.03"
"CorVel","CRVL","35.96K","1.11B","571.13M","31.55","0.65"
"CPB","CPF","120.58K","860.64M","115.30M","17.12","1.03"
"Cray","CRAY","352.17K","877.78M","446.13M","","1.56"
"Crocs","CROX","1.21M","1.38B","1.05B","162.01","0.45"
"Cross Country","CCRN","228.36K","357.50M","863.02M","7.75","0.83"
"CryoLife","CRY","140.96K","1.20B","227.28M","","0.62"
"CSG Systems","CSGS","183.17K","1.26B","819.12M","20.32","0.88"
"CTS Corp","CTS","149.09K","1.17B","448.70M","35.79","1.25"
"Cubic","CUB","153.44K","2.00B","1.36B","","1.02"
"Customers Bancorp","CUBI","209.99K","806.95M","241.64M","12.08","0.7"
"CVB Financial","CVBF","386.16K","2.74B","170.13M","20.97","1.37"
"Daktronics","DAKT","227.72K","353.81M","610.54M","37.68","1.11"
"Darling Ingredients","DAR","871.85K","3.33B","3.61B","23.64","1.4"
"Dave & Buster’s Entertainment","PLAY","1.42M","2.18B","1.17B","20.52","0.42"
"DHI Group","DHX","514.49K","107.45M","188.02M","6.11","1.04"
"Diamondrock Hospitality","DRH","2.16M","2.47B","850.01M","32.35","1.45"
"Digi","DGII","104.22K","354.16M","207.81M","47.06","1.38"
"Dime Community","DCOM","183.88K","702.37M","114.51M","11.94","0.5"
"DineEquity","DIN","341.69K","1.41B","666.08M","","0.04"
"Diodes","DIOD","317.37K","1.89B","1.13B","25.96","0.94"
"Diplomat Pharmacy","DPLO","1.15M","1.45B","5.04B","","1.13"
"Donnelley Financial Solutions","DFIN","301.25K","662.32M","993.20M","29.72",""
"Dorman","DORM","258.60K","2.65B","917.75M","22.53","1.02"
"DSP Group","DSPG","57.83K","283.85M","124.28M","","0.84"
"DXP Enterprises","DXPE","86.62K","819.28M","1.11B","35.55","2.59"
"Eagle Pharm","EGRX","255.51K","1.21B","215.73M","37.92","1.36"
"EastGroup Properties","EGP","194.65K","3.47B","287.20M","41.83","0.81"
"Ebix","EBIX","180.10K","2.44B","430.34M","23.63","1.26"
"Echo Global","ECHO","416.03K","953.51M","2.27B","48.59","1.6"
"eHealth","EHTH","170.08K","577.38M","141.19M","","1.33"
"El Paso Electric","EE","268.02K","2.59B","906.13M","6.6","0.35"
"El Pollo Loco Holdings Inc","LOCO","437.42K","480.68M","413.75M","244.93","0.39"
"Electro Scientific","ESIO","1.31M","786.54M","405.82M","5.72","1.03"
"Electronics for Imaging","EFII","542.66K","1.50B","1.02B","261.88","1.08"
"Emergent Biosolutions","EBS","299.32K","3.01B","681.25M","13.87","1.23"
"Employers","EIG","115.46K","1.43B","804.00M","11.34","1.05"
"Enanta","ENTA","217.99K","1.79B","215.35M","22.3","0.92"
"Encore Capital","ECPG","232.43K","1.24B","1.30B","11.84","1.55"
"Encore Wire","WIRE","70.70K","1.08B","1.22B","18.48","1.85"
"Engility","EGL","125.43K","1.30B","1.92B","46.02","1.9"
"Enova International Inc","ENVA","363.90K","1.23B","969.18M","29.85","2.58"
"Enpro Industries","NPO","165.85K","1.60B","1.47B","3.22","1.09"
"ePlus","PLUS","96.51K","1.37B","1.40B","25.03","1.14"
"Era Group Inc","ERA","49.29K","258.74M","233.96M","","0.94"
"ESCO Technologies","ESE","86.22K","1.81B","747.50M","31.02","0.98"
"Essendant Inc","ESND","402.41K","579.60M","5.00B","","1.33"
"Ethan Allen Interiors","ETH","216.15K","622.11M","766.78M","18.91","0.88"
"Evercore","EVR","481.83K","5.25B","1.88B","14.72","1.71"
"EW Scripps A","SSP","458.46K","1.21B","959.59M","","2.1"
"ExlServices","EXLS","135.26K","2.09B","807.30M","27.01","1.27"
"Exponent","EXPO","89.53K","2.70B","367.92M","42.16","0.6"
"Express","EXPR","1.85M","790.70M","2.15B","39.61","0.84"
"Exterran Corp","EXTN","131.28K","1.01B","1.36B","6845.59",""
"EZCORP","EZPW","653.57K","615.45M","789.25M","11.82","1.44"
"Fabrinet","FN","360.03K","1.73B","1.40B","20.08","0.57"
"FARO","FARO","97.02K","1.15B","387.74M","","1.58"
"Federal Signal","FSS","252.28K","1.58B","1.04B","25.95","1.33"
"Fidelity","LION","93.74K","656.14M","160.41M","17.81","0.93"
"Fiesta","FRGI","257.10K","801.62M","667.21M","217.18","0.58"
"First Bancorp","FBP","1.70M","1.93B","348.30M","25.71","1.84"
"First Commonwealth Financial","FCF","433.16K","1.73B","188.29M","1106.34","1"
"First Financial Bancorp","FFBC","348.78K","3.14B","282.93M","20.99","1.02"
"First Financial Bankshares","FFIN","239.49K","4.11B","191.07M","31.35","1.15"
"First Midwest","FMBI","612.36K","2.84B","353.60M","21.71","1.15"
"First NBC Bank","FNBCQ","165.09K","754.04K","","","-1.39"
"FirstCash","FCFS","277.08K","3.61B","1.79B","27.03","0.51"
"Five Below","FIVE","1.01M","6.23B","1.34B","54.12","0.46"
"Flotek","FTK","766.45K","120.75M","271.58M","","1.45"
"Forestar","FOR","56.80K","1.07B","110.18M","","1.79"
"Forrester","FORR","49.01K","882.01M","344.85M","65.04","0.46"
"Forward Air","FWRD","239.25K","1.89B","1.22B","24.08","1.43"
"Four Corners Property Trust Inc","FCPT","420.24K","1.81B","136.82M","20.45",""
"Fox Factory","FOXF","214.54K","2.44B","535.10M","36.94","0.73"
"Francescass","FRAN","1.27M","257.88M","464.40M","24.53","0.12"
"Franklin Electric","FELE","128.12K","2.33B","1.24B","25.39","1.59"
"Franklin Street Properties","FSP","101.89K","929.69M","269.04M","","0.73"
"Freds","FRED","984.34K","64.83M","3.24B","","1.25"
"FTD Companies Inc","FTD","327.56K","106.17M","1.06B","","0.14"
"FutureFuel","FF","63.13K","644.77M","296.96M","10.53","1.72"
"G-III Apparel","GIII","568.12K","2.26B","2.89B","25.27","0.18"
"Gannett","GCI","1.09M","1.21B","3.05B","17.74",""
"Genesco","GCO","293.76K","920.08M","2.91B","","0.99"
"Gentherm","THRM","216.00K","1.80B","1.02B","35.53","1.62"
"Geo","GEO","727.30K","3.07B","2.28B","19.64","1.23"
"Geospace","GEOS","64.55K","188.32M","78.84M","","1.28"
"Getty","GTY","115.80K","1.18B","129.82M","24.99","0.45"
"Gibraltar Industries","ROCK","284.79K","1.47B","1.01B","20.3","1.81"
"Glacier","GBCI","338.70K","3.83B","278.71M","23.69","1.4"
"Glatfelter","GLT","246.30K","729.36M","1.64B","34.62","1.12"
"Government Propertiesome","GOV","941.46K","1.69B","394.15M","59.29","1.14"
"Great Western Bancorp Inc","GWB","227.59K","2.61B","279.33M","15.66","1.52"
"Green Dot","GDOT","338.72K","4.47B","987.95M","38.53","0.73"
"Green Plains Energy","GPRE","700.45K","751.95M","3.85B","461.95","1.05"
"Greenbrier","GBX","475.93K","1.90B","2.44B","15.56","1.78"
"Greenhill&Co","GHL","416.05K","671.32M","291.02M","524.51","1.16"
"Griffon","GFF","265.64K","846.17M","1.52B","","1.32"
"Group 1 Automotive","GPI","256.66K","1.59B","16.93B","10.66","1.91"
"Guess?","GES","925.11K","1.89B","2.43B","48.7","0.13"
"Gulf Island Fabrication","GIFI","58.52K","144.41M","198.46M","","1.05"
"H B Fuller","FUL","342.52K","2.95B","2.74B","40.86","1.48"
"Haemonetics","HAE","775.40K","5.42B","922.32M","110.99","0.96"
"Hanmi","HAFC","177.70K","850.22M","124.41M","13.99","0.76"
"Harmonic","HLIT","565.77K","455.97M","382.27M","","0.68"
"Harsco","HSC","433.73K","2.15B","1.68B","25.46","2.76"
"Haverty Furniture","HVT","92.99K","467.58M","820.96M","18.28","0.79"
"Hawaiian","HA","1.08M","2.22B","2.79B","9.08","1.31"
"Hawkins","HWKN","31.46K","449.92M","520.23M","","0.73"
"Haynes","HAYN","103.71K","487.48M","413.78M","","1.47"
"HCI Group Inc","HCI","53.16K","380.76M","226.47M","","1.64"
"Healthcare Services","HCSG","931.78K","3.08B","2.00B","42.03","0.82"
"Healthequity Inc","HQY","603.30K","5.42B","244.01M","97.2","1.38"
"HealthStream","HSTM","130.05K","992.96M","238.18M","72.09","0.64"
"Heartland Express","HTLD","511.23K","1.67B","660.33M","37.65","0.61"
"Heidrick&Struggles","HSII","115.15K","824.70M","691.12M","60","1.7"
"Helix","HLX","1.45M","1.34B","695.41M","83.25","2.63"
"HFF","HF","275.87K","1.80B","618.66M","13.69","1.11"
"Hibbett Sports","HIBB","772.59K","523.85M","967.24M","15.14","0.74"
"HighPoint","HPR","1.74M","1.06B","342.44M","","3.38"
"Hillenbrand","HI","229.73K","3.28B","1.74B","29.68","1.31"
"HMS Holdings","HMSY","566.30K","2.64B","562.38M","134.71","1.04"
"Home BancShares","HOMB","1.05M","4.23B","381.01M","18.55","1.17"
"Hope Bancorp","HOPE","505.88K","2.31B","345.44M","12.89","1.32"
"Horace Mann Educators","HMN","103.55K","1.91B","1.19B","24.56","0.76"
"Hornbeck","HOS","231.24K","155.64M","209.93M","","1.42"
"Hub Group","HUBG","292.71K","1.79B","4.49B","22.2","1.47"
"Iconix Brand","ICON","2.44M","29.57M","204.22M","","0.99"
"ICU Medical","ICUI","94.54K","6.19B","1.45B","73.49","0.33"
"II-VI","IIVI","858.10K","2.93B","1.16B","38.45","0.12"
"ILG","ILG","1.39M","4.42B","1.83B","20.6","1.47"
"Independent Bank","INDB","72.74K","2.49B","194.67M","23.44","0.94"
"Ingevity","NGVT","233.52K","4.20B","1.04B","33.16",""
"Innophoss","IPHS","143.20K","856.50M","789.10M","24.77","0.72"
"Innospec","IOSP","106.86K","1.89B","1.41B","18.39","1.01"
"Inogen Inc","INGN","142.22K","4.99B","309.11M","129.86","1.1"
"Insight Enterprises","NSIT","203.16K","1.94B","7.14B","14.73","1.21"
"Insperity","NSP","298.04K","4.81B","3.56B","43.11","0.79"
"Installed Building","IBP","181.49K","1.52B","1.23B","37.01","0.81"
"Integer Hld","ITGR","220.37K","2.36B","1.45B","","0.78"
"Integra","IART","503.33K","5.02B","1.37B","41.59","0.59"
"Inter Parfums","IPAR","116.24K","2.05B","640.20M","41.64","1.45"
"Interactive Brokers","IBKR","931.76K","25.08B","2.25B","14.83","0.97"
"Interface, Inc.","TILE","423.73K","1.40B","1.05B","18.97","1.14"
"INTL FCStone","INTL","123.69K","1.04B","33.93B","29.01","1.79"
"Intrepid Potash","IPI","897.15K","437.90M","169.57M","","1.17"
"Invacare","IVC","343.28K","528.45M","984.47M","","2.4"
"Investment Tech","ITG","167.27K","722.79M","501.24M","","1.67"
"Iridium","IRDM","701.85K","2.31B","486.10M","141.52","1.81"
"iRobot","IRBT","1.16M","2.79B","975.69M","42.27","1.33"
"Itron","ITRI","290.22K","2.53B","2.23B","","0.88"
"J & J Snack Foods","JJSF","76.23K","2.72B","1.15B","35.28","0.56"
"John Bean Tech","JBT","225.73K","3.57B","1.81B","37.65","1.2"
"Kaiser","KALU","121.47K","1.81B","1.49B","20.87","0.71"
"Kaman","KAMN","182.95K","1.87B","1.85B","27.55","0.73"
"KapStone Paper&Packaging","KS","543.38K","3.36B","3.44B","21.73","3.31"
"Kelly Services A","KELYA","162.08K","979.54M","5.51B","14.56","0.89"
"Kirklands","KIRK","152.09K","180.07M","643.72M","32.98","1.3"
"Kite","KRG","606.50K","1.46B","357.56M","","0.55"
"Knight Transportation","KNX","3.32M","5.97B","4.48B","23.89","1.63"
"Kopin","KOPN","586.86K","167.81M","29.13M","379.55","0.9"
"Koppers","KOP","117.22K","725.32M","1.59B","17.32","0.85"
"Korn/Ferry","KFY","471.77K","3.79B","1.82B","26","1.22"
"Kraton","KRA","161.69K","1.48B","2.02B","","1.29"
"Kulicke&Soffa","KLIC","607.87K","1.74B","920.18M","9.97","1.19"
"La-Z-Boy","LZB","440.75K","1.56B","1.58B","18.47","0.99"
"Lannett Com","LCI","1.03M","216.68M","652.78M","3.36","2.38"
"LCI Industries","LCII","210.84K","2.38B","2.44B","18.37","1.08"
"Legacy Texas Financial Grp","LTXB","221.91K","2.22B","223.41M","19.77","1.38"
"Lendingtree","TREE","239.97K","2.99B","697.57M","35.74","2.06"
"Lexington","LXP","1.02M","2.21B","407.99M","164.35","0.86"
"LGI Homes","LGIH","426.07K","1.33B","1.47B","10.03","0.01"
"LHC Group","LHCG","282.80K","3.07B","1.36B","57.67","0.47"
"Ligand","LGND","287.87K","5.15B","230.04M","50.4","0.96"
"Lindsay","LNN","83.90K","1.00B","556.38M","40.65","0.33"
"Liquidity Services","LQDT","159.17K","229.68M","233.18M","","0.72"
"Lithia Motors","LAD","319.03K","2.15B","11.14B","7.74","1.6"
"Littelfuse","LFUS","168.50K","5.58B","1.50B","33.8","0.92"
"LivePerson","LPSN","415.81K","1.54B","233.78M","","1.04"
"LogMeIn","LOGM","596.84K","4.14B","1.13B","83.41","1.09"
"Lsb Industries","LXU","156.68K","206.30M","384.96M","","4.65"
"LSC Communications","LKSD","368.60K","400.45M","3.81B","",""
"LTC Properties","LTC","209.65K","1.82B","166.26M","14.03","0.08"
"Lumber Liquidators","LL","1.12M","497.16M","1.06B","","1.42"
"Lumentum Holdings Inc","LITE","2.37M","3.89B","1.25B","12.09",""
"Luminex","LMNX","269.76K","1.22B","314.58M","23.76","0.3"
"Lydall","LDL","83.64K","806.42M","736.14M","16.17","1.5"
"M/I Homes","MHO","213.72K","761.70M","2.09B","9.16","1.11"
"Magellan Health","MGLN","154.24K","1.85B","6.73B","18.16","0.38"
"Maiden Holdings","MHLD","648.91K","328.42M","2.86B","","1.27"
"ManTech","MANT","203.54K","2.54B","1.85B","34.83","0.82"
"Marcus","MCS","89.02K","1.09B","673.48M","20.94","0.54"
"MarineMax","HZO","294.97K","562.65M","1.12B","15.04","1.22"
"Marriot Vacations Worldwide","VAC","324.85K","3.36B","2.13B","26.6","1.41"
"Marten Transport","MRTN","296.41K","1.25B","737.43M","31.22","1.36"
"Masimo","MASI","547.74K","6.01B","843.44M","30.97","0.98"
"Materion","MTRN","90.60K","1.27B","1.22B","31.51","0.97"
"Matrix","MTRX","209.34K","568.64M","1.09B","178.02","0.96"
"Matson","MATX","207.00K","1.60B","2.13B","17.39","1.32"
"Matthews","MATW","171.55K","1.69B","1.59B","24.58","1.07"
"MDC","MDC","444.32K","1.87B","2.73B","9.59","1.41"
"Medidata","MDSO","547.34K","4.80B","586.41M","89.64","1.41"
"MEDIFAST","MED","211.43K","2.56B","371.13M","63.91","0.2"
"Mercury","MRCY","375.81K","2.45B","493.19M","60.41","0.47"
"Meridian","VIVO","311.16K","655.01M","210.17M","29.12","0.81"
"Merit","MMSI","302.17K","3.17B","798.08M","139.72","1.32"
"Meritage","MTH","374.45K","1.80B","3.39B","9.36","1.07"
"Methode Electronics","MEI","237.89K","1.52B","908.30M","13.87","1.03"
"MicroStrategy","MSTR","89.70K","1.62B","506.93M","38.3","0.64"
"MiMedx","MDXG","3.35M","431.93M","160.98M","12.8","1.51"
"MKS Instruments","MKSI","538.23K","4.97B","2.13B","12.58","0.87"
"Mobile Mini","MINI","211.22K","1.97B","565.99M","33.66","1.86"
"Momenta","MNTA","902.34K","2.18B","106.58M","","1.8"
"Monarch","MCRI","74.78K","843.62M","235.27M","28.39","1.04"
"Monotype","TYPE","284.48K","928.39M","242.90M","","1.04"
"Monro Muffler Brake","MNRO","301.77K","2.34B","1.15B","33.33","0.84"
"Moog","MOGa","106.16K","2.87B","2.66B","24.97","1.69"
"Motorcar Parts","MPAA","192.06K","497.49M","425.57M","58.17","1.77"
"Movado","MOV","193.52K","811.98M","595.83M","27.25","-0.09"
"MTS Systems","MTSC","74.21K","941.22M","781.64M","33.01","0.94"
"Mueller Industries","MLI","208.81K","1.93B","2.38B","19.58","1.48"
"Multi-Color","LABL","121.35K","1.29B","1.51B","28.81","0.73"
"Myers Industries","MYE","173.43K","779.77M","577.31M","33.68","1.59"
"MYR Group","MYRG","97.20K","574.99M","1.43B","24.48","0.53"
"Nanometrics","NANO","200.84K","1.03B","305.78M","19.94","1.77"
"National Presto Industries","NPK","53.62K","972.45M","342.27M","21.12","0.29"
"Natus","BABY","536.66K","1.20B","513.34M","","0.61"
"Nautilus","NLS","229.30K","447.67M","406.21M","22.32","1.12"
"Navigant","NCI","356.93K","1.08B","966.88M","38.39","0.87"
"NBT Bancorp","NBTB","134.19K","1.79B","230.97M","18.21","0.86"
"Neenah Paper","NP","62.76K","1.52B","1.03B","36.04","1.06"
"Nektar","NKTR","2.57M","10.69B","1.37B","12.66","2.19"
"Neogen","NEOG","174.21K","4.48B","402.26M","66.38","1.32"
"NETGEAR","NTGR","573.88K","2.23B","1.46B","59.86","2.04"
"Newpark Resources","NR","603.08K","950.85M","869.60M","38","1.5"
"NIC","EGOV","895.55K","1.15B","347.22M","20.04","0.69"
"Northern Oil&Gas","NOG","157.68K","921.90M","212.06M","","1.94"
"Northfield Bancorp","NFBK","106.51K","822.57M","75.46M","20.44","0.4"
"Northwest Bancshares","NWBI","549.16K","1.91B","228.31M","20.29","0.67"
"Northwest Natural Gas","NWN","122.21K","1.85B","717.89M","","0.27"
"NutriSystem","NTRI","830.24K","1.19B","691.63M","22.68","1.34"
"OFG Bancorp","OFG","340.86K","734.52M","208.39M","17.57","1.85"
"Old National Bancorp","ONB","756.01K","3.09B","393.13M","26.45","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.88B","1.13B","36.82",""
"Olympic Steel","ZEUS","136.53K","239.32M","1.47B","6.86","1.73"
"Omnicell","OMCL","289.31K","2.60B","756.01M","102.35","0.96"
"Onespan","OSPN","194.71K","726.07M","200.62M","123.96","1.4"
"Opus Bank","OPB","204.42K","1.05B","150.73M","","0.9"
"Orion Group","ORN","227.99K","255.98M","598.98M","53.19","1.17"
"Oritani","ORIT","201.86K","769.17M","78.84M","13.97","0.37"
"OSI Systems","OSIS","407.02K","1.42B","1.05B","64.17","0.89"
"Oxford Industries","OXM","164.94K","1.61B","1.09B","28.2","0.21"
"Papa John's","PZZA","1.10M","1.36B","1.73B","20.7","0.41"
"Park Electrochemical","PKE","136.18K","436.47M","114.88M","111.74","0.89"
"Patrick","PATK","248.98K","1.56B","2.04B","15.12","0.82"
"PDC Energy","PDCE","898.19K","3.48B","845.89M","","0.67"
