"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"AMERISAFE","AMSF","89.24K","1.20B","377.29M","18.99","0.75"
"AMN Healthcare Services","AMN","446.55K","2.63B","2.02B","20.35","0.32"
"Amneal Pharma A","AMRX","1.34M","5.95B","775.79M","","1.32"
"Amphastar P","AMPH","207.93K","821.81M","241.90M","","1.38"
"AngioDynamics","ANGO","229.74K","795.26M","344.29M","89.79","0.93"
"ANI Pharma","ANIP","142.67K","774.14M","186.69M","48.99","2.82"
"Anika","ANIK","86.25K","607.12M","108.38M","39.27","2.05"
"Anixter","AXE","194.89K","2.41B","8.13B","17.81","2.2"
"Apogee","APOG","310.40K","1.41B","1.39B","19.17","1.5"
"Applied Industrial Technologies","AIT","180.21K","2.83B","2.86B","19.46","0.88"
"ArcBest Corp","ARCB","308.58K","1.22B","3.53B","","2.09"
"Archrock","AROC","1.48M","1.70B","845.70M","","2.93"
"Asbury Automotive","ABG","214.76K","1.51B","6.61B","9.42","1.45"
"ASGN","ASGN","286.17K","4.85B","2.91B","36.5","1.95"
"Astec","ASTE","180.90K","1.07B","1.16B","","1.03"
"Atlas Air","AAWW","268.12K","1.63B","2.42B","37.8","1.22"
"ATN Int","ATNI","95.43K","1.08B","585.66M","133","0.58"
"Avista","AVA","507.38K","3.34B","1.42B","27.16","0.17"
"Axon Enterprise","AAXN","894.95K","3.89B","385.36M","133.73","1.11"
"AZZ","AZZ","215.26K","1.40B","861.47M","54.97","1.45"
"B&G Foods","BGS","964.55K","2.06B","1.70B","35.21","0.49"
"Badger Meter","BMI","121.36K","1.53B","415.35M","51.81","0.68"
"Balchem","BCPC","114.47K","3.27B","635.08M","46.19","0.82"
"Banc of California","BANC","486.52K","1.00B","220.54M","38.1","0.78"
"Banner","BANR","195.21K","2.09B","259.82M","18.43","0.92"
"Barnes","B","234.73K","3.43B","1.47B","22.45","1.35"
"Barnes & Noble Education Inc","BNED","346.84K","270.71M","2.20B","",""
"Barnes&Noble","BKS","963.45K","429.48M","3.66B","","1.71"
"Bel Fuse B","BELFB","28.05K","289.22M","505.29M","35.04","1.08"
"Belmond","BEL","459.83K","1.37B","555.84M","","1.34"
"Benchmark Electronics","BHE","346.27K","1.18B","2.55B","18.79","0.22"
"Big 5","BGFV","1.28M","123.23M","987.49M","","-0.9"
"Biglari","BH","8.45K","572.48M","636.40M","","0.42"
"BioTelemetry","BEAT","469.88K","1.87B","368.62M","363.85","1.4"
"BJs Restaurants","BJRI","383.40K","1.30B","1.07B","32.6","0.65"
"Black Box","BBOX","216.31K","22.24M","774.63M","","0.92"
"Blackbaud","BLKB","284.75K","4.82B","830.34M","97.52","0.62"
"Blucora","BCOR","405.89K","1.62B","551.84M","33.8","-0.17"
"BofI Holding","BOFI","743.92K","2.51B","293.28M","17.02","0.26"
"Boise Cascad Llc","BCC","384.72K","1.73B","4.91B","14.24","1.93"
"Boston Private","BPFH","411.48K","1.23B","211.75M","37.16","0.91"
"Bottomline","EPAY","314.41K","2.29B","381.13M","","0.89"
"Boyd Gaming","BYD","1.17M","4.13B","2.40B","33.18","1.65"
"Brady","BRC","212.94K","1.93B","1.17B","19.3","1.09"
"Briggs&Stratton","BGG","247.50K","752.62M","1.85B","17.29","0.62"
"Brinks","BCO","495.42K","4.05B","3.48B","","1.77"
"Bristow","BRS","779.26K","417.02M","1.44B","","3.06"
"Brookline Bancorp","BRKL","341.71K","1.45B","161.41M","19.83","0.77"
"Brooks Automation","BRKS","939.25K","2.23B","760.19M","17","0.91"
"Buckle","BKE","414.82K","1.21B","906.03M","12.76","0.59"
"Cabot","CCMP","180.11K","3.15B","570.18M","33.38","1.39"
"CACI","CACI","128.20K","4.48B","4.44B","23.21","1.49"
"Cal-Maine","CALM","341.98K","2.21B","1.50B","27.08","0.45"
"CalAmp","CAMP","382.70K","808.30M","372.72M","19.24","1.86"
"Calavo Growers","CVGW","207.84K","1.68B","1.09B","39.18","0.46"
"Caleres","CAL","445.07K","1.49B","2.79B","16.79","0.79"
"California Water Service","CWT","215.41K","1.95B","678.60M","11.61","0.54"
"Callaway Golf","ELY","1.04M","2.11B","1.23B","18.42","0.99"
"Cambrex","CBM","398.54K","2.06B","588.05M","17.45","2.39"
"Cantel Medical","CMD","329.06K","3.96B","848.57M","48.38","1.07"
"Capstead Mortgage","CMO","615.72K","761.30M","257.12M","14.73","0.15"
"Carbo Ceramics","CRR","459.35K","241.34M","217.87M","","1.54"
"Cardtronics","CATM","820.11K","1.46B","1.44B","","1.07"
"Career","CECO","259.30K","1.18B","578.21M","31.47","2.65"
"Caretrust Inc","CTRE","736.99K","1.36B","146.62M","32.79","0.92"
"Carrizo Oil&Gas","CRZO","3.29M","2.26B","819.81M","78.53","2.29"
"Cato","CATO","333.70K","632.27M","1.09B","27.52","0.66"
"Cavco","CVCO","49.62K","1.90B","910.82M","29.81","1.44"
"Cedar Realty","CDR","454.03K","431.91M","152.46M","","0.79"
"Celadon","CGIP","391.97K","84.90M","","35.4","1.74"
"Central Garden&Pet","CENT","118.17K","2.15B","2.20B","22.04","-0.12"
"Central Garden&Pet A","CENTA","209.85K","2.15B","2.20B","22.04","-0.12"
"Century Aluminum","CENX","2.42M","1.12B","2.51B","15.58","0.74"
"CEVA","CEVA","190.44K","723.30M","83.78M","58.56","1.07"
"Chart Industries","GTLS","285.83K","2.40B","1.15B","104.01","1.09"
"Chemed","CHE","215.85K","5.14B","1.73B","29.19","1.16"
"Chemours Co","CC","1.54M","8.25B","6.71B","8.58",""
"Chesapeake Lodging","CHSP","315.03K","1.94B","599.25M","26.02","0.94"
"Chuy's Holdings","CHUY","161.57K","527.03M","376.53M","32.72","-0.22"
"Cincinnati Bell","CBB","604.18K","689.07M","1.31B","","1.16"
"CIRCOR","CIR","277.01K","878.73M","942.22M","","2.02"
"City Holding","CHCO","58.42K","1.24B","106.92M","18","0.6"
"Clearwater Paper","CLW","181.39K","427.17M","1.73B","21.03","1.06"
"Cloud Peak Energy","CLD","578.79K","194.75M","884.78M","","2.01"
"CMTSU Liquidation","CBRI","1.10M","244.94K","","","0.65"
"Cogent","CCOI","308.17K","2.33B","506.21M","102.65","0.59"
"Coherent","COHR","576.42K","4.66B","1.93B","22.8","0.98"
"Cohu","COHU","249.42K","785.33M","372.71M","16.83","0.99"
"Columbia Banking","COLB","276.51K","3.05B","274.70M","","1.07"
"Comfort Systems","FIX","216.73K","2.07B","1.94B","30.04","1.33"
"Community Bank System","CBU","222.01K","3.23B","289.42M","","1.03"
"Community Health Systems","CYH","2.45M","385.96M","13.98B","","1.61"
"Computer Programs&Systems","CPSI","76.13K","376.10M","283.73M","","-0.09"
"Comtech","CMTL","190.04K","819.67M","550.91M","27.83","1.49"
"CONMED","CNMD","178.50K","2.19B","827.56M","53.53","0.52"
"Consolidated Communications","CNSL","1.09M","803.02M","1.43B","","0.71"
"Contango Oil&Gas","MCF","73.85K","135.24M","79.57M","","1.6"
"Cooper Stnd","CPS","139.59K","2.59B","3.70B","13.95","0.74"
"Core-Mark","CORE","337.48K","1.16B","15.99B","66.53","0.68"
"CoreSite","COR","320.44K","5.52B","515.09M","55.53","0.3"
"Corindus Vascular Robotics","CR3","1.30K","178.97M","9.25M","81.08","1.03"
"CorVel","CRVL","35.96K","1.07B","571.13M","30.39","0.65"
"CPB","CPF","129.80K","822.29M","115.30M","16.27","1.02"
"Cray","CRAY","352.17K","910.53M","446.13M","","1.58"
"Crocs","CROX","1.21M","1.24B","1.31B","","0.43"
"Cross Country","CCRN","228.36K","315.95M","863.02M","6.82","0.85"
"CryoLife","CRY","135.18K","1.08B","227.28M","","0.62"
"CSG Systems","CSGS","183.17K","1.30B","819.12M","20.9","0.89"
"CTS Corp","CTS","157.48K","1.17B","448.70M","36.25","1.25"
"Cubic","CUB","163.02K","1.83B","1.43B","","1"
"Customers Bancorp","CUBI","198.87K","817.38M","241.64M","12.45","0.7"
"CVB Financial","CVBF","386.16K","2.64B","171.52M","","1.36"
"Daktronics","DAKT","227.72K","377.22M","610.54M","40.64","1.12"
"Darling Ingredients","DAR","916.28K","3.38B","3.66B","18.89","1.41"
"Dave & Buster’s Entertainment","PLAY","1.42M","1.99B","1.17B","18.84","0.39"
"Depomed","DEPO","1.20M","560.21M","418.68M","","1.39"
"DHI Group","DHX","582.75K","105.99M","188.02M","6.57","1.05"
"Diamondrock Hospitality","DRH","2.29M","2.37B","850.01M","32.11","1.45"
"Digi","DGII","104.22K","358.40M","207.81M","47.96","1.39"
"Dime Community","DCOM","183.88K","661.25M","126.57M","","0.49"
"DineEquity","DIN","361.93K","1.30B","666.08M","","0.02"
"Diodes","DIOD","317.37K","1.82B","1.09B","30.75","0.94"
"Diplomat Pharmacy","DPLO","1.09M","1.59B","4.75B","","1.13"
"Donnelley Financial Solutions","DFIN","313.11K","614.61M","993.20M","27.88",""
"Dorman","DORM","258.60K","2.52B","917.75M","21.04","1.01"
"DSP Group","DSPG","57.83K","274.38M","124.28M","","0.84"
"DXP Enterprises","DXPE","86.62K","726.57M","1.11B","33.55","2.58"
"Eagle Pharm","EGRX","255.51K","1.14B","206.54M","34.73","1.36"
"EastGroup Properties","EGP","207.30K","3.45B","287.20M","41.31","0.81"
"Ebix","EBIX","180.10K","2.54B","393.10M","25.79","1.27"
"Echo Global","ECHO","416.03K","942.09M","2.27B","48","1.61"
"eHealth","EHTH","170.08K","476.16M","141.19M","","1.29"
"El Paso Electric","EE","269.46K","2.54B","921.17M","6.49","0.34"
"El Pollo Loco Holdings Inc","LOCO","437.42K","448.18M","413.75M","223.29","0.37"
"Electro Scientific","ESIO","1.31M","773.15M","405.82M","5.52","1.01"
"Electronics for Imaging","EFII","542.66K","1.48B","1.02B","265.67","1.08"
"Emergent Biosolutions","EBS","309.43K","2.72B","681.25M","24.68","1.21"
"Employers","EIG","117.70K","1.45B","804.00M","11.2","1.06"
"Enanta","ENTA","217.99K","1.93B","165.60M","33.61","0.92"
"Encore Capital","ECPG","232.43K","932.23M","1.24B","11.28","1.54"
"Encore Wire","WIRE","70.70K","1.06B","1.22B","18.5","1.85"
"Engility","EGL","124.87K","1.25B","1.92B","43.8","1.89"
"Enova International Inc","ENVA","393.75K","1.11B","969.18M","27.98","2.56"
"Enpro Industries","NPO","169.86K","1.57B","1.38B","3.21","1.09"
"ePlus","PLUS","96.51K","1.42B","1.41B","27.24","1.14"
"Era Group Inc","ERA","49.59K","302.77M","234.11M","","0.97"
"ESCO Technologies","ESE","85.22K","1.59B","726.47M","31.42","0.96"
"Essendant Inc","ESND","402.41K","598.73M","5.00B","","1.33"
"Ethan Allen Interiors","ETH","216.15K","587.62M","766.78M","18.02","0.88"
"Evercore","EVR","467.20K","5.46B","1.88B","15.29","1.71"
"EW Scripps A","SSP","458.46K","1.16B","959.59M","","2.09"
"ExlServices","EXLS","135.26K","2.00B","807.30M","26.13","1.27"
"Exponent","EXPO","89.53K","2.62B","367.92M","41.13","0.59"
"Express","EXPR","1.91M","736.30M","2.15B","37.74","0.83"
"Exterran Corp","EXTN","132.51K","975.98M","1.36B","",""
"EZCORP","EZPW","653.57K","620.89M","789.25M","12.03","1.44"
"Fabrinet","FN","321.98K","1.47B","1.40B","17.79","0.55"
"FARO","FARO","97.02K","1.15B","387.74M","","1.58"
"Federal Signal","FSS","249.10K","1.43B","970.40M","27.49","1.33"
"Fidelity","LION","93.74K","641.86M","160.41M","17.58","0.93"
"Fiesta","FRGI","257.10K","791.68M","663.00M","","0.58"
"First Bancorp","FBP","1.71M","1.80B","348.30M","23.94","1.84"
"First Commonwealth Financial","FCF","473.70K","1.69B","188.29M","1071.11","1"
"First Financial Bancorp","FFBC","348.78K","3.01B","282.93M","20.17","1.01"
"First Financial Bankshares","FFIN","239.49K","3.89B","191.07M","29.91","1.14"
"First Midwest","FMBI","612.36K","2.78B","353.60M","21.19","1.15"
"First NBC Bank","FNBCQ","165.09K","619.24K","","","-1.4"
"FirstCash","FCFS","313.84K","3.52B","1.79B","26.54","0.51"
"Five Below","FIVE","1.01M","5.61B","1.34B","50.2","0.45"
"Flotek","FTK","845.08K","171.73M","297.67M","","1.49"
"Forestar","FOR","66.94K","981.37M","114.63M","","1.78"
"Forrester","FORR","49.01K","818.27M","344.85M","60.31","0.45"
"Forward Air","FWRD","239.25K","1.85B","1.22B","23.69","1.43"
"Four Corners Property Trust Inc","FCPT","401.32K","1.65B","136.82M","19.74",""
"Fox Factory","FOXF","214.54K","2.36B","535.10M","36.17","0.7"
"Francescass","FRAN","1.27M","275.91M","464.40M","25.42","0.13"
"Franklin Electric","FELE","128.12K","2.27B","1.24B","24.88","1.59"
"Franklin Street Properties","FSP","101.89K","917.90M","269.04M","","0.73"
"Freds","FRED","984.34K","70.05M","3.24B","","1.26"
"FTD Companies Inc","FTD","327.56K","93.27M","1.09B","","0.12"
"FutureFuel","FF","65.55K","615.46M","276.67M","10.26","1.71"
"G-III Apparel","GIII","568.12K","2.17B","2.89B","24.62","0.18"
"Gannett","GCI","1.11M","1.15B","3.10B","22.66",""
"Genesco","GCO","276.47K","832.45M","2.91B","","0.97"
"Gentherm","THRM","216.00K","1.68B","1.02B","33.23","1.61"
"Geo","GEO","727.91K","3.12B","2.28B","19.95","1.23"
"Geospace","GEOS","64.55K","179.77M","78.84M","","1.28"
"Getty","GTY","125.38K","1.18B","129.82M","24.95","0.45"
"Gibraltar Industries","ROCK","284.79K","1.41B","1.01B","19.73","1.8"
"Glacier","GBCI","338.70K","3.69B","278.71M","22.9","1.39"
"Glatfelter","GLT","212.06K","742.00M","1.64B","34.68","1.12"
"Government Propertiesome","GOV","941.46K","1.57B","394.15M","144.91","1.13"
"Great Western Bancorp Inc","GWB","231.90K","2.50B","279.33M","14.92","1.51"
"Green Dot","GDOT","375.01K","4.12B","952.15M","39.84","0.73"
"Green Plains Energy","GPRE","700.45K","715.93M","3.85B","453.04","1.05"
"Greenbrier","GBX","514.03K","1.90B","2.44B","15.55","1.78"
"Greenhill&Co","GHL","450.78K","766.93M","291.02M","568.58","1.17"
"Griffon","GFF","256.33K","807.55M","1.52B","","1.32"
"Group 1 Automotive","GPI","253.74K","1.53B","16.93B","10.43","1.89"
"Guess?","GES","998.34K","1.81B","2.43B","47.43","0.12"
"Gulf Island Fabrication","GIFI","58.52K","138.40M","190.32M","","1.03"
"H B Fuller","FUL","350.98K","2.89B","2.74B","40.09","1.48"
"Haemonetics","HAE","798.20K","5.07B","903.92M","111.63","0.96"
"Hanmi","HAFC","177.70K","844.16M","124.60M","","0.76"
"Harmonic","HLIT","565.77K","443.12M","382.27M","","0.68"
"Harsco","HSC","462.90K","2.08B","1.68B","25.03","2.76"
"Haverty Furniture","HVT","96.25K","449.38M","820.96M","17.59","0.77"
"Hawaiian","HA","1.08M","2.09B","2.79B","8.46","1.3"
"Hawkins","HWKN","31.46K","435.67M","520.23M","","0.72"
"Haynes","HAYN","103.71K","516.20M","413.78M","","1.48"
"HCI Group Inc","HCI","58.06K","367.48M","303.30M","","1.64"
"Healthcare Services","HCSG","931.78K","2.97B","2.00B","40.37","0.81"
"Healthequity Inc","HQY","603.30K","4.96B","244.01M","90.03","1.36"
"HealthStream","HSTM","130.05K","947.76M","238.18M","68.99","0.63"
"Heartland Express","HTLD","511.23K","1.59B","660.33M","35.42","0.6"
"Heidrick&Struggles","HSII","115.15K","834.52M","691.12M","60.14","1.7"
"Helix","HLX","1.49M","1.39B","695.41M","85.36","2.64"
"HFF","HF","295.10K","1.78B","618.66M","13.58","1.11"
"Hibbett Sports","HIBB","772.59K","450.91M","967.24M","12.98","0.71"
"HighPoint","HPR","1.71M","1.36B","283.11M","","3.41"
"Hillenbrand","HI","227.15K","3.25B","1.74B","29.4","1.3"
"HMS Holdings","HMSY","566.30K","2.49B","548.90M","129.51","1.01"
"Home BancShares","HOMB","1.05M","4.03B","381.01M","17.86","1.17"
"Hope Bancorp","HOPE","505.88K","2.31B","345.44M","12.4","1.31"
"Horace Mann Educators","HMN","104.36K","1.82B","1.17B","24.25","0.75"
"Hornbeck","HOS","253.86K","153.73M","247.36M","","1.42"
"Hub Group","HUBG","292.71K","1.83B","4.49B","23.06","1.47"
"Iconix Brand","ICON","2.44M","35.24M","215.66M","","1.03"
"ICU Medical","ICUI","94.54K","6.04B","1.42B","355.19","0.33"
"II-VI","IIVI","858.10K","2.52B","1.16B","37.3","0.11"
"ILG","ILG","1.39M","4.31B","1.82B","20.03","1.47"
"Independent Bank","INDB","72.74K","2.42B","194.67M","22.76","0.94"
"Ingevity","NGVT","248.73K","4.20B","1.04B","33.22",""
"Innophoss","IPHS","143.20K","879.24M","789.10M","25.52","0.72"
"Innospec","IOSP","106.86K","1.91B","1.37B","18.11","1.02"
"Inogen Inc","INGN","142.22K","4.53B","275.99M","139.22","1.08"
"Insight Enterprises","NSIT","203.16K","1.86B","7.14B","14.25","1.21"
"Insperity","NSP","306.78K","4.47B","3.56B","39.84","0.78"
"Installed Building","IBP","170.99K","1.65B","1.23B","41.28","0.83"
"Integer Hld","ITGR","207.72K","2.30B","1.45B","","0.78"
"Integra","IART","503.33K","5.44B","1.37B","43.71","0.6"
"Inter Parfums","IPAR","116.24K","1.95B","619.97M","43.57","1.44"
"Interactive Brokers","IBKR","931.76K","24.89B","2.25B","14.93","0.97"
"Interface, Inc.","TILE","423.73K","1.33B","1.05B","18.17","1.14"
"INTL FCStone","INTL","123.69K","1.05B","32.31B","29.06","1.79"
"Intrepid Potash","IPI","1.11M","456.20M","169.57M","","1.18"
"Invacare","IVC","331.42K","600.27M","971.84M","","2.42"
"Investment Tech","ITG","145.57K","715.81M","494.34M","","1.67"
"Iridium","IRDM","701.85K","2.18B","486.10M","136.77","1.8"
"iRobot","IRBT","1.16M","2.34B","975.69M","34.88","1.3"
"Itron","ITRI","290.22K","2.38B","2.23B","","0.88"
"J & J Snack Foods","JJSF","76.23K","2.66B","1.15B","35.12","0.56"
"John Bean Tech","JBT","247.12K","3.44B","1.81B","36.3","1.2"
"Kaiser","KALU","121.47K","1.85B","1.49B","21.34","0.71"
"Kaman","KAMN","188.90K","1.82B","1.83B","27.66","0.73"
"KapStone Paper&Packaging","KS","533.16K","3.41B","3.44B","22.03","3.32"
"Kelly Services A","KELYA","162.08K","955.66M","5.45B","9.38","0.88"
"Kirklands","KIRK","152.09K","176.62M","643.72M","31.6","1.3"
"Kite","KRG","632.39K","1.40B","357.56M","","0.54"
"Knight Transportation","KNX","3.37M","5.83B","4.48B","23.84","1.63"
"Kopin","KOPN","586.86K","184.44M","29.13M","313.81","0.91"
"Koppers","KOP","94.44K","790.82M","1.54B","12.76","0.86"
"Korn/Ferry","KFY","470.34K","3.83B","1.82B","26.31","1.22"
"Kraton","KRA","169.18K","1.54B","2.02B","","1.3"
"Kulicke&Soffa","KLIC","607.87K","1.85B","920.18M","10.59","1.2"
"La-Z-Boy","LZB","393.62K","1.43B","1.58B","17.11","0.98"
"Lannett Com","LCI","678.49K","509.39M","652.78M","8.11","2.47"
"LCI Industries","LCII","223.13K","2.48B","2.44B","19.08","1.08"
"Legacy Texas Financial Grp","LTXB","221.91K","2.10B","223.41M","18.71","1.37"
"Lendingtree","TREE","239.97K","3.13B","697.57M","36.91","2.07"
"Lexington","LXP","1.12M","2.13B","398.18M","96.22","0.85"
"LGI Homes","LGIH","426.07K","1.13B","1.47B","9.44","-0.01"
"LHC Group","LHCG","282.80K","3.05B","1.36B","54.11","0.46"
"Ligand","LGND","287.87K","4.83B","168.00M","50.98","0.96"
"Lindsay","LNN","86.90K","981.39M","556.38M","39.93","0.33"
"Liquidity Services","LQDT","159.17K","224.71M","233.18M","","0.72"
"Lithia Motors","LAD","313.38K","2.13B","11.14B","7.69","1.61"
"Littelfuse","LFUS","168.50K","5.55B","1.50B","34.66","0.92"
"LivePerson","LPSN","415.81K","1.46B","233.78M","","1.04"
"LogMeIn","LOGM","596.84K","4.38B","1.13B","86.95","1.1"
"Lsb Industries","LXU","160.73K","198.01M","384.96M","","4.64"
"LSC Communications","LKSD","381.85K","371.55M","3.81B","",""
"LTC Properties","LTC","232.90K","1.69B","167.26M","19.74","0.07"
"Lumber Liquidators","LL","1.03M","542.59M","1.06B","","1.43"
"Lumentum Holdings Inc","LITE","2.37M","3.53B","1.17B","15.58",""
"Luminex","LMNX","269.76K","1.54B","311.46M","21.49","0.3"
"Lydall","LDL","85.90K","707.13M","736.14M","14.18","1.5"
"M/I Homes","MHO","212.90K","742.84M","2.09B","9.04","1.1"
"Magellan Health","MGLN","154.24K","1.84B","6.73B","18.08","0.38"
"Maiden Holdings","MHLD","648.91K","635.85M","3.65B","","1.33"
"ManTech","MANT","203.54K","2.49B","1.85B","34.26","0.82"
"Marcus","MCS","80.90K","1.07B","673.48M","20.99","0.54"
"MarineMax","HZO","299.55K","515.42M","1.12B","13.89","1.21"
"Marriot Vacations Worldwide","VAC","346.29K","3.22B","2.04B","25.47","1.4"
"Marten Transport","MRTN","296.41K","1.22B","737.43M","30.47","1.36"
"Masimo","MASI","547.74K","5.62B","843.44M","29.06","0.97"
"Materion","MTRN","86.82K","1.30B","1.22B","32.39","0.97"
"Matrix","MTRX","209.34K","543.16M","1.09B","169.62","0.95"
"Matson","MATX","206.56K","1.54B","2.13B","16.73","1.32"
"Matthews","MATW","171.55K","1.66B","1.59B","24.14","1.07"
"MDC","MDC","480.89K","1.72B","2.73B","8.92","1.39"
"Medidata","MDSO","547.34K","4.63B","586.41M","86.4","1.41"
"MEDIFAST","MED","205.85K","2.47B","371.13M","59.26","0.18"
"Mercury","MRCY","375.81K","2.34B","493.19M","58.03","0.46"
"Meridian","VIVO","311.16K","652.10M","210.17M","28.56","0.81"
"Merit","MMSI","302.17K","3.08B","798.08M","133.2","1.31"
"Meritage","MTH","375.20K","1.74B","3.39B","9.13","1.07"
"Methode Electronics","MEI","239.93K","1.46B","908.30M","13.43","1.02"
"MicroStrategy","MSTR","89.70K","1.57B","506.93M","37.43","0.63"
"MiMedx","MDXG","3.35M","490.77M","160.98M","14.65","1.53"
"MKS Instruments","MKSI","538.23K","5.21B","2.13B","13.04","0.88"
"Mobile Mini","MINI","211.22K","1.96B","565.99M","33.73","1.86"
"Momenta","MNTA","902.34K","2.25B","117.12M","","1.81"
"Monarch","MCRI","74.78K","856.20M","235.27M","28.55","1.04"
"Monotype","TYPE","284.48K","871.55M","242.90M","","1.04"
"Monro Muffler Brake","MNRO","301.77K","2.31B","1.13B","","0.84"
"Moog","MOGa","112.81K","2.65B","2.66B","23.3","1.68"
"Motorcar Parts","MPAA","192.06K","408.47M","428.07M","19.58","1.74"
"Movado","MOV","185.52K","825.15M","595.83M","27.72","-0.08"
"MTS Systems","MTSC","74.21K","961.87M","781.64M","32.1","0.94"
"Mueller Industries","MLI","214.80K","1.87B","2.38B","19","1.48"
"Multi-Color","LABL","121.35K","1.34B","1.30B","30.15","0.73"
"Myers Industries","MYE","245.18K","754.01M","577.31M","33.07","1.59"
"MYR Group","MYRG","97.20K","596.70M","1.43B","25.54","0.54"
"Nanometrics","NANO","200.84K","1.02B","305.78M","19.46","1.76"
"National Presto Industries","NPK","55.30K","888.18M","337.60M","19.74","0.27"
"Natus","BABY","536.66K","1.23B","513.34M","","0.61"
"Nautilus","NLS","252.99K","424.28M","406.21M","20.82","1.12"
"Navigant","NCI","339.23K","1.12B","966.88M","27.34","0.87"
"NBT Bancorp","NBTB","134.19K","1.72B","230.97M","17.47","0.85"
"Neenah Paper","NP","67.60K","1.49B","1.00B","20.74","1.06"
"Nektar","NKTR","2.57M","9.49B","321.01M","","2.17"
"Neogen","NEOG","174.21K","4.30B","402.26M","64.11","1.32"
"NETGEAR","NTGR","573.88K","2.10B","1.46B","56.56","2.03"
"Newpark Resources","NR","595.72K","937.27M","869.60M","38","1.51"
"NIC","EGOV","895.55K","1.07B","347.22M","18.82","0.68"
"Northern Oil&Gas","NOG","157.68K","899.43M","210.11M","","1.95"
"Northfield Bancorp","NFBK","106.51K","798.40M","75.46M","19.86","0.4"
"Northwest Bancshares","NWBI","549.16K","1.83B","228.31M","19.49","0.66"
"Northwest Natural Gas","NWN","137.03K","1.87B","729.56M","","0.27"
"NutriSystem","NTRI","830.24K","1.28B","691.63M","23.75","1.35"
"OFG Bancorp","OFG","310.22K","718.88M","208.39M","17.47","1.85"
"Old National Bancorp","ONB","756.01K","2.96B","393.13M","25.34","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.33B","1.13B","33.11",""
"Olympic Steel","ZEUS","136.53K","264.07M","1.47B","7.58","1.74"
"Omnicell","OMCL","289.31K","2.40B","756.01M","96.87","0.95"
"Onespan","OSPN","194.71K","695.38M","200.62M","117.09","1.39"
"Opus Bank","OPB","204.42K","1.02B","150.73M","","0.9"
"Orion Group","ORN","204.47K","269.93M","598.98M","55.3","1.18"
"Oritani","ORIT","201.86K","743.54M","78.84M","13.34","0.37"
"OSI Systems","OSIS","407.02K","1.44B","1.05B","65.16","0.9"
"Oxford Industries","OXM","165.54K","1.56B","1.09B","27.31","0.21"
"Papa John's","PZZA","1.10M","1.36B","1.76B","17.43","0.41"
"Park Electrochemical","PKE","138.96K","453.68M","114.88M","115.27","0.89"
"Patrick","PATK","248.98K","1.49B","2.04B","14.38","0.82"
"PDC Energy","PDCE","898.19K","4.06B","908.52M","","0.68"
"Pennsylvania RE","PEI","1.05M","746.46M","364.51M","","1.11"
