"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Ameris","ABCB","225.93K","2.28B","209.09M","20.7","1.1"
"AMERISAFE","AMSF","89.24K","1.16B","371.83M","18.88","0.79"
"AMN Healthcare Services","AMN","507.06K","2.90B","2.02B","23.13","0.42"
"Amneal Pharma A","AMRX","1.38M","5.61B","775.79M","","1.27"
"Amphastar P","AMPH","207.93K","765.40M","241.90M","","1.33"
"AngioDynamics","ANGO","229.74K","775.84M","344.29M","66.79","0.99"
"ANI Pharma","ANIP","142.67K","826.64M","186.69M","60.82","2.81"
"Anika","ANIK","86.25K","513.28M","111.29M","30.58","1.77"
"Anixter","AXE","201.92K","2.16B","8.00B","15.1","2.05"
"Apogee","APOG","310.40K","1.41B","1.39B","19.2","1.42"
"Applied Industrial Technologies","AIT","209.85K","2.82B","2.86B","19.21","0.92"
"ArcBest Corp","ARCB","308.58K","1.15B","3.53B","23.79","1.89"
"Archrock","AROC","2.39M","1.65B","816.81M","","2.92"
"Asbury Automotive","ABG","190.59K","1.42B","6.51B","9.39","1.39"
"ASGN","ASGN","276.22K","4.39B","2.68B","33.41","1.86"
"Astec","ASTE","180.90K","1.40B","1.19B","33.69","1.14"
"Atlas Air","AAWW","268.12K","1.77B","2.27B","17.57","1.18"
"ATN Int","ATNI","95.43K","889.19M","585.66M","109.86","0.53"
"Avista","AVA","472.53K","3.32B","1.42B","27.85","0.25"
"Axon Enterprise","AAXN","894.95K","4.11B","365.77M","176.93","0.87"
"AZZ","AZZ","208.63K","1.40B","861.47M","54.76","1.4"
"B&G Foods","BGS","1.12M","2.05B","1.68B","28.19","0.49"
"Badger Meter","BMI","126.07K","1.33B","405.88M","38.98","0.63"
"Balchem","BCPC","114.47K","3.17B","618.47M","46.81","0.83"
"Banc of California","BANC","527.35K","963.83M","210.15M","35.07","0.82"
"Banner","BANR","195.21K","1.98B","259.53M","18.57","0.94"
"Barnes","B","247.15K","3.17B","1.46B","20.92","1.29"
"Barnes & Noble Education Inc","BNED","339.33K","250.07M","2.20B","",""
"Barnes&Noble","BKS","855.64K","396.73M","3.66B","","1.82"
"Bel Fuse B","BELFB","28.05K","262.91M","496.20M","64.54","0.89"
"Belmond","BEL","457.69K","1.36B","555.84M","","1.33"
"Benchmark Electronics","BHE","325.00K","1.40B","2.51B","20.2","0.33"
"Big 5","BGFV","1.28M","143.49M","991.21M","","-0.69"
"Biglari","BH","14.31K","598.61M","636.40M","","0.33"
"BioTelemetry","BEAT","469.88K","1.64B","325.39M","","1.25"
"BJs Restaurants","BJRI","383.40K","1.30B","1.05B","40.08","0.75"
"Black Box","BBOX","216.31K","23.62M","580.67M","","0.93"
"Blackbaud","BLKB","284.75K","5.58B","808.86M","104.78","0.68"
"Blucora","BCOR","405.89K","1.79B","533.15M","96.51","-0.09"
"BofI Holding","BOFI","743.92K","2.56B","293.28M","17.12","0.13"
"Boise Cascad Llc","BCC","368.18K","1.80B","4.64B","17.79","2.03"
"Boston Private","BPFH","411.48K","1.35B","214.13M","26.33","1.01"
"Bottomline","EPAY","314.41K","2.27B","381.13M","","0.94"
"Boyd Gaming","BYD","1.18M","4.31B","2.38B","38.78","1.71"
"Brady","BRC","209.33K","1.91B","1.17B","19.12","1.05"
"Briggs&Stratton","BGG","282.38K","745.79M","1.85B","16.95","0.65"
"Brinks","BCO","488.89K","4.21B","3.44B","44.14","1.79"
"Bristow","BRS","697.82K","512.16M","1.44B","","3"
"Brookline Bancorp","BRKL","341.71K","1.48B","151.97M","21.83","0.84"
"Brooks Automation","BRKS","939.25K","2.29B","760.19M","19.51","1.04"
"Buckle","BKE","410.22K","1.16B","906.03M","12.34","0.63"
"Cabot","CCMP","180.11K","2.98B","547.70M","36.92","1.36"
"CACI","CACI","133.23K","4.42B","4.44B","23.07","1.46"
"Cal-Maine","CALM","341.98K","2.23B","1.33B","","0.55"
"CalAmp","CAMP","382.70K","834.41M","372.72M","19.74","1.77"
"Calavo Growers","CVGW","207.84K","1.68B","1.09B","39.97","0.57"
"Caleres","CAL","455.46K","1.48B","2.79B","16.63","0.84"
"California Water Service","CWT","265.97K","1.96B","677.10M","11.39","0.6"
"Callaway Golf","ELY","937.92K","1.79B","1.14B","21.32","0.98"
"Cambrex","CBM","363.18K","1.84B","570.55M","17.54","2.33"
"Cantel Medical","CMD","305.30K","4.00B","848.57M","48.73","1.11"
"Capella","CPLA","71.26K","1.21B","440.59M","44.07","0.18"
"Capstead Mortgage","CMO","575.84K","784.87M","247.95M","14","0.16"
"Carbo Ceramics","CRR","495.34K","263.44M","203.45M","","1.56"
"Cardtronics","CATM","820.11K","1.28B","1.49B","","0.91"
"Career","CECO","259.30K","1.28B","582.39M","38.01","2.77"
"Caretrust Inc","CTRE","736.99K","1.28B","140.48M","42.59","0.91"
"Carrizo Oil&Gas","CRZO","3.29M","2.32B","819.81M","34.72","2.16"
"Cato","CATO","323.85K","609.42M","1.09B","26.51","0.72"
"Cavco","CVCO","49.62K","1.99B","871.24M","35.67","1.47"
"Cedar Realty","CDR","471.27K","439.25M","146.81M","","0.88"
"Celadon","CGIP","391.97K","102.73M","","42.7","1.89"
"Central Garden&Pet","CENT","118.17K","2.15B","2.12B","24.88","0.05"
"Central Garden&Pet A","CENTA","209.85K","2.15B","2.12B","24.88","0.05"
"Century Aluminum","CENX","2.42M","1.29B","2.80B","21.94","0.89"
"CEVA","CEVA","190.44K","713.30M","83.78M","68.11","1.1"
"Chart Industries","GTLS","285.83K","2.08B","1.06B","147.64","0.94"
"Chemed","CHE","213.62K","5.19B","1.70B","52.49","1.19"
"Chemours Co","CC","1.43M","7.87B","6.48B","9.04",""
"Chesapeake Lodging","CHSP","338.64K","1.93B","598.43M","27.78","0.95"
"Chuy's Holdings","CHUY","161.57K","538.90M","376.53M","33.93","-0.22"
"Cincinnati Bell","CBB","552.49K","721.64M","1.31B","","1.29"
"CIRCOR","CIR","255.82K","787.70M","792.08M","","1.79"
"City Holding","CHCO","58.42K","1.18B","104.75M","18.97","0.63"
"Clearwater Paper","CLW","222.07K","388.48M","1.73B","17.95","1.06"
"Cloud Peak Energy","CLD","580.57K","235.65M","908.28M","41.15","2.04"
"CMTSU Liquidation","CBRI","1.10M","408.23K","","","0.82"
"Cogent","CCOI","308.17K","2.51B","496.69M","123.37","0.53"
"Coherent","COHR","576.42K","4.11B","1.91B","20.43","0.98"
"Cohu","COHU","249.42K","741.56M","366.76M","16","1.12"
"Columbia Banking","COLB","276.51K","3.01B","274.70M","19.38","1.11"
"Comfort Systems","FIX","167.85K","1.77B","1.87B","32.58","1.23"
"Community Bank System","CBU","221.45K","3.13B","289.42M","25.42","1"
"Community Health Systems","CYH","2.46M","319.82M","14.56B","","1.58"
"Computer Programs&Systems","CPSI","76.13K","474.70M","283.73M","","-0.02"
"Comtech","CMTL","190.04K","809.03M","550.91M","27.61","1.56"
"CONMED","CNMD","178.50K","2.07B","811.89M","54.03","0.56"
"Consolidated Communications","CNSL","1.09M","890.66M","1.25B","","0.73"
"Contango Oil&Gas","MCF","73.85K","153.97M","79.57M","","1.65"
"Cooper Stnd","CPS","122.47K","2.44B","3.68B","13.67","0.7"
"Core-Mark","CORE","337.48K","1.09B","15.99B","70.8","0.63"
"CoreSite","COR","290.10K","5.47B","496.53M","58.01","0.41"
"Corindus Vascular Robotics","CR3","1.06K","168.56M","9.25M","81.08","1.03"
"CorVel","CRVL","35.96K","1.05B","558.34M","32.41","0.65"
"CPB","CPF","144.31K","857.52M","113.04M","17.66","1.1"
"Cray","CRAY","352.17K","1.03B","413.07M","","1.5"
"Crocs","CROX","1.21M","1.18B","1.31B","","0.41"
"Cross Country","CCRN","228.36K","434.25M","867.76M","8.76","0.86"
"CryoLife","CRY","138.47K","1.08B","206.60M","","0.74"
"CSG Systems","CSGS","183.17K","1.38B","798.80M","23.56","0.88"
"CTS Corp","CTS","142.57K","1.23B","436.37M","34.67","1.27"
"Cubic","CUB","195.18K","1.88B","1.43B","","0.99"
"Customers Bancorp","CUBI","170.17K","908.72M","235.23M","12.72","0.78"
"CVB Financial","CVBF","386.16K","2.45B","171.52M","19.82","1.31"
"Daktronics","DAKT","227.72K","376.33M","610.54M","40.07","1.09"
"Darling Ingredients","DAR","939.39K","3.28B","3.66B","18.22","1.36"
"Dave & Buster’s Entertainment","PLAY","1.42M","1.90B","1.17B","17.9","0.38"
"Depomed","DEPO","1.20M","525.23M","418.68M","","1.21"
"DHI Group","DHX","845.65K","111.16M","198.83M","5.82","1.06"
"Diamondrock Hospitality","DRH","2.19M","2.45B","855.33M","29.64","1.42"
"Digi","DGII","104.22K","367.90M","190.83M","59.49","1.41"
"Dime Community","DCOM","183.88K","747.67M","126.57M","12.77","0.64"
"DineEquity","DIN","377.40K","1.26B","792.98M","","0.07"
"Diodes","DIOD","317.37K","1.83B","1.09B","30.09","0.99"
"Diplomat Pharmacy","DPLO","870.40K","1.92B","4.75B","604.91","1.3"
"Donnelley Financial Solutions","DFIN","290.40K","672.24M","992.80M","29.56",""
"Dorman","DORM","258.60K","2.37B","908.86M","21.25","0.9"
"DSP Group","DSPG","57.83K","293.66M","124.93M","","0.98"
"DXP Enterprises","DXPE","86.62K","730.56M","1.05B","45.47","2.52"
"Eagle Pharm","EGRX","255.51K","1.22B","206.54M","36.79","1.4"
"EastGroup Properties","EGP","232.89K","3.33B","280.20M","33.05","0.87"
"Ebix","EBIX","180.10K","2.56B","393.10M","26.26","1.29"
"Echo Global","ECHO","416.03K","821.33M","2.10B","71.8","1.47"
"eHealth","EHTH","170.08K","455.64M","136.49M","","1.36"
"El Paso Electric","EE","272.80K","2.45B","921.17M","6.21","0.4"
"El Pollo Loco Holdings Inc","LOCO","437.42K","444.31M","407.69M","94.81","0.36"
"Electro Scientific","ESIO","1.31M","608.76M","367.88M","5.5","0.99"
"Electronics for Imaging","EFII","542.66K","1.56B","1.00B","332.6","1.08"
"Emergent Biosolutions","EBS","315.51K","2.71B","561.82M","41.08","1.2"
"Employers","EIG","114.09K","1.37B","791.00M","12.53","0.96"
"Enanta","ENTA","217.99K","2.38B","165.60M","45.32","1.06"
"Encore Capital","ECPG","232.43K","925.25M","1.24B","11.25","1.39"
"Encore Wire","WIRE","70.70K","1.01B","1.18B","19.76","1.87"
"Engility","EGL","121.73K","1.29B","1.92B","53.38","1.82"
"Enova International Inc","ENVA","427.54K","1.28B","905.78M","36.4","2.7"
"Enpro Industries","NPO","174.36K","1.51B","1.38B","3.04","1.02"
"ePlus","PLUS","96.51K","1.36B","1.41B","26.01","1.29"
"Era Group Inc","ERA","54.99K","289.32M","234.11M","","0.88"
"ESCO Technologies","ESE","82.70K","1.57B","726.47M","30.22","1.03"
"Essendant Inc","ESND","402.41K","534.34M","5.01B","","1.21"
"Ethan Allen Interiors","ETH","226.30K","663.45M","756.13M","19.85","1.02"
"Evercore","EVR","479.02K","5.23B","1.80B","17.34","1.71"
"EW Scripps A","SSP","458.46K","1.05B","1.12B","","2.09"
"ExlServices","EXLS","135.26K","2.12B","786.25M","25.41","1.29"
"Exponent","EXPO","89.53K","2.61B","360.14M","43.69","0.62"
"Express","EXPR","2.05M","750.46M","2.15B","37.59","0.87"
"Exterran Corp","EXTN","143.73K","996.93M","1.63B","195.27",""
"EZCORP","EZPW","653.57K","639.96M","772.94M","14.56","1.46"
"Fabrinet","FN","376.33K","1.46B","1.40B","17.04","0.6"
"FARO","FARO","97.02K","965.93M","372.18M","","1.44"
"Federal Signal","FSS","251.13K","1.44B","970.40M","31.38","1.12"
"Fidelity","LION","93.74K","696.20M","149.23M","19.17","1.01"
"Fiesta","FRGI","257.10K","803.94M","663.00M","","0.54"
"Financial Engines","FNGN","478.07K","2.86B","494.24M","48.71","1.47"
"First Bancorp","FBP","1.77M","1.71B","334.98M","23.76","1.89"
"First Commonwealth Financial","FCF","531.36K","1.59B","180.64M","","0.97"
"First Financial Bancorp","FFBC","348.78K","3.09B","214.21M","20.76","1.07"
"First Financial Bankshares","FFIN","239.49K","3.56B","179.26M","29.1","1.12"
"First Midwest","FMBI","612.36K","2.67B","335.02M","19.55","1.12"
"First NBC Bank","FNBCQ","165.09K","1.02M","","","-1.14"
"FirstCash","FCFS","349.83K","4.17B","1.78B","34.44","0.54"
"Five Below","FIVE","1.01M","5.69B","1.34B","49.42","0.53"
"Flotek","FTK","1.21M","166.61M","297.67M","","1.39"
"Forestar","FOR","76.56K","924.75M","114.63M","","1.77"
"Forrester","FORR","49.01K","773.31M","338.23M","65.11","0.45"
"Forward Air","FWRD","239.25K","1.71B","1.40B","23.47","1.33"
"Four Corners Property Trust Inc","FCPT","347.25K","1.51B","168.01M","20.95",""
"Fox Factory","FOXF","214.54K","1.98B","499.09M","32.17","0.72"
"Francescass","FRAN","1.27M","269.78M","464.40M","25.66","0.1"
"Franklin Electric","FELE","128.12K","2.13B","1.20B","22.93","1.53"
"Franklin Street Properties","FSP","101.89K","916.83M","270.72M","","0.76"
"Freds","FRED","984.34K","82.34M","3.24B","","1.31"
"FTD Companies Inc","FTD","327.56K","128.80M","1.09B","","0.27"
"FutureFuel","FF","67.69K","601.45M","276.67M","9.94","1.64"
"G-III Apparel","GIII","568.12K","2.30B","2.89B","25.71","0.29"
"Gannett","GCI","1.20M","1.14B","3.10B","22.35",""
"Genesco","GCO","268.54K","794.61M","2.91B","","1.03"
"Gentherm","THRM","216.00K","1.50B","998.31M","34.93","1.66"
"Geo","GEO","783.51K","3.28B","2.28B","21.7","1.31"
"Geospace","GEOS","64.55K","200.41M","71.77M","","1.3"
"Getty","GTY","126.25K","1.12B","152.27M","23.58","0.53"
"Gibraltar Industries","ROCK","284.79K","1.24B","995.65M","23.08","1.84"
"Glacier","GBCI","338.70K","3.37B","253.77M","21.87","1.34"
"Glatfelter","GLT","181.28K","882.27M","1.62B","38.59","1.22"
"Government Propertiesome","GOV","941.46K","1.54B","355.96M","100.56","1.17"
"Great Western Bancorp Inc","GWB","229.37K","2.41B","267.59M","15.51","1.51"
"Green Dot","GDOT","373.34K","4.11B","952.15M","39.1","0.73"
"Green Plains Energy","GPRE","700.45K","653.86M","3.75B","","1.02"
"Greenbrier","GBX","477.33K","1.77B","2.44B","14.51","1.73"
"Greenhill&Co","GHL","505.48K","749.20M","269.79M","","1.16"
"Griffon","GFF","239.37K","844.05M","1.48B","439.43","1.37"
"Group 1 Automotive","GPI","241.04K","1.40B","19.17B","10.03","1.75"
"Guess?","GES","1.14M","1.88B","2.43B","48.43","0.21"
"Gulf Island Fabrication","GIFI","58.52K","145.17M","190.32M","","1.08"
"H B Fuller","FUL","373.97K","2.80B","2.74B","38.82","1.49"
"Haemonetics","HAE","735.68K","5.06B","903.92M","70.23","0.98"
"Hanmi","HAFC","177.70K","895.28M","124.60M","15","0.83"
"Harmonic","HLIT","565.77K","370.69M","365.42M","","0.67"
"Harsco","HSC","500.30K","1.86B","1.64B","28.63","2.69"
"Haverty Furniture","HVT","99.60K","447.89M","819.03M","17.1","0.84"
"Hawaiian","HA","1.08M","1.85B","2.75B","7.7","1.31"
"Hawkins","HWKN","31.46K","393.97M","504.16M","","0.72"
"Haynes","HAYN","103.71K","478.64M","398.65M","","1.44"
"HCI Group Inc","HCI","65.58K","390.27M","303.30M","","1.63"
"Healthcare Services","HCSG","931.78K","3.12B","1.96B","44.6","0.84"
"Healthequity Inc","HQY","603.30K","5.05B","244.01M","90.64","1.42"
"HealthStream","HSTM","130.05K","938.39M","242.65M","75.74","0.57"
"Heartland Express","HTLD","511.23K","1.51B","634.12M","36.56","0.61"
"Heidrick&Struggles","HSII","115.15K","669.89M","660.55M","","1.58"
"Helix","HLX","1.53M","1.28B","745.65M","","2.47"
"HFF","HF","310.55K","1.35B","602.29M","10.67","0.83"
"Hibbett Sports","HIBB","772.59K","456.60M","967.24M","13.2","0.81"
"HighPoint","HPR","1.79M","1.35B","283.11M","","3.33"
"Hillenbrand","HI","232.38K","3.08B","1.69B","28.61","1.26"
"HMS Holdings","HMSY","566.30K","2.01B","548.90M","68.88","0.94"
"Home BancShares","HOMB","1.05M","3.95B","373.05M","18.74","1.19"
"Hope Bancorp","HOPE","505.88K","2.38B","339.90M","13.23","1.38"
"Horace Mann Educators","HMN","115.05K","1.85B","1.17B","25.08","0.82"
"Hornbeck","HOS","277.02K","192.35M","188.93M","","1.35"
"Hub Group","HUBG","292.71K","1.69B","4.24B","24.95","1.47"
"Iconix Brand","ICON","2.44M","42.41M","215.66M","","1.04"
"ICU Medical","ICUI","94.54K","6.03B","1.42B","368.17","0.37"
"II-VI","IIVI","858.10K","2.76B","1.11B","33.95","0.09"
"ILG","ILG","1.39M","4.26B","1.82B","19.85","1.42"
"Independent Bank","INDB","72.74K","2.19B","188.40M","22.82","0.9"
"Ingevity","NGVT","233.41K","3.82B","989.10M","33.92",""
"Innophoss","IPHS","143.20K","969.41M","761.52M","24.6","0.77"
"Innospec","IOSP","106.86K","2.02B","1.37B","18.83","1.05"
"Inogen Inc","INGN","142.22K","4.46B","275.99M","137.3","1.12"
"Insight Enterprises","NSIT","203.16K","1.75B","6.99B","14.53","1.27"
"Insperity","NSP","328.45K","4.15B","4.31B","40.99","0.83"
"Installed Building","IBP","186.91K","1.80B","1.18B","49.25","0.87"
"Integer Hld","ITGR","204.14K","2.33B","1.50B","","0.86"
"Integra","IART","503.33K","5.51B","1.29B","44.66","0.59"
"Inter Parfums","IPAR","116.24K","1.74B","619.97M","38.65","1.52"
"Interactive Brokers","IBKR","931.76K","26.63B","2.14B","15.83","0.97"
"Interface, Inc.","TILE","423.73K","1.39B","1.02B","18.97","1.19"
"INTL FCStone","INTL","123.69K","1.03B","32.31B","41.29","1.72"
"Intrepid Potash","IPI","1.22M","532.23M","162.47M","","1.16"
"Invacare","IVC","323.72K","588.66M","971.84M","","2.39"
"Investment Tech","ITG","150.40K","736.61M","494.34M","","1.46"
"Iridium","IRDM","701.85K","2.01B","462.77M","45.38","1.95"
"iRobot","IRBT","1.16M","2.22B","932.52M","34.47","1.33"
"Itron","ITRI","290.22K","2.33B","2.15B","","0.96"
"J & J Snack Foods","JJSF","76.23K","2.93B","1.14B","36.81","0.63"
"John Bean Tech","JBT","273.64K","2.91B","1.70B","36.26","1.13"
"Kaiser","KALU","121.47K","1.81B","1.43B","25.32","0.62"
"Kaman","KAMN","183.62K","1.87B","1.83B","28.17","0.79"
"KapStone Paper&Packaging","KS","631.45K","3.40B","3.35B","28.19","3.27"
"Kelly Services A","KELYA","162.08K","887.41M","5.45B","8.8","0.88"
"Kirklands","KIRK","152.09K","179.13M","643.72M","32.81","1.17"
"Kite","KRG","722.23K","1.39B","358.47M","","0.52"
"Knight Transportation","KNX","2.99M","6.47B","3.70B","34.54","1.64"
"Kopin","KOPN","586.86K","232.65M","29.12M","107.12","1"
"Koppers","KOP","104.24K","800.32M","1.54B","12.96","0.84"
"Korn/Ferry","KFY","440.91K","3.71B","1.82B","25.4","1.28"
"Kraton","KRA","186.51K","1.54B","2.46B","39.39","1.36"
"Kulicke&Soffa","KLIC","607.87K","1.94B","895.25M","13.05","1.24"
"La-Z-Boy","LZB","371.39K","1.44B","1.58B","17.11","0.94"
"Lannett Com","LCI","704.83K","499.89M","652.78M","7.76","2.46"
"LCI Industries","LCII","219.90K","2.40B","2.30B","19.55","1.05"
"Legacy Texas Financial Grp","LTXB","221.91K","1.88B","211.58M","16.79","1.35"
"Lendingtree","TREE","239.97K","2.99B","666.24M","60.49","1.76"
"Lexington","LXP","1.17M","2.08B","398.18M","93.21","0.87"
"LGI Homes","LGIH","426.07K","1.37B","1.37B","11.36","0.09"
"LHC Group","LHCG","282.80K","2.83B","1.12B","48.51","0.48"
"Ligand","LGND","287.87K","4.72B","168.00M","104.98","0.94"
"Lindsay","LNN","87.89K","996.88M","556.38M","40.47","0.31"
"Liquidity Services","LQDT","159.17K","216.69M","248.13M","","0.61"
"Lithia Motors","LAD","267.82K","2.42B","10.51B","8.72","1.61"
"Littelfuse","LFUS","168.50K","5.74B","1.35B","32.7","1.01"
"LivePerson","LPSN","415.81K","1.36B","226.19M","","0.99"
"LogMeIn","LOGM","596.84K","5.73B","1.08B","94.44","1.24"
"Lsb Industries","LXU","163.72K","203.16M","404.61M","","4.6"
"LSC Communications","LKSD","390.85K","463.01M","3.71B","",""
"LTC Properties","LTC","271.47K","1.64B","167.26M","19.05","0.13"
"Lumber Liquidators","LL","964.57K","733.82M","1.04B","","1.5"
"Lumentum Holdings Inc","LITE","2.37M","3.73B","1.17B","15.97",""
"Luminex","LMNX","269.76K","1.49B","311.46M","29.03","0.3"
"Lydall","LDL","85.01K","774.03M","724.61M","14.72","1.45"
"M/I Homes","MHO","203.63K","797.41M","1.99B","11.17","1.22"
"Magellan Health","MGLN","154.24K","2.34B","6.34B","22.73","0.52"
"Maiden Holdings","MHLD","648.91K","644.17M","3.65B","","1.17"
"ManTech","MANT","203.54K","2.38B","1.77B","34.54","0.83"
"Marcus","MCS","70.69K","925.09M","632.96M","21.28","0.49"
"MarineMax","HZO","304.62K","555.42M","1.09B","17.27","1.19"
"Marriot Vacations Worldwide","VAC","450.40K","3.16B","2.04B","20.05","1.38"
"Marten Transport","MRTN","296.41K","1.21B","737.43M","30.13","1.31"
"Masimo","MASI","547.74K","5.23B","824.75M","26.86","0.91"
"Materion","MTRN","92.25K","1.12B","1.20B","30.88","0.9"
"Matrix","MTRX","209.34K","531.09M","1.09B","166.26","0.94"
"Matson","MATX","206.94K","1.56B","2.08B","18.75","1.35"
"Matthews","MATW","171.55K","1.91B","1.57B","24.21","1.16"
"MDC","MDC","544.15K","1.83B","3.20B","11.12","1.52"
"Medidata","MDSO","547.34K","5.17B","567.91M","114.55","1.49"
"MEDIFAST","MED","195.36K","2.03B","329.54M","59.58","0.26"
"Mercury","MRCY","375.81K","1.98B","455.93M","50.12","0.49"
"Meridian","VIVO","311.16K","669.04M","208.57M","40.33","0.86"
"Merit","MMSI","302.17K","2.86B","759.82M","145.38","1.34"
"Meritage","MTH","337.92K","1.91B","3.31B","10.65","1.19"
"Methode Electronics","MEI","245.12K","1.45B","908.30M","13.26","0.77"
"MicroStrategy","MSTR","89.70K","1.54B","506.94M","31.97","0.66"
"MiMedx","MDXG","3.35M","369.75M","160.98M","10.96","1.44"
"MKS Instruments","MKSI","538.23K","5.52B","2.03B","14.03","0.98"
"Mobile Mini","MINI","211.22K","2.11B","550.68M","40.17","1.97"
"Momenta","MNTA","902.34K","2.22B","117.12M","","1.88"
"Monarch","MCRI","74.78K","853.86M","233.59M","30.73","1.1"
"Monotype","TYPE","284.48K","858.23M","292.48M","","0.95"
"Monro Muffler Brake","MNRO","301.77K","2.22B","1.13B","33","0.79"
"Moog","MOGa","115.68K","2.81B","2.59B","24.52","1.75"
"Motorcar Parts","MPAA","192.06K","375.78M","428.07M","17.92","1.59"
"Movado","MOV","190.41K","807.86M","595.83M","27.11","-0.23"
"MTS Systems","MTSC","74.21K","950.28M","780.73M","31.62","0.94"
"Mueller Industries","MLI","216.69K","1.69B","2.33B","18.98","1.39"
"Multi-Color","LABL","121.35K","1.34B","1.30B","21.83","0.8"
"Myers Industries","MYE","228.53K","626.04M","579.05M","39.05","1.48"
"MYR Group","MYRG","97.20K","632.49M","1.45B","35.48","0.54"
"Nanometrics","NANO","200.84K","891.12M","281.61M","21.43","1.77"
"National Presto Industries","NPK","57.12K","837.24M","337.60M","18.93","0.31"
"Natus","BABY","536.66K","1.06B","504.92M","","0.52"
"Nautilus","NLS","262.59K","441.01M","407.74M","20.35","1.36"
"Navigant","NCI","275.05K","953.46M","1.04B","21.88","0.81"
"NBT Bancorp","NBTB","134.19K","1.70B","223.74M","18.51","0.86"
"Neenah Paper","NP","72.19K","1.46B","1.00B","20.34","1.1"
"Nektar","NKTR","2.57M","8.29B","321.01M","","2.01"
"Neogen","NEOG","174.21K","4.33B","391.82M","68.94","1.34"
"NETGEAR","NTGR","573.88K","2.45B","1.43B","43.69","2.1"
"Newpark Resources","NR","604.55K","866.31M","816.36M","54.09","1.42"
"NIC","EGOV","895.55K","1.06B","423.22M","19.99","0.46"
"Northern Oil&Gas","NOG","157.68K","862.18M","210.11M","","1.83"
"Northfield Bancorp","NFBK","106.51K","827.38M","74.14M","21.94","0.38"
"Northwest Bancshares","NWBI","549.16K","1.81B","225.79M","18.37","0.67"
"Northwest Natural Gas","NWN","135.96K","1.83B","729.56M","","0.31"
"NutriSystem","NTRI","830.24K","1.16B","695.21M","22.84","1.3"
"OFG Bancorp","OFG","280.75K","655.13M","201.67M","16.53","1.78"
"Old National Bancorp","ONB","756.01K","2.86B","370.06M","24.56","0.87"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.64B","1.13B","34.99",""
"Olympic Steel","ZEUS","136.53K","246.81M","1.37B","10.19","1.75"
"Omnicell","OMCL","289.31K","2.12B","748.22M","107.85","0.85"
"Onespan","OSPN","194.71K","812.29M","196.76M","116.15","1.52"
"Opus Bank","OPB","204.42K","1.05B","150.73M","","0.92"
"Orion Group","ORN","158.64K","252.24M","576.63M","1572.68","1.32"
"Oritani","ORIT","201.86K","757.52M","77.17M","17.19","0.41"
"OSI Systems","OSIS","407.02K","1.41B","1.05B","63.78","0.83"
"Oxford Industries","OXM","157.05K","1.53B","1.09B","26.72","0.27"
"Papa John's","PZZA","1.10M","1.66B","1.76B","21.87","0.5"
