Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
APEI,"American Pub. Edu.",35.65,+50.10,+42.32%,-19.25%,-10.87%,+98.61%
APOG,"Apogee Entrpr Inc",49.94,+18.70,+9.21%,+3.27%,+16.38%,+21.78%
ARCB,"Arcbest Corp",47.05,+47.10,+31.61%,-1.05%,-0.32%,+84.15%
ARI,"Apollo Commercial Real Estate",19.35,+9.40,+4.88%,+2.71%,+3.98%,+8.28%
AROC,"Archrock Inc",12.8,+28.50,+21.90%,+0.79%,+8.47%,+29.29%
ARR,"Armour Residential R",23.71,-8.20,-7.81%,+3.40%,+2.73%,-9.98%
ASGN,"On Assignment",90.48,+85.40,+40.78%,+6.38%,+9.05%,+96.74%
ASIX,"Advansix Inc",33.06,-6.30,-21.42%,-14.55%,-14.71%,+7.44%
ASNA,"Ascena Retail Grp",4.91,+117.00,+108.94%,+35.26%,+59.42%,+153.09%
ASTE,"Astec Inds Inc",47.84,-8.60,-18.22%,-21.32%,-17.33%,+2.49%
ATNI,"Atn International",73.69,+36.40,+33.35%,+35.29%,+40.12%,+23.27%
ATU,"Actuant Corp",29.35,+29.50,+16.01%,+6.34%,+17.64%,+29.87%
AVA,"Avista Corp",51.46,-0.30,-0.06%,+2.20%,-2.52%,-0.58%
AVAV,"Aerovironment Inc",84.46,+102.50,+50.39%,+13.25%,+49.20%,+118.98%
AVD,"American Vanguard Corp",20.4,-1.20,+3.82%,-1.69%,-5.77%,+2.00%
AVP,"Avon Products",2.01,-23.40,-6.51%,+37.67%,+5.24%,-23.28%
AWR,"American States Water Company",61.06,+24.50,+5.44%,+1.73%,+10.72%,+24.74%
AXE,"Anixter International Inc",71.85,+7.10,-5.46%,-0.90%,+16.92%,+0.70%
AXL,"American Axle & Manufacturing",17.72,+23.90,+4.05%,+11.52%,+9.11%,+28.22%
AZZ,"Azz Inc",53.85,+17.50,+5.38%,-1.73%,+24.80%,+14.09%
B,"Barnes Group",67.92,+14.00,+7.35%,+10.89%,+12.23%,+12.58%
BABY,"Natus Medical Inc",36.45,+11.90,-4.58%,+10.79%,+1.53%,+13.20%
BANC,"First Pactrust Bancorp",19.9,+4.40,-3.63%,+2.58%,+2.05%,+6.70%
BANR,"Banner Corp",66.01,+21.50,+19.76%,+5.62%,+10.48%,+18.72%
BCC,"Boise Cascade L.L.C.",44.9,+44.30,+12.53%,+3.46%,-2.18%,+58.94%
BCOR,"Blucora Inc",35.8,+46.10,+61.99%,-3.63%,-4.66%,+53.98%
BCPC,"Balchem Cp",104.09,+41.90,+29.14%,+4.94%,+7.88%,+41.50%
BEAT,"Biotelemetry Inc",59.2,+97.60,+97.99%,+16.54%,+41.80%,+61.97%
BEL,"Belmond Ltd",16.1,+18.80,+31.43%,+42.48%,+31.43%,+30.36%
BELFB,"Bel Fuse Inc Cl B",27.15,+18.90,+7.85%,+18.82%,+37.47%,+6.47%
BFS,"Saul Centers",58.55,+2.70,-5.18%,+9.85%,+20.97%,-2.06%
BGFV,"Big 5 Sporting",5.9,-28.60,-22.37%,-10.61%,-26.71%,-25.32%
BGG,"Briggs & Stratton Corp",20.69,-1.90,-18.45%,+26.70%,+8.95%,+2.83%
BGS,"B&G Foods Holdings",31.35,+3.10,-10.81%,+1.95%,+14.63%,-2.49%
BHE,"Benchmark Electronics",25.85,-21.40,-11.17%,-12.67%,-5.66%,-18.20%
BHLB,"Berkshire Hills Bancorp",42.6,+23.80,+16.39%,+1.67%,+7.44%,+27.16%
BJRI,"Bj's Restaurants Inc",70.85,+139.60,+94.64%,+10.53%,+36.25%,+124.92%
BKE,"Buckle Inc",27.8,+78.40,+17.05%,+14.17%,+10.76%,+95.77%
BKS,"Barnes & Noble",5.75,-19.90,-14.18%,+1.77%,+6.48%,-23.84%
BLD,"Topbuild Corp",69.88,+13.00,-7.74%,-14.31%,-17.17%,+26.66%
BMI,"Badger Meter",54.25,+25.60,+13.49%,+3.24%,+23.58%,+21.09%
BNED,"Barnes & Noble Education Inc C",5.44,-26.70,-33.98%,+3.03%,-16.05%,-19.88%
BOFI,"Bofi Holding Inc",38.62,+37.80,+29.16%,-7.81%,-6.13%,+44.54%
BPFH,"Boston Pvt Finl Hldg",14.15,-10.00,-8.41%,-3.74%,-17.01%,-3.41%
BRC,"Brady Corp",39.25,+15.50,+3.56%,+5.65%,+1.03%,+20.21%
BRKL,"Brookline Bancorp",18.25,+24.60,+16.24%,-3.18%,+1.96%,+28.52%
BRKS,"Brooks Automation",29.39,+17.40,+23.23%,-6.88%,-3.92%,+16.35%
BRS,"Bristow Group Inc",11.03,-2.80,-18.11%,-24.81%,-38.69%,+35.84%
CACI,"Caci International",192.05,+57.80,+45.11%,+7.62%,+17.46%,+53.09%
CAL,"Caleres Inc",38.45,+46.40,+14.84%,+7.07%,+8.83%,+56.94%
CALM,"Cal-Maine Foods In",50.1,+38.50,+12.71%,+11.46%,+5.92%,+43.76%
CAMP,"Calamp Corp",23.33,+20.40,+8.87%,+0.78%,+10.52%,+27.77%
CASH,"Meta Financial Grp",86,+6.10,-7.18%,-12.69%,-21.68%,+22.86%
CATM,"Cardtronics Inc",38.16,+79.20,+106.05%,+42.97%,+38.86%,+50.00%
CATO,"Cato Corp",20.1,+43.10,+26.26%,-23.63%,+12.04%,+50.79%
CBB,"Cincinnati Bell Inc",12.45,-37.40,-40.29%,-6.39%,-22.91%,-41.13%
CBL,"Cbl & Associates Properties",4.46,-39.50,-21.20%,-16.79%,-5.71%,-45.21%
CBM,"Cambrex Corp",64,+36.50,+33.33%,+10.25%,+33.89%,+23.67%
CBU,"Community Bank System",66.17,+30.60,+23.11%,+1.91%,+9.53%,+28.01%
CCMP,"Cabot Microelectron",111.63,+46.80,+18.65%,-5.85%,-0.67%,+60.25%
CCOI,"Cogent Comm Hldgs",52.4,+19.30,+15.67%,-0.47%,+4.59%,+20.05%
CCRN,"Cross Ctry Hlthcr",10.08,-13.00,-21.00%,-15.01%,-17.51%,-16.97%
CDR,"Cedar Shopping Centers Inc",4.52,-12.60,-25.66%,-8.69%,+7.88%,-7.76%
CECO,"Career Education",16.51,+66.20,+36.67%,-10.51%,+14.34%,+81.63%
CEIX,"Consol Energy Inc",41.59,+72.60,+5.26%,+0.48%,-2.16%,+79.11%
CENT,"Central Garden",39.07,+4.40,+0.39%,-9.71%,-4.00%,+10.03%
CENTA,"Central Garden & Pet",36.16,-0.20,-4.11%,-10.07%,-4.64%,+6.17%
CENX,"Century Aluminum C",11.95,-40.50,-39.15%,-10.75%,-26.14%,-33.39%
CEVA,"Ceva Inc",29.35,-33.20,-36.40%,-9.27%,-13.80%,-29.62%
CHCO,"City Holding Co",82.37,+31.70,+22.08%,+1.93%,+10.31%,+32.94%
CHCT,"Community Healthcare Trust Inc",31.36,+24.40,+11.60%,+2.48%,+16.02%,+23.42%
CHS,"Chico's Fas",9.98,+22.70,+13.15%,+10.77%,-0.10%,+30.29%
CHSP,"Chesapeake Lodging Trust",32.61,+29.10,+20.38%,-0.43%,+4.75%,+30.18%
CHUY,"Chuy's Holdings Inc",27.25,+24.20,-2.85%,-19.26%,-2.33%,+35.57%
CIR,"Circor International",42.81,-11.90,-12.06%,+8.74%,-14.58%,-9.95%
CJ,"C&J Energy Services Inc",23.57,-14.60,-29.58%,+10.29%,-20.37%,-5.91%
CKH,"Seacor Smit Inc",52.23,+31.40,+13.00%,-3.19%,-0.10%,+42.47%
CLD,"Cloud Peak Energy Inc",2.45,-37.80,-44.94%,-24.38%,-22.47%,-19.67%
CLDT,"Chatham Lodging Trust [Reit]",21.51,+7.30,-5.49%,-2.58%,+4.77%,+8.86%
CLW,"Clearwater Paper Corp",30.9,-16.10,-31.94%,+33.48%,+22.13%,-30.95%
CMO,"Capstead Mortgage Corp",8.38,-13.60,-3.12%,-2.90%,-9.21%,-13.96%
CMTL,"Comtech Telecom Co",36.07,+73.10,+63.07%,+7.77%,+16.02%,+92.07%
CNMD,"C O N M E D Cp",77.65,+60.60,+52.34%,+3.98%,+12.73%,+60.50%
CNSL,"Consolidated Communications Holdings Inc",12.09,-29.60,-0.82%,-3.05%,+8.72%,-37.16%
COHU,"Cohu Inc",25.81,+40.50,+17.59%,+1.06%,+5.48%,+47.57%
COKE,"Coca Cola Bot Cons",169.51,-12.60,-21.25%,+21.61%,+31.65%,-18.79%
COLB,"Columbia Banking Sys",42.54,+9.90,-2.07%,-0.37%,-1.69%,+15.04%
CORE,"Core Mark Holding",34.79,+45.40,+10.16%,+43.76%,+89.28%,+26.28%
CORT,"Corcept Therapeutics",13.39,+4.00,-25.86%,-0.07%,-25.61%,-7.97%
CPF,"Central Pacific Financial Co",29.14,-1.10,-2.31%,-0.55%,-2.83%,-0.31%
CPS,"Cooper Std Hldg Inc",139.55,+35.10,+13.92%,+4.26%,+6.73%,+38.83%
CPSI,"Computer Programs",27.35,-8.50,-8.99%,-20.26%,-13.99%,-5.53%
CRAY,"Cray Inc",21.2,+4.00,-12.40%,-17.19%,-17.99%,+17.78%
CROX,"Crocs Inc",20.69,+132.30,+63.69%,+19.25%,+23.67%,+138.36%
CRR,"Carbo Ceramics",8.62,+12.90,-15.32%,-9.64%,-19.21%,+33.64%
CRVL,"Corvel Cp",60.3,+22.80,+13.99%,+6.54%,+14.75%,+17.66%
CRY,Cryolife,34.5,+98.60,+80.16%,+12.38%,+28.97%,+83.02%
CRZO,"Carrizo Oil & Gas",24.16,+62.00,+13.53%,-14.99%,-7.29%,+78.17%
CSGS,"C S G Sys Intl",36.67,-12.80,-16.32%,-10.71%,-10.69%,-3.68%
CTB,"Cooper Tire & Rubber Company",29.35,-13.10,-16.97%,+14.87%,+15.55%,-11.73%
CTRE,"Caretrust REIT Inc",18.3,+4.70,+9.19%,+8.22%,+15.46%,-5.13%
CTRL,"Control4 Corp",36.66,+59.70,+23.19%,+45.85%,+49.39%,+54.55%
CTS,"Cts Corp",34.75,+53.60,+34.95%,-6.08%,+8.59%,+58.68%
CUB,"Cubic Corp",74.35,+67.50,+26.12%,+8.15%,+6.21%,+77.66%
CUBI,"Customers Bancorp",25.56,-15.30,-1.65%,-11.50%,-15.00%,-9.14%
CUTR,"Cutera Inc",33.6,-9.70,-25.91%,-23.90%,-15.26%,-3.72%
CVBF,"Cvb Financial Corp",24.65,+17.20,+4.63%,+4.23%,+4.85%,+19.83%
CVCO,"Cavco Inds Inc",241.1,+91.70,+57.99%,+9.69%,+33.94%,+92.11%
CVGW,"Calavo Growers Inc",104.7,+51.00,+24.05%,+10.27%,+11.32%,+49.89%
CWT,"California Water Service Group Holding",40.95,+9.10,-9.70%,-0.49%,+2.63%,+11.89%
CYH,"Community Health Systems",3.55,-50.00,-16.67%,+14.89%,-20.40%,-52.03%
CYTK,Cytokinetics,7.1,-35.20,-12.88%,-16.47%,-18.39%,-43.20%
DAKT,"Daktronics Inc",7.48,-26.80,-18.07%,-10.63%,-23.91%,-20.51%
DAR,"Darling International Inc",20.31,+19.10,+12.02%,+1.35%,+10.14%,+19.68%
DBD,"Diebold Nixdorf Inc",4.55,-62.10,-72.17%,-61.11%,-61.60%,-76.18%
DCOM,"Dime Community Bncsh",18.55,-6.20,-11.46%,-8.40%,-8.40%,-1.85%
DDD,"3D Systems Corp",20.7,+46.80,+139.58%,+33.98%,+67.34%,+65.47%
DEA,"Easterly Government Properties",19.95,-0.60,-6.51%,+3.64%,-0.25%,+0.91%
DF,"Dean Foods Company",7.75,-37.50,-32.96%,-23.95%,-18.51%,-31.05%
DFIN,"Donnelly Financial Solutions Inc",20.44,+2.60,+4.87%,-2.43%,+25.48%,-0.20%
DGII,"Digi Intl Inc",13.2,+42.40,+38.22%,-3.30%,+7.76%,+46.26%
DIN,"Dineequity Inc",80.2,+86.50,+58.09%,+13.01%,+20.71%,+103.97%
DIOD,"Diodes Inc",37.24,+39.80,+29.89%,-2.03%,+11.43%,+38.96%
DNR,"Denbury Resources",5.06,+291.30,+128.96%,+12.69%,+16.86%,+386.54%
DORM,"Dorman Products Inc",79.2,+26.40,+29.54%,+9.00%,+20.26%,+22.30%
DPLO,"Diplomat Pharmacy Inc",19.63,+7.90,-2.19%,-12.25%,-19.05%,+19.40%
DRH,"Diamondrock Hospitality Company",11.72,+8.10,+3.81%,-5.18%,-5.48%,+9.94%
DSPG,"D S P Group Inc",12.85,+6.30,+2.80%,-1.91%,+1.58%,+7.98%
DSW,"DSW Inc",27.83,+45.00,+29.99%,+0.87%,+11.28%,+46.55%
DXPE,"Dxp Enterprise",48.59,+89.40,+64.32%,+10.31%,+21.78%,+87.17%
EBIX,"Ebix Inc",80.25,+30.40,+1.26%,-5.75%,+8.52%,+37.41%
EBS,"Emergent Biosolutions",60.43,+66.40,+30.04%,+11.52%,+18.33%,+69.99%
ECHO,"Echo Global Logistic",33.05,+106.90,+18.04%,+5.42%,+19.53%,+143.01%
ECOL,"US Ecology Inc",72.2,+59.50,+41.57%,+10.48%,+22.17%,+53.94%
ECPG,"Encore Capital Grp",39.4,-4.70,-6.41%,+7.95%,-3.79%,+2.74%
EE,"El Paso Electric Company",62.6,+18.10,+13.10%,+3.05%,+9.15%,+14.13%
EFII,"Elec Imaging Inc",34.27,+16.40,+16.05%,-1.75%,+1.27%,+6.96%
EGHT,"8X8 Inc",22.6,+71.70,+60.28%,+1.57%,+4.39%,+73.18%
EGL,"Engility Holdings Inc",34.41,+23.80,+21.29%,-0.26%,+15.32%,+15.32%
EGOV,"Nic Inc",17.1,+12.60,+3.01%,+4.91%,+10.68%,+5.88%
EGP,"Eastgroup Properties",96.02,+12.50,+8.64%,+3.76%,+5.23%,+10.76%
EGRX,"Eagle Pharmaceutical",80.79,+55.40,+51.24%,-1.39%,+22.71%,+51.75%
EHTH,"Ehealth Inc",29.54,+54.50,+70.06%,+22.73%,+39.27%,+55.39%
EIG,"Employers Holdings Inc",44.2,+6.80,-0.45%,+5.11%,+8.87%,+6.00%
ELY,"Callaway Golf Company",22.55,+75.00,+61.88%,+16.54%,+21.37%,+70.96%
ENDP,"Endo Int'l Plc",15.96,+124.20,+105.94%,+38.06%,+150.16%,+91.37%
ENSG,"The Ensign Group In",38.59,+95.10,+73.83%,+1.50%,+8.43%,+94.90%
ENTA,"Enanta Pharmaceutica",91.36,+90.30,+55.69%,-20.97%,-6.41%,+137.48%
ENVA,"Enova International Inc",35.15,+172.40,+131.25%,-8.22%,+5.40%,+203.02%
EPAY,"Bottomline Tech In",63.31,+130.40,+82.55%,+11.82%,+34.70%,+119.52%
ERA,"Era Group Inc",12.18,+28.70,+13.30%,-9.78%,-4.99%,+37.32%
ESE,"Esco Technologies Inc",68.5,+30.00,+13.69%,+10.04%,+21.67%,+28.04%
ESIO,"Electro Sci Inds",23.1,+45.60,+7.79%,+30.14%,+14.47%,+104.42%
ESND,"Essendant Inc",15,+34.20,+61.81%,+5.63%,+11.19%,+30.21%
ETH,"Ethan Allen Interiors Inc",22.85,-19.20,-20.10%,-5.58%,-5.38%,-18.97%
EVTC,"Evertec Inc",25,+52.00,+83.15%,+7.53%,+14.94%,+31.23%
EXLS,"Exlservice Holdings",61.17,+9.50,+1.36%,-1.91%,+8.30%,+11.46%
EXPO,"Exponent Inc",52,+59.70,+46.27%,+5.05%,+9.76%,+61.12%
EXPR,"Express Inc",10.73,+58.80,+5.71%,+10.85%,+21.52%,+63.57%
EXTN,"Exterran Corp",28.43,+3.30,-9.57%,+6.08%,-1.22%,+9.26%
EXTR,"Extreme Networks",6.14,-45.00,-50.96%,-30.62%,-32.82%,-43.67%
EZPW,"Ezcorp Inc",11.2,+10.10,-8.20%,-8.57%,-12.16%,+25.84%
FARO,"Faro Tech Inc",68.1,+89.00,+44.89%,+17.21%,+26.93%,+105.12%
FBP,"First Bancorp",8.99,+72.10,+76.27%,+8.31%,+13.22%,+62.27%
FCF,"First Commonwealth Financial Corp",17.05,+33.30,+19.06%,+2.71%,+8.19%,+35.21%
FCFS,"First Cash Fin Svcs",81,+28.40,+20.09%,-13.65%,-12.39%,+37.29%
FCN,"Fti Consulting",75.19,+128.60,+75.02%,+11.52%,+22.56%,+127.16%
FCPT,"Four Corners Property Trust In",26.7,+11.10,+3.89%,+8.14%,+18.72%,+5.45%
FELE,"Franklin Electric Co",48.45,+24.50,+5.56%,+3.30%,+4.64%,+27.00%
FF,"Futurefuel Corp",15.09,+15.60,+7.10%,+11.94%,+9.83%,+14.49%
FFBC,"First Finl Bncp [Oh]",31.9,+27.50,+21.06%,+1.59%,-0.47%,+31.82%
FFIN,"First Finl Bkshs Inc",60.25,+51.30,+33.74%,+4.24%,+14.00%,+50.06%
FIX,"Comfort Systems USA",56.95,+74.90,+30.47%,+18.15%,+24.48%,+72.84%
FLOW,"SPX Flow Inc",48.69,+40.40,+2.40%,+11.14%,+9.07%,+53.40%
FMBI,"First Midwest Bncp",27.55,+27.80,+14.74%,+3.81%,+4.99%,+31.69%
FN,Fabrinet,48.02,+47.70,+67.32%,+20.11%,+30.28%,+24.44%
FNSR,"Finisar Corp",19.95,-9.00,-1.97%,+18.96%,+18.75%,-19.17%
FORM,"Formfactor Inc",13.8,-6.30,-11.82%,-1.78%,+2.60%,-2.47%
FORR,"Forrester Resrch",49.5,+25.50,+11.99%,+14.19%,+17.86%,+21.62%
FOSL,"Fossil Group",26.52,+122.70,+241.31%,-1.85%,+35.58%,+254.07%
FOXF,"Fox Factory Cp",64.15,+79.30,+65.12%,+25.42%,+66.41%,+67.28%
FRAN,"Francesca's Holdings",7.17,-10.50,-1.92%,-9.92%,+25.13%,-2.98%
FRGI,"Fiesta Restaurant Gp",29.3,+77.30,+54.21%,-3.93%,+20.58%,+65.07%
FSB,"Franklin Financial Network Inc",38.5,+18.30,+12.90%,+3.49%,+6.94%,+18.46%
FSP,"Franklin Street Properties",8.37,-15.50,-22.07%,-2.67%,+5.28%,-15.96%
FSS,"Federal Signal Corp",26.04,+43.00,+29.62%,+8.59%,+7.87%,+41.14%
FTD,"Ftd Companies",3.77,-69.90,-47.57%,+3.57%,-34.09%,-70.52%
FTK,"Flotek Industries",2.2,-48.20,-52.79%,-27.87%,-33.13%,-59.93%
FTR,"Frontier Commun Cp",5.62,-55.40,-16.86%,+21.65%,-32.78%,-54.46%
FUL,"H. B. Fuller Company",58.49,+17.00,+8.58%,+5.85%,+11.47%,+15.55%
FWRD,"Foward Air Corp",63.43,+24.10,+10.43%,+4.98%,+7.45%,+25.50%
GBCI,"Glacier Bancorp Inc",45.26,+35.50,+14.90%,+2.10%,+12.67%,+35.79%
GBX,"Greenbrier Companies",59.4,+39.10,+11.44%,+3.57%,+18.56%,+35.15%
GCI,"Gannett Co. Inc",10.51,+18.10,-9.32%,+3.04%,-5.14%,+30.07%
GCO,"Genesco Inc",46.5,+71.60,+43.08%,+13.97%,+4.26%,+92.55%
GDOT,"Green Dot Corp",85.72,+80.30,+42.25%,+3.90%,+19.94%,+83.32%
GEOS,"Geospace Technologie",14.06,-2.10,+8.40%,-2.90%,+21.21%,-8.70%
GES,"Guess Inc",23.72,+40.00,+40.52%,+3.67%,-2.06%,+90.06%
GFF,"Griffon Corp",18.2,-4.90,-10.57%,-0.55%,-20.35%,+0.83%
GHL,"Greenhill & Co. Inc",29.55,+93.80,+51.54%,-7.80%,+6.10%,+93.14%
GIFI,"Gulf Island Fab",9.7,-5.20,-27.75%,+4.30%,-6.28%,-10.39%
GIII,"G-III Apparel Gp I",46.25,+68.30,+25.37%,-1.15%,+19.42%,+84.26%
GLT,Glatfelter,18.48,+4.40,-13.81%,-8.92%,+6.15%,+10.79%
GME,"Gamestop Corp",16.76,-6.10,-6.63%,+12.56%,+31.76%,-21.97%
GNBC,"Green Bancorp",24.4,+12.10,+20.20%,+8.44%,+3.17%,+10.41%
GNL,"Global Net Lease Inc",21.39,+6.00,+3.94%,+2.64%,+10.94%,-0.74%
GOV,"Government Properties Income Trust",16.86,-1.90,-9.06%,+7.66%,+19.91%,-7.87%
GPI,"Group 1 Automotive",79.99,+38.00,+12.71%,+17.77%,+15.89%,+46.37%
GPRE,"Green Plains Inc",17.95,+2.40,+6.53%,+16.56%,-14.32%,+6.53%
GTLS,"Chart Industries In",73.48,+107.60,+56.81%,-2.33%,+14.70%,+121.79%
GTY,"Getty Realty Corp",29.15,+10.00,+7.33%,+2.93%,+14.31%,+7.09%
GWB,"Great Western Bancorp Inc",43.83,+17.90,+10.13%,+4.76%,-0.07%,+20.68%
HA,"Hawaiian Hldgs Inc",41.2,+0.80,+3.39%,+8.71%,+6.87%,-3.06%
HAFC,"Hanmi Financial Cp",26.45,-8.90,-12.85%,-4.17%,-12.71%,-0.94%
HAYN,"Haynes Intl Inc",37.98,+15.90,+18.50%,-2.89%,-8.50%,+24.00%
HCI,"Homeowners Choice",41.08,+6.70,+37.39%,-2.35%,-3.30%,+2.42%
HF,"HFF Inc",44.95,+28.00,-7.59%,+21.78%,+27.88%,+21.39%
HFWA,"Heritage Financial",36.45,+37.10,+18.34%,-2.28%,+12.85%,+38.59%
HI,"Hillenbrand Inc",51.05,+39.20,+14.21%,+3.55%,+8.27%,+44.21%
HIBB,"Hibbett Sports Inc",29.4,+125.40,+44.12%,+21.99%,+3.52%,+164.86%
HLIT,"Harmonic Inc",5.4,+65.00,+28.57%,+21.35%,+35.00%,+64.89%
HLX,"Helix Energy Solutions Group",9.12,+44.40,+20.95%,+4.23%,+16.92%,+48.53%
HMN,"Horace Mann Educators Corp",45.75,+20.50,+3.74%,+2.35%,+2.35%,+23.82%
HMST,"Homestreet Inc",30.1,+17.70,+3.97%,+2.73%,+7.12%,+21.62%
HMSY,"Hms Hldgs Cp",31.46,+101.60,+85.60%,+29.31%,+48.47%,+78.45%
HOPE,"Hope Bancorp Inc",17.77,-0.50,-2.63%,+0.34%,-3.69%,+2.24%
HPR,"Highpoint Resources Corp.",5.29,+28.00,+3.12%,-22.66%,-23.99%,+82.41%
HQY,Healthequity,87.37,+115.40,+87.25%,+5.94%,+15.20%,+105.62%
HSC,"Harsco Corp",27.1,+63.30,+45.31%,+14.83%,+11.29%,+65.24%
HSII,"Heidrick & Struggl",44.25,+137.90,+80.24%,+25.71%,+13.03%,+144.81%
HSKA,"Heska Corp",103.21,+17.30,+28.67%,-4.43%,-1.17%,+2.82%
HSTM,"Healthstream Inc",30.96,+40.80,+33.68%,+6.17%,+12.58%,+37.60%
HT,"Hersha Hospitality Trust",22.55,+29.20,+29.60%,+0.62%,+9.73%,+24.11%
HTLD,"Heartland Express",20.18,-4.20,-13.54%,-5.48%,+9.14%,-2.65%
HUBG,"Hub Group Inc A",51.3,+31.60,+7.10%,+1.79%,+6.21%,+40.93%
HVT,"Haverty Furniture Companies",22.3,-2.40,-1.55%,+6.44%,+13.20%,-5.31%
HWKN,"Hawkins Inc",41.8,+21.90,+18.75%,+10.44%,+28.02%,+15.15%
HZO,"Marinemax Inc",21.1,+6.00,+11.64%,-0.47%,-12.08%,+37.01%
IBP,"Installed Building Products I",46.7,-26.20,-38.51%,-18.36%,-24.25%,-15.63%
IIIN,"Insteel Industries",39.91,+61.70,+40.93%,-6.97%,+26.38%,+59.70%
IIVI,"I I V I Inc",47.7,+31.60,+1.60%,+6.35%,+5.18%,+35.32%
INDB,"Independent Bk Corp",90.45,+34.60,+29.49%,-0.22%,+17.54%,+31.18%
INGN,"Inogen Inc",241.38,+177.00,+102.70%,+14.74%,+39.79%,+156.76%
INN,"Summit Hotel Properties",13.66,-9.20,-10.31%,-4.27%,-9.42%,-5.53%
INTL,"Intl Fcstone Inc",55.94,+56.40,+31.53%,+2.38%,+15.10%,+52.34%
INVA,"Innoviva Inc",14.09,+4.90,-0.70%,+1.95%,-0.07%,+12.09%
IOSP,"Innospec Inc",75.85,+29.00,+7.44%,-4.89%,-0.33%,+34.01%
IPAR,"Inter Parfums Inc",65.95,+78.70,+51.78%,+15.91%,+27.19%,+71.08%
