Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
BPFH,"Boston Pvt Finl Hldg",14,-9.40,-9.39%,-12.77%,-15.41%,-6.35%
BRC,"Brady Corp",37.45,+8.74,-1.19%,-4.59%,unch,+13.48%
BRKL,"Brookline Bancorp",18,+26.67,+14.65%,-1.64%,+5.88%,+27.21%
BRKS,"Brooks Automation",29.55,+17.74,+23.90%,-8.23%,+0.41%,+17.03%
BRS,"Bristow Group Inc",10.94,+3.49,-18.78%,-24.29%,-38.95%,+46.45%
CACI,"Caci International",181.25,+48.09,+36.95%,+1.63%,+11.06%,+41.49%
CAL,"Caleres Inc",37.07,+51.23,+10.72%,+10.46%,+5.16%,+45.14%
CALM,"Cal-Maine Foods In",49.67,+35.48,+11.75%,+8.70%,+5.80%,+34.08%
CAMP,"Calamp Corp",23.59,+25.52,+10.08%,-1.91%,+13.25%,+27.51%
CASH,"Meta Financial Grp",89.6,+12.46,-3.29%,-7.10%,-14.63%,+24.97%
CATM,"Cardtronics Inc",31.84,+46.98,+71.92%,+21.16%,+8.12%,+22.32%
CATO,"Cato Corp",24.82,+95.95,+55.90%,+8.62%,+51.16%,+64.81%
CBB,"Cincinnati Bell Inc",12.6,-35.49,-39.57%,-18.97%,-25.00%,-41.26%
CBL,"Cbl & Associates Properties",4.5,-37.70,-20.49%,-19.21%,+5.63%,-47.55%
CBM,"Cambrex Corp",60.7,+24.67,+26.46%,+10.06%,+26.33%,+13.56%
CBU,"Community Bank System",64.89,+28.60,+20.73%,+6.85%,+8.77%,+20.77%
CCMP,"Cabot Microelectron",121.41,+67.17,+29.05%,+6.43%,+8.30%,+71.05%
CCOI,"Cogent Comm Hldgs",52.25,+23.72,+15.34%,-3.60%,+5.77%,+18.62%
CCRN,"Cross Ctry Hlthcr",9.51,-20.62,-25.47%,-20.08%,-20.28%,-26.28%
CDR,"Cedar Shopping Centers Inc",4.48,-10.17,-26.32%,-6.67%,+16.06%,-13.18%
CECO,"Career Education",16.71,+83.97,+38.33%,-6.70%,+19.44%,+89.24%
CEIX,"Consol Energy Inc",43.43,+84.47,+9.92%,+10.12%,-1.09%,+87.04%
CENT,"Central Garden",39.2,+8.02,+0.72%,-10.07%,-1.28%,+11.81%
CENTA,"Central Garden & Pet",36.27,+2.87,-3.82%,-10.82%,-3.31%,+6.77%
CENX,"Century Aluminum C",12.46,-28.86,-36.56%,-12.50%,-21.68%,-11.76%
CEVA,"Ceva Inc",29.6,-32.42,-35.86%,-6.33%,-6.33%,-28.85%
CHCO,"City Holding Co",81.49,+34.13,+20.78%,+7.81%,+13.09%,+30.57%
CHCT,"Community Healthcare Trust Inc",32.28,+35.96,+14.88%,+8.83%,+22.41%,+27.59%
CHS,"Chico's Fas",10.29,+32.23,+16.67%,+27.67%,-0.58%,+27.67%
CHSP,"Chesapeake Lodging Trust",31.77,+27.12,+17.28%,-2.28%,+6.65%,+26.57%
CHUY,"Chuy's Holdings Inc",27.2,+23.52,-3.03%,-15.13%,-3.20%,+30.77%
CIR,"Circor International",44.52,-6.86,-8.55%,+14.57%,-9.24%,-7.77%
CJ,"C&J Energy Services Inc",23.99,-13.15,-28.32%,+3.63%,-18.32%,-8.82%
CKH,"Seacor Smit Inc",51.71,+32.13,+11.88%,-3.51%,-0.17%,+41.21%
CLD,"Cloud Peak Energy Inc",2.36,-38.68,-46.97%,-27.61%,-27.38%,-23.87%
CLDT,"Chatham Lodging Trust [Reit]",21.1,+5.03,-7.29%,-1.49%,+7.43%,+5.24%
CLW,"Clearwater Paper Corp",25.4,-35.99,-44.05%,+8.78%,-0.39%,-43.87%
CMO,"Capstead Mortgage Corp",8.38,-13.69,-3.12%,-2.22%,-5.42%,-13.61%
CMTL,"Comtech Telecom Co",34.75,+67.91,+57.10%,-1.05%,+15.83%,+79.87%
CNMD,"C O N M E D Cp",77.88,+62.10,+52.80%,+5.56%,+14.97%,+55.33%
CNSL,"Consolidated Communications Holdings Inc",11.54,-34.04,-5.33%,-9.98%,+2.94%,-41.30%
COHU,"Cohu Inc",27.47,+53.00,+25.15%,+8.84%,+16.84%,+52.36%
COKE,"Coca Cola Bot Cons",169.47,-13.35,-21.27%,+25.09%,+33.65%,-19.51%
COLB,"Columbia Banking Sys",42.63,+11.27,-1.86%,+5.31%,+2.01%,+11.54%
CORE,"Core Mark Holding",33.14,+35.97,+4.94%,+41.08%,+73.24%,+19.99%
CORT,"Corcept Therapeutics",12.47,-8.20,-30.95%,-12.80%,-27.33%,-10.93%
CPF,"Central Pacific Financial Co",28.41,-4.48,-4.76%,-1.66%,-3.33%,-5.36%
CPS,"Cooper Std Hldg Inc",136.98,+34.47,+11.82%,+2.08%,+9.25%,+36.15%
CPSI,"Computer Programs",27.65,-7.73,-7.99%,-19.39%,-12.64%,-6.27%
CRAY,"Cray Inc",21.25,+5.17,-12.19%,-17.32%,-20.11%,+7.59%
CROX,"Crocs Inc",18.64,+103.86,+47.47%,+8.88%,+21.67%,+98.30%
CRR,"Carbo Ceramics",8.55,+20.09,-16.01%,-14.41%,-18.88%,+32.56%
CRVL,"Corvel Cp",58.05,+16.03,+9.74%,+4.50%,+14.38%,+15.87%
CRY,Cryolife,32.1,+81.58,+67.62%,+8.26%,+29.18%,+69.84%
CRZO,"Carrizo Oil & Gas",24.32,+61.36,+14.29%,-14.55%,-5.74%,+77.39%
CSGS,"C S G Sys Intl",37.32,-10.17,-14.83%,-9.64%,-4.60%,-2.56%
CTB,"Cooper Tire & Rubber Company",29.9,-9.85,-15.42%,+15.00%,+18.89%,-12.83%
CTRE,"Caretrust REIT Inc",17.86,+2.52,+6.56%,+5.68%,+18.12%,-3.35%
CTRL,"Control4 Corp",32.44,+31.64,+9.01%,+28.27%,+34.72%,+36.99%
CTS,"Cts Corp",35.45,+60.08,+37.67%,-5.09%,+15.66%,+56.86%
CUB,"Cubic Corp",73.9,+66.96,+25.36%,+5.72%,+6.56%,+68.53%
CUBI,"Customers Bancorp",24.94,-16.56,-4.04%,-12.77%,-15.14%,-13.22%
CUTR,"Cutera Inc",34.4,-3.19,-24.15%,-20.74%,-8.14%,-0.15%
CVBF,"Cvb Financial Corp",24.42,+17.24,+3.65%,+9.80%,+7.44%,+15.30%
CVCO,"Cavco Inds Inc",226.6,+82.12,+48.49%,+3.78%,+29.19%,+76.48%
CVGW,"Calavo Growers Inc",101.9,+45.19,+20.73%,+7.04%,+11.37%,+37.42%
CWT,"California Water Service Group Holding",40.7,+7.96,-10.25%,-0.61%,+4.63%,+5.44%
CYH,"Community Health Systems",3.23,-54.28,-24.18%,+12.94%,-26.92%,-56.05%
CYTK,Cytokinetics,7.05,-34.89,-13.50%,-24.19%,-24.60%,-45.14%
DAKT,"Daktronics Inc",8.45,-12.55,-7.45%,-0.71%,-9.24%,-12.07%
DAR,"Darling International Inc",19.62,+23.70,+8.22%,-1.01%,+11.67%,+16.23%
DBD,"Diebold Nixdorf Inc",5,-60.68,-69.42%,-59.84%,-61.24%,-76.19%
DCOM,"Dime Community Bncsh",18.1,-8.13,-13.60%,-8.35%,-6.22%,-7.18%
DDD,"3D Systems Corp",19,+31.97,+119.91%,+23.78%,+55.48%,+48.67%
DEA,"Easterly Government Properties",19.9,-0.41,-6.75%,+0.20%,-3.26%,+0.15%
DEPO,"Depomed Inc",7.3,-2.61,-9.32%,-11.08%,+0.55%,+19.09%
DF,"Dean Foods Company",8.68,-30.17,-24.91%,-19.11%,-13.46%,-28.79%
DFIN,"Donnelly Financial Solutions Inc",19.3,-2.44,-0.97%,+1.31%,+14.88%,-8.96%
DGII,"Digi Intl Inc",12.95,+46.86,+35.60%,-3.72%,+8.82%,+40.76%
DIN,"Dineequity Inc",76.49,+71.82,+50.78%,+4.21%,+9.30%,+93.35%
DIOD,"Diodes Inc",37.84,+44.07,+31.98%,+4.59%,+14.49%,+38.61%
DNR,"Denbury Resources",4.7,+231.31,+112.67%,-3.89%,+24.01%,+238.13%
DORM,"Dorman Products Inc",76.81,+20.76,+25.63%,+8.57%,+16.87%,+1.75%
DPLO,"Diplomat Pharmacy Inc",19.53,+7.53,-2.69%,-25.71%,-20.22%,+20.85%
DRH,"Diamondrock Hospitality Company",11.66,+7.27,+3.28%,-5.51%,-1.93%,+4.01%
DSPG,"D S P Group Inc",12.05,-1.06,-3.60%,-6.59%,-3.60%,-1.23%
DSW,"DSW Inc",29.22,+77.34,+36.48%,+8.54%,+18.97%,+72.29%
DXPE,"Dxp Enterprise",46.32,+82.63,+56.65%,+9.30%,+23.22%,+70.29%
EBIX,"Ebix Inc",76.4,+23.03,-3.60%,-5.85%,-1.55%,+32.52%
EBS,"Emergent Biosolutions",57.62,+59.91,+23.99%,+4.84%,+12.98%,+64.77%
ECHO,"Echo Global Logistic",32.45,+101.49,+15.89%,+9.08%,+17.15%,+129.33%
ECOL,"US Ecology Inc",71.45,+60.53,+40.10%,+8.75%,+23.19%,+47.32%
ECPG,"Encore Capital Grp",39.6,-3.44,-5.94%,+4.21%,-11.21%,-2.46%
EE,"El Paso Electric Company",63.45,+22.79,+14.63%,+5.57%,+12.80%,+17.72%
EFII,"Elec Imaging Inc",34.03,+18.83,+15.24%,-1.79%,+2.75%,-0.58%
EGHT,"8X8 Inc",22.45,+70.29,+59.22%,+6.15%,+3.94%,+69.43%
EGL,"Engility Holdings Inc",33.85,+22.10,+19.32%,-4.51%,+13.55%,+7.26%
EGOV,"Nic Inc",16.5,+8.17,-0.60%,+0.92%,+6.11%,+2.48%
EGP,"Eastgroup Properties",96.28,+14.38,+8.94%,-0.67%,+4.93%,+11.69%
EGRX,"Eagle Pharmaceutical",79.36,+54.17,+48.56%,-0.38%,+23.00%,+42.86%
EHTH,"Ehealth Inc",28.04,+65.10,+61.43%,+15.25%,+51.24%,+56.12%
EIG,"Employers Holdings Inc",44.05,+5.96,-0.79%,+6.02%,+11.66%,+2.56%
ELY,"Callaway Golf Company",22.62,+81.79,+62.38%,+21.88%,+26.44%,+74.67%
ENDP,"Endo Int'l Plc",16.1,+133.68,+107.74%,+44.78%,+158.84%,+111.29%
ENSG,"The Ensign Group In",36.72,+85.36,+65.41%,-2.08%,+11.64%,+81.87%
ENTA,"Enanta Pharmaceutica",89.98,+105.13,+53.34%,-26.88%,-11.97%,+127.86%
ENVA,"Enova International Inc",34.4,+156.48,+126.32%,-7.90%,+5.85%,+170.87%
EPAY,"Bottomline Tech In",59.56,+114.52,+71.74%,+9.28%,+33.57%,+96.31%
ERA,"Era Group Inc",11.92,+33.98,+10.88%,-10.31%,+0.68%,+39.91%
ESE,"Esco Technologies Inc",66.95,+25.75,+11.12%,+9.13%,+21.07%,+24.56%
ESIO,"Electro Sci Inds",23.65,+61.95,+10.36%,+37.10%,+18.84%,+116.38%
ESND,"Essendant Inc",15.45,+41.26,+66.67%,+9.19%,+48.13%,+29.29%
ETH,"Ethan Allen Interiors Inc",22.65,-23.46,-20.80%,-9.58%,-5.43%,-29.11%
EVTC,"Evertec Inc",24.3,+49.36,+78.02%,+7.05%,+12.50%,+30.29%
EXLS,"Exlservice Holdings",59.33,+5.04,-1.69%,-3.79%,+9.69%,+4.20%
EXPO,"Exponent Inc",51.55,+62.03,+45.01%,+3.20%,+13.23%,+58.74%
EXPR,"Express Inc",10.71,+75.57,+5.52%,+14.18%,+24.10%,+80.30%
EXTN,"Exterran Corp",28.8,+13.75,-8.40%,+2.75%,+2.13%,+17.55%
EXTR,"Extreme Networks",6.39,-41.88,-48.96%,-24.82%,-21.40%,-31.44%
EZPW,"Ezcorp Inc",11.4,+15.19,-6.56%,-5.79%,-10.94%,+25.27%
FARO,"Faro Tech Inc",67.5,+90.97,+43.62%,+20.11%,+27.12%,+97.66%
FBP,"First Bancorp",8.78,+72.31,+72.16%,+13.00%,+15.22%,+53.23%
FCF,"First Commonwealth Financial Corp",17.01,+35.45,+18.78%,+8.48%,+9.95%,+32.99%
FCFS,"First Cash Fin Svcs",81,+27.08,+20.09%,-11.57%,-9.04%,+36.59%
FCN,"Fti Consulting",80.34,+160.72,+87.01%,+16.65%,+35.14%,+142.65%
FCPT,"Four Corners Property Trust In",26.48,+11.14,+3.04%,+6.43%,+17.64%,+9.29%
FELE,"Franklin Electric Co",48.45,+24.49,+5.56%,+4.08%,+7.67%,+21.73%
FF,"Futurefuel Corp",13.59,+1.63,-3.55%,-1.31%,+14.20%,+1.19%
FFBC,"First Finl Bncp [Oh]",31.45,+28.11,+19.35%,+0.64%,-1.10%,+24.55%
FFIN,"First Finl Bkshs Inc",59.4,+51.34,+31.85%,+14.01%,+14.78%,+43.13%
FIX,"Comfort Systems USA",55.8,+71.59,+27.84%,+15.53%,+24.69%,+68.84%
FLOW,"SPX Flow Inc",45.77,+31.38,-3.74%,+4.69%,+3.36%,+35.82%
FMBI,"First Midwest Bncp",26.95,+26.40,+12.24%,+5.52%,+7.54%,+25.52%
FN,Fabrinet,43.29,+25.16,+50.84%,+11.40%,+19.98%,+2.63%
FNSR,"Finisar Corp",18.67,-15.06,-8.26%,+2.47%,+11.93%,-23.14%
FORM,"Formfactor Inc",13.9,-4.31,-11.18%,+2.58%,+4.91%,-0.71%
FORR,"Forrester Resrch",46.15,+17.99,+4.41%,+5.49%,+11.74%,+14.52%
FOSL,"Fossil Group",25.68,+136.95,+230.50%,+0.67%,+37.77%,+212.79%
FOXF,"Fox Factory Cp",67.2,+96.14,+72.97%,+28.74%,+84.36%,+79.20%
FRAN,"Francesca's Holdings",7.79,+0.53,+6.57%,+2.37%,+38.61%,-7.37%
FRGI,"Fiesta Restaurant Gp",28.5,+70.21,+50.00%,-3.72%,+20.51%,+53.64%
FSB,"Franklin Financial Network Inc",39,+23.36,+14.37%,+7.59%,+14.20%,+15.73%
FSP,"Franklin Street Properties",8.22,-17.12,-23.46%,-7.12%,+9.45%,-19.88%
FSS,"Federal Signal Corp",26.15,+44.25,+30.16%,+10.57%,+13.01%,+42.27%
FTD,"Ftd Companies",4.1,-66.82,-42.98%,-7.45%,-16.33%,-70.03%
FTK,"Flotek Industries",2.12,-52.31,-54.51%,-29.57%,-39.77%,-64.49%
FTR,"Frontier Commun Cp",5.46,-59.56,-19.23%,+7.91%,-40.91%,-64.24%
FUL,"H. B. Fuller Company",56.61,+14.84,+5.09%,+1.43%,+10.29%,+11.22%
FWRD,"Foward Air Corp",62.79,+22.69,+9.31%,+4.35%,+10.18%,+21.95%
GBCI,"Glacier Bancorp Inc",44.2,+33.61,+12.21%,+11.34%,+14.60%,+28.30%
GBX,"Greenbrier Companies",58.55,+35.75,+9.85%,+7.33%,+23.13%,+26.73%
GCI,"Gannett Co. Inc",10.38,+18.48,-10.44%,+1.17%,-9.27%,+22.99%
GCO,"Genesco Inc",44,+77.74,+35.38%,+11.68%,+0.46%,+56.31%
GDOT,"Green Dot Corp",83.74,+79.48,+38.96%,+6.87%,+15.14%,+82.60%
GEOS,"Geospace Technologie",13.36,-7.92,+3.01%,-8.68%,+19.39%,-11.17%
GES,"Guess Inc",24.11,+63.38,+42.83%,+12.35%,-1.67%,+81.69%
GFF,"Griffon Corp",17.25,-14.22,-15.23%,-3.90%,-22.30%,-10.39%
GHL,"Greenhill & Co. Inc",31.55,+108.59,+61.79%,+2.77%,+24.21%,+88.92%
GIFI,"Gulf Island Fab",10,-0.17,-25.51%,+3.63%,+0.50%,-7.41%
GIII,"G-III Apparel Gp I",46.79,+88.50,+26.84%,+4.89%,+24.91%,+76.10%
GLT,Glatfelter,15.53,-18.03,-27.57%,-21.64%,-6.56%,-11.56%
GME,"Gamestop Corp",15.5,-20.83,-13.65%,+1.44%,+16.89%,-29.06%
GNBC,"Green Bancorp",24.5,+14.48,+20.69%,+13.16%,+5.83%,+8.17%
GNL,"Global Net Lease Inc",22.08,+11.07,+7.29%,+6.67%,+17.76%,+3.66%
GOV,"Government Properties Income Trust",16.2,-6.70,-12.62%,+1.12%,+19.73%,-12.48%
GPI,"Group 1 Automotive",75.98,+31.87,+7.06%,+15.72%,+9.45%,+34.81%
GPRE,"Green Plains Inc",17.5,-1.57,+3.86%,+8.36%,-10.49%,-8.38%
GTLS,"Chart Industries In",77.64,+128.85,+65.69%,+18.07%,+26.04%,+128.96%
GTY,"Getty Realty Corp",29.07,+12.35,+7.03%,+2.07%,+16.89%,+10.45%
GWB,"Great Western Bancorp Inc",42.58,+14.29,+6.98%,+4.85%,+0.26%,+13.12%
HA,"Hawaiian Hldgs Inc",42.15,+7.74,+5.77%,+14.69%,+13.31%,-1.52%
HAFC,"Hanmi Financial Cp",25.7,-11.72,-15.32%,-7.22%,-8.38%,-7.22%
HAYN,"Haynes Intl Inc",39.02,+23.15,+21.75%,+2.77%,-0.94%,+31.03%
HCI,"Homeowners Choice",41.43,+8.69,+38.56%,-0.72%,-0.91%,+0.58%
HF,"HFF Inc",44.5,+28.67,-8.51%,+28.84%,+31.81%,+19.82%
HFWA,"Heritage Financial",35.75,+35.21,+16.07%,+2.88%,+12.78%,+33.77%
HI,"Hillenbrand Inc",52.3,+45.72,+17.00%,+6.19%,+12.47%,+41.54%
HIBB,"Hibbett Sports Inc",25.8,+103.53,+26.47%,+10.49%,-6.86%,+84.95%
HLIT,"Harmonic Inc",5,+46.76,+19.05%,+13.64%,+33.33%,+42.86%
HLX,"Helix Energy Solutions Group",9.22,+56.47,+22.28%,+8.09%,+15.83%,+57.07%
HMN,"Horace Mann Educators Corp",45,+17.63,+2.04%,-2.39%,+5.14%,+20.00%
HMST,"Homestreet Inc",29.75,+17.43,+2.76%,+7.21%,+8.78%,+16.67%
HMSY,"Hms Hldgs Cp",30.81,+98.81,+81.77%,+27.26%,+48.13%,+72.32%
HOPE,"Hope Bancorp Inc",17.42,-3.27,-4.55%,-0.85%,-3.44%,+0.23%
HPR,"Highpoint Resources Corp.",4.92,+15.00,-4.09%,-24.42%,-20.90%,+58.20%
HQY,Healthequity,84.83,+104.81,+81.80%,+5.73%,+19.73%,+81.30%
HSC,"Harsco Corp",25.05,+54.05,+34.32%,+11.58%,+10.84%,+55.11%
HSII,"Heidrick & Struggl",42.25,+124.71,+72.10%,+20.20%,+11.33%,+126.54%
HSKA,"Heska Corp",98.71,+8.83,+23.06%,-9.01%,+4.53%,+2.10%
HSTM,"Healthstream Inc",29.88,+35.46,+29.02%,+1.67%,+10.58%,+27.26%
HT,"Hersha Hospitality Trust",21.56,+22.55,+23.91%,-3.41%,+11.08%,+16.73%
HTLD,"Heartland Express",19.65,-6.71,-15.81%,+3.97%,+8.80%,-8.01%
HUBG,"Hub Group Inc A",52.15,+39.59,+8.87%,+2.46%,+10.49%,+42.29%
HVT,"Haverty Furniture Companies",21.95,-4.70,-3.09%,+1.86%,+11.99%,-11.67%
HWKN,"Hawkins Inc",39.3,+9.51,+11.65%,+5.65%,+23.58%,-2.36%
HZO,"Marinemax Inc",19.65,+0.64,+3.97%,-5.30%,-17.26%,+23.20%
IBP,"Installed Building Products I",48.2,-24.94,-36.54%,-12.60%,-20.13%,-18.99%
IIIN,"Insteel Industries",42.32,+72.50,+49.44%,+26.03%,+37.00%,+64.22%
IIVI,"I I V I Inc",45.65,+22.94,-2.77%,+5.06%,+1.67%,+24.73%
INDB,"Independent Bk Corp",88.85,+36.67,+27.20%,+13.18%,+20.64%,+28.03%
INGN,"Inogen Inc",231.24,+162.28,+94.19%,+16.49%,+27.60%,+150.80%
INN,"Summit Hotel Properties",13.5,-10.86,-11.36%,-5.73%,-8.78%,-10.60%
INTL,"Intl Fcstone Inc",55.57,+56.18,+30.66%,+3.83%,+20.49%,+49.30%
INVA,"Innoviva Inc",14.02,+7.38,-1.20%,-5.97%,-4.69%,+10.83%
IOSP,"Innospec Inc",74.8,+27.85,+5.95%,-8.78%,+2.12%,+30.77%
