Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
AKR,"Acadia Realty Trust",28.52,+4.30,+4.24%,+5.32%,+10.76%,+0.78%
AKS,"AK Steel Holding Corp",4.44,-16.10,-21.55%,-4.10%,-1.77%,-18.83%
ALG,"Alamo Group",95.3,-3.60,-15.57%,+2.47%,+3.35%,+6.96%
ALGT,"Allegiant Travel Com",136.25,+3.80,-11.95%,+10.23%,-9.98%,+15.37%
ALRM,Alarm.Com,56.29,+41.40,+49.11%,+31.30%,+26.69%,+25.96%
AMAG,"Amag Pharmaceuticals",24.4,+25.60,+84.15%,+10.66%,-0.20%,+43.53%
AMBC,"Ambac Financial Grp",21.13,+25.70,+32.23%,+3.48%,+14.03%,+16.16%
AMED,"Amedisys Inc",125.01,+178.70,+137.17%,+33.51%,+63.73%,+147.64%
AMN,"Amn Healthcare Services Inc",58.3,+47.20,+18.38%,-3.64%,+3.19%,+54.64%
AMPH,"Amphastar Pharma",18.98,+18.60,-1.35%,+8.77%,+20.13%,+21.05%
AMSF,"Amerisafe Inc",63.8,+16.20,+3.57%,+1.59%,+6.96%,+19.59%
AMWD,"Amer Woodmark Cp",84.95,-17.30,-34.78%,+1.80%,-17.60%,+4.81%
ANDE,"Andersons Inc",40.85,+34.60,+31.14%,+15.89%,+26.47%,+30.10%
ANF,"Abercrombie & Fitch Company",21.67,+37.10,+24.33%,-8.53%,-9.14%,+71.85%
ANGO,"Angiodynamics Inc",22.42,+32.40,+34.82%,+6.05%,+6.61%,+35.39%
ANIK,"Anika Therapeutics",41.39,-9.00,-23.22%,+3.40%,+1.80%,-22.21%
ANIP,"ANI Pharma Inc",58.2,+8.80,-9.70%,-13.07%,-8.04%,+26.69%
APEI,"American Pub. Edu.",34.75,+39.70,+38.72%,-21.20%,-18.43%,+95.22%
APOG,"Apogee Entrpr Inc",49.22,+14.70,+7.63%,-3.03%,+12.76%,+15.43%
ARCB,"Arcbest Corp",48.1,+36.20,+34.55%,+3.33%,+1.37%,+77.82%
ARI,"Apollo Commercial Real Estate",19.43,+8.50,+5.31%,+1.78%,+4.52%,+8.55%
AROC,"Archrock Inc",12.65,+25.30,+20.48%,-7.33%,+9.52%,+19.91%
ARR,"Armour Residential R",23.52,-9.10,-8.55%,-1.05%,+1.51%,-11.38%
ASGN,"On Assignment",92.59,+83.50,+44.06%,+2.54%,+20.25%,+105.21%
ASIX,"Advansix Inc",33.84,-6.90,-19.56%,-16.38%,-7.31%,+9.13%
ASNA,"Ascena Retail Grp",4.58,+102.30,+94.89%,+24.46%,+40.49%,+120.19%
ASTE,"Astec Inds Inc",48.65,-9.20,-16.84%,-0.98%,-16.85%,+2.72%
ATNI,"Atn International",73.23,+33.00,+32.52%,+14.64%,+36.04%,+20.42%
ATU,"Actuant Corp",29.45,+24.90,+16.40%,+3.15%,+26.12%,+26.39%
AVA,"Avista Corp",51.31,-0.60,-0.35%,+1.44%,-2.15%,-0.70%
AVAV,"Aerovironment Inc",87.96,+86.80,+56.62%,+19.49%,+52.02%,+125.19%
AVD,"American Vanguard Corp",21.9,+7.50,+11.45%,+0.92%,+1.62%,+10.05%
AVP,"Avon Products",2,-21.60,-6.98%,+25.79%,+11.11%,-21.57%
AWR,"American States Water Company",60.43,+22.40,+4.35%,+0.52%,+7.37%,+22.90%
AXE,"Anixter International Inc",72.1,+6.20,-5.13%,-1.10%,+17.71%,+0.91%
AXL,"American Axle & Manufacturing",17.71,+15.50,+3.99%,+5.92%,+11.95%,+27.96%
AZZ,"Azz Inc",53.75,+15.10,+5.19%,-0.83%,+24.28%,+13.64%
B,"Barnes Group",68.06,+11.60,+7.57%,+0.31%,+14.54%,+12.27%
BABY,"Natus Medical Inc",37.3,+11.30,-2.36%,+2.19%,+1.08%,+13.72%
BANC,"First Pactrust Bancorp",20.15,+6.20,-2.42%,+0.75%,+3.87%,+6.90%
BANR,"Banner Corp",64.33,+18.00,+16.71%,+2.16%,+7.31%,+15.51%
BCC,"Boise Cascade L.L.C.",43.7,+34.30,+9.52%,+1.04%,-8.39%,+50.69%
BCOR,"Blucora Inc",36.2,+49.20,+63.80%,+4.17%,-4.61%,+56.03%
BCPC,"Balchem Cp",110.89,+52.40,+37.58%,+10.57%,+15.00%,+48.29%
BEAT,"Biotelemetry Inc",61.8,+99.80,+106.69%,+17.71%,+46.27%,+70.48%
BEL,"Belmond Ltd",16.75,+22.90,+36.73%,+48.89%,+40.17%,+35.08%
BELFB,"Bel Fuse Inc Cl B",28.65,+27.70,+13.80%,+27.33%,+48.45%,+14.60%
BFS,"Saul Centers",60,+4.70,-2.83%,+12.61%,+21.07%,+0.54%
BGFV,"Big 5 Sporting",5.7,-29.70,-25.00%,-11.63%,-30.49%,-27.39%
BGG,"Briggs & Stratton Corp",20.16,-5.90,-20.54%,+13.96%,+9.27%,-2.37%
BGS,"B&G Foods Holdings",31.95,+5.70,-9.10%,+1.75%,+13.50%,+3.90%
BHE,"Benchmark Electronics",25.85,-22.70,-11.17%,+6.82%,-6.68%,-18.84%
BHLB,"Berkshire Hills Bancorp",42.25,+22.80,+15.44%,+4.06%,+7.51%,+24.63%
BJRI,"Bj's Restaurants Inc",75.7,+164.00,+107.97%,+19.68%,+35.18%,+141.08%
BKE,"Buckle Inc",25.75,+63.70,+8.42%,+7.07%,+1.98%,+69.97%
BKS,"Barnes & Noble",5.25,-27.90,-21.64%,-13.93%,-10.26%,-31.37%
BLD,"Topbuild Corp",62.28,-8.90,-17.77%,-16.16%,-25.81%,+12.26%
BMI,"Badger Meter",54.95,+26.20,+14.96%,+5.37%,+25.60%,+21.98%
BNED,"Barnes & Noble Education Inc C",5.98,-3.30,-27.43%,+6.41%,-5.68%,-13.83%
BOFI,"Bofi Holding Inc",37.24,+28.70,+24.55%,-4.56%,-9.63%,+40.26%
BPFH,"Boston Pvt Finl Hldg",14.45,-7.00,-6.47%,+0.35%,-15.00%,-1.70%
BRC,"Brady Corp",40.45,+18.30,+6.73%,+5.75%,+3.72%,+22.58%
BRKL,"Brookline Bancorp",18.15,+24.20,+15.61%,-0.27%,-0.27%,+27.37%
BRKS,"Brooks Automation",39.41,+45.30,+65.24%,+28.88%,+20.59%,+56.39%
BRS,"Bristow Group Inc",10.96,-2.50,-18.63%,-21.60%,-7.35%,+25.83%
CACI,"Caci International",195,+54.50,+47.34%,+11.30%,+17.01%,+55.63%
CAL,"Caleres Inc",40.48,+50.70,+20.91%,+20.87%,+14.16%,+58.93%
CALM,"Cal-Maine Foods In",49.45,+32.70,+11.25%,+9.89%,+2.91%,+36.23%
CAMP,"Calamp Corp",23.5,+21.70,+9.66%,+3.25%,+10.74%,+28.07%
CASH,"Meta Financial Grp",86.6,+6.50,-6.53%,-3.19%,-23.46%,+26.33%
CATM,"Cardtronics Inc",35.09,+56.70,+89.47%,+38.59%,+36.75%,+36.70%
CATO,"Cato Corp",21.45,+57.40,+34.74%,-13.86%,-6.04%,+55.89%
CBB,"Cincinnati Bell Inc",13,-34.30,-37.65%,-2.62%,+5.69%,-38.82%
CBL,"Cbl & Associates Properties",4.46,-38.50,-21.20%,-18.17%,-11.86%,-45.07%
CBM,"Cambrex Corp",67.4,+41.70,+40.42%,+7.84%,+48.79%,+34.93%
CBU,"Community Bank System",66.13,+31.00,+23.03%,+4.55%,+10.44%,+27.27%
CCMP,"Cabot Microelectron",112.73,+45.10,+19.82%,-6.41%,-0.39%,+60.45%
CCOI,"Cogent Comm Hldgs",54.7,+22.40,+20.75%,+5.29%,+6.84%,+21.96%
CCRN,"Cross Ctry Hlthcr",10.01,-15.10,-21.55%,-14.66%,-17.88%,-17.61%
CDR,"Cedar Shopping Centers Inc",4.47,-12.30,-26.48%,-6.09%,+1.82%,-11.66%
CECO,"Career Education",15.95,+56.80,+32.04%,-13.32%,+3.64%,+71.32%
CEIX,"Consol Energy Inc",42.9,+79.10,+8.58%,+3.05%,-2.63%,+84.75%
CENT,"Central Garden",39.7,+6.20,+2.00%,-8.04%,-2.77%,+12.40%
CENTA,"Central Garden & Pet",36.33,-0.30,-3.66%,-9.45%,-4.42%,+6.95%
CENX,"Century Aluminum C",12.62,-40.80,-35.74%,-1.48%,-28.78%,-32.33%
CEVA,"Ceva Inc",30.6,-28.30,-33.69%,+1.66%,-9.20%,-26.35%
CHCO,"City Holding Co",81.08,+27.40,+20.17%,+0.75%,+9.14%,+28.43%
CHCT,"Community Healthcare Trust Inc",31.03,+20.70,+10.43%,+3.43%,+12.02%,+19.53%
CHS,"Chico's Fas",9.12,+9.00,+3.40%,+4.83%,+7.80%,+12.45%
CHSP,"Chesapeake Lodging Trust",32.91,+28.70,+21.48%,+2.78%,+2.11%,+31.59%
CHUY,"Chuy's Holdings Inc",28.95,+40.10,+3.21%,-8.53%,-1.70%,+46.21%
CIR,"Circor International",45.36,-6.00,-6.82%,+2.28%,-5.76%,-5.10%
CJ,"C&J Energy Services Inc",20.95,-27.20,-37.41%,-9.93%,-22.18%,-16.13%
CKH,"Seacor Smit Inc",51.45,+22.80,+11.32%,-2.50%,-1.49%,+40.31%
CLD,"Cloud Peak Energy Inc",2.36,-42.00,-46.97%,-9.58%,-34.81%,-23.13%
CLDT,"Chatham Lodging Trust [Reit]",21.45,+5.00,-5.76%,-0.42%,+3.17%,+6.88%
CLW,"Clearwater Paper Corp",29.05,-23.60,-36.01%,+28.54%,+20.79%,-35.66%
CMO,"Capstead Mortgage Corp",8.4,-13.00,-2.89%,+0.36%,-8.20%,-13.67%
CMTL,"Comtech Telecom Co",35.85,+68.50,+62.07%,+6.70%,+14.54%,+84.70%
CNMD,"C O N M E D Cp",80.43,+64.40,+57.80%,+8.69%,+17.16%,+65.66%
CNSL,"Consolidated Communications Holdings Inc",11.81,-32.00,-3.12%,-7.30%,+5.35%,-37.41%
COHU,"Cohu Inc",26.38,+37.90,+20.18%,+4.77%,+9.83%,+49.38%
COKE,"Coca Cola Bot Cons",169.56,-15.30,-21.23%,+16.84%,+33.08%,-17.67%
COLB,"Columbia Banking Sys",42.25,+7.60,-2.74%,+3.23%,-0.63%,+14.25%
CORE,"Core Mark Holding",35.77,+46.80,+13.27%,+47.93%,+83.25%,+35.49%
CORT,"Corcept Therapeutics",15.02,+7.30,-16.83%,+14.39%,-18.81%,+2.25%
CPF,"Central Pacific Financial Co",28.33,-5.10,-5.03%,+2.79%,-3.77%,-2.81%
CPS,"Cooper Std Hldg Inc",138.43,+30.30,+13.00%,+2.69%,+11.46%,+36.69%
CPSI,"Computer Programs",27.3,-10.80,-9.15%,-12.50%,-16.13%,-4.55%
CRAY,"Cray Inc",21.7,+6.10,-10.33%,-13.03%,-12.85%,+17.93%
CROX,"Crocs Inc",20.66,+127.80,+63.45%,+14.08%,+15.81%,+129.56%
CRR,"Carbo Ceramics",8.65,+21.50,-15.03%,-7.29%,-10.08%,+30.27%
CRVL,"Corvel Cp",59.45,+17.40,+12.38%,+3.66%,+17.72%,+16.91%
CRY,Cryolife,34.7,+83.00,+81.20%,+16.44%,+25.95%,+80.26%
CRZO,"Carrizo Oil & Gas",24.22,+59.10,+13.82%,-14.05%,-4.12%,+94.07%
CSGS,"C S G Sys Intl",37.35,-10.70,-14.76%,-8.16%,-9.74%,-2.28%
CTB,"Cooper Tire & Rubber Company",28.85,-14.80,-18.39%,+1.05%,+12.26%,-15.77%
CTRE,"Caretrust REIT Inc",18.45,+5.10,+10.08%,+9.11%,+11.89%,-2.54%
CTRL,"Control4 Corp",32.41,+27.10,+8.90%,+27.45%,+30.74%,+37.80%
CTS,"Cts Corp",36.95,+62.90,+43.50%,+5.87%,+13.69%,+66.82%
CUB,"Cubic Corp",75.7,+67.80,+28.41%,+11.16%,+8.84%,+80.67%
CUBI,"Customers Bancorp",24.7,-18.20,-4.96%,-3.02%,-18.51%,-12.63%
CUTR,"Cutera Inc",34,-12.50,-25.03%,-15.00%,-19.05%,-5.16%
CVBF,"Cvb Financial Corp",24.05,+12.60,+2.08%,+0.54%,+3.71%,+16.02%
CVCO,"Cavco Inds Inc",245.4,+89.00,+60.81%,+15.51%,+18.21%,+82.93%
CVGW,"Calavo Growers Inc",105.85,+55.30,+25.41%,+14.43%,+20.28%,+51.21%
CWT,"California Water Service Group Holding",41.15,+8.50,-9.26%,+0.12%,+2.24%,+12.13%
CYH,"Community Health Systems",3.88,-44.30,-8.92%,+16.17%,-5.13%,-50.26%
CYTK,Cytokinetics,7.9,-31.10,-3.07%,+7.48%,-12.22%,-41.26%
DAKT,"Daktronics Inc",8.11,-18.90,-11.17%,-5.59%,+1.25%,-13.72%
DAR,"Darling International Inc",19.78,+14.10,+9.10%,-1.54%,+5.27%,+13.68%
DBD,"Diebold Nixdorf Inc",4.75,-60.30,-70.95%,-58.15%,-58.70%,-75.89%
DCOM,"Dime Community Bncsh",18.15,-9.00,-13.37%,+5.52%,-10.81%,-3.20%
DDD,"3D Systems Corp",20.35,+41.00,+135.53%,+67.21%,+64.64%,+59.36%
DEA,"Easterly Government Properties",20.25,+0.70,-5.11%,+6.86%,0.00%,+2.53%
DF,"Dean Foods Company",7.62,-38.10,-34.08%,-22.40%,-20.38%,-30.66%
DFIN,"Donnelly Financial Solutions Inc",20.89,+4.10,+7.18%,+0.43%,+36.00%,-0.57%
DGII,"Digi Intl Inc",13.45,+45.90,+40.84%,-0.37%,+14.96%,+47.80%
DIN,"Dineequity Inc",83.42,+92.80,+64.44%,+17.44%,+31.47%,+109.13%
DIOD,"Diodes Inc",37.92,+36.20,+32.26%,+2.05%,+10.75%,+41.23%
DNR,"Denbury Resources",5.57,+319.00,+152.04%,+23.50%,+31.06%,+478.40%
DORM,"Dorman Products Inc",80.98,+25.60,+32.45%,+8.44%,+25.51%,+23.60%
DPLO,"Diplomat Pharmacy Inc",20.66,+15.10,+2.94%,-0.58%,-12.23%,+25.59%
DRH,"Diamondrock Hospitality Company",11.96,+8.90,+5.93%,+0.34%,-6.05%,+12.41%
DSPG,"D S P Group Inc",12.85,+7.70,+2.80%,+2.80%,+0.39%,+7.98%
DSW,"DSW Inc",33.26,+88.80,+55.35%,+21.21%,+39.28%,+74.68%
DXPE,"Dxp Enterprise",45.89,+71.70,+55.19%,+11.01%,+17.61%,+72.20%
EBIX,"Ebix Inc",79.65,+27.30,+0.50%,+0.38%,+6.77%,+39.74%
EBS,"Emergent Biosolutions",62,+67.40,+33.42%,+14.08%,+20.25%,+71.37%
ECHO,"Echo Global Logistic",33.2,+92.40,+18.57%,-3.63%,+19.42%,+137.99%
ECOL,"US Ecology Inc",72.75,+51.40,+42.65%,+7.30%,+20.05%,+50.15%
ECPG,"Encore Capital Grp",38.75,-9.60,-7.96%,+7.34%,-1.77%,-2.15%
EE,"El Paso Electric Company",61.3,+14.40,+10.75%,-1.61%,+4.61%,+10.85%
EFII,"Elec Imaging Inc",34.79,+16.30,+17.81%,+1.96%,+4.07%,+0.61%
EGHT,"8X8 Inc",22.7,+64.30,+60.99%,+13.78%,+21.39%,+72.62%
EGL,"Engility Holdings Inc",34.71,+20.30,+22.35%,+0.32%,+10.40%,+18.10%
EGOV,"Nic Inc",16.8,+10.00,+1.20%,+2.44%,+9.45%,+3.38%
EGP,"Eastgroup Properties",97.27,+12.00,+10.06%,+2.05%,+4.33%,+13.50%
EGRX,"Eagle Pharmaceutical",69.13,+21.90,+29.41%,-12.77%,+2.55%,+22.46%
EHTH,"Ehealth Inc",29.19,+42.50,+68.05%,+22.96%,+36.98%,+25.44%
EIG,"Employers Holdings Inc",45.85,+10.60,+3.27%,-1.29%,+15.78%,+11.29%
ELY,"Callaway Golf Company",22.81,+74.00,+63.75%,+18.56%,+20.43%,+66.86%
ENDP,"Endo Int'l Plc",17.15,+151.70,+121.29%,+37.86%,+172.65%,+90.56%
ENSG,"The Ensign Group In",39.07,+90.80,+75.99%,+8.32%,+6.72%,+94.18%
ENTA,"Enanta Pharmaceutica",90.93,+88.20,+54.96%,-6.76%,-8.88%,+106.00%
ENVA,"Enova International Inc",33.2,+139.20,+118.42%,+7.10%,-1.19%,+188.70%
EPAY,"Bottomline Tech In",65.97,+132.60,+90.22%,+22.39%,+38.71%,+123.85%
ERA,"Era Group Inc",11.94,+27.20,+11.07%,-15.50%,-7.66%,+32.08%
ESE,"Esco Technologies Inc",67.65,+25.20,+12.28%,+8.67%,+20.59%,+26.21%
ESIO,"Electro Sci Inds",21.95,+34.90,+2.43%,+21.74%,+11.88%,+77.30%
ESND,"Essendant Inc",14.43,+24.20,+55.66%,-13.23%,+3.15%,+23.54%
ETH,"Ethan Allen Interiors Inc",22.25,-25.50,-22.20%,-1.11%,-5.12%,-20.82%
EVTC,"Evertec Inc",24.05,+45.60,+76.19%,+3.22%,+10.32%,+27.59%
EXLS,"Exlservice Holdings",64.08,+15.10,+6.18%,+7.44%,+13.04%,+15.27%
EXPO,"Exponent Inc",52.35,+56.40,+47.26%,+7.06%,+6.51%,+58.52%
EXPR,"Express Inc",11.22,+66.20,+10.54%,+16.51%,+31.84%,+69.74%
EXTN,"Exterran Corp",27.39,-3.60,-12.88%,-1.19%,-0.62%,+0.07%
EXTR,"Extreme Networks",6.27,-45.10,-49.92%,-26.24%,-27.18%,-43.72%
EZPW,"Ezcorp Inc",11.1,+7.50,-9.02%,-3.06%,-10.48%,+23.33%
FARO,"Faro Tech Inc",68.2,+84.30,+45.11%,+4.76%,+27.12%,+100.00%
FBP,"First Bancorp",8.75,+64.20,+71.57%,+6.45%,+12.90%,+54.32%
FCF,"First Commonwealth Financial Corp",16.75,+30.20,+16.97%,-0.71%,+6.76%,+31.79%
FCFS,"First Cash Fin Svcs",81.3,+28.30,+20.53%,+0.12%,-10.41%,+38.03%
FCN,"Fti Consulting",76.22,+126.90,+77.42%,-3.47%,+22.96%,+131.67%
FCPT,"Four Corners Property Trust In",26.94,+12.10,+4.82%,+8.19%,+17.69%,+6.86%
FELE,"Franklin Electric Co",48.9,+25.30,+6.54%,-1.11%,+5.73%,+28.52%
FF,"Futurefuel Corp",14.83,+11.70,+5.25%,+7.78%,+10.10%,+11.42%
FFBC,"First Finl Bncp [Oh]",31.4,+26.30,+19.17%,+3.46%,-0.16%,+30.56%
FFIN,"First Finl Bkshs Inc",60.4,+52.20,+34.07%,+6.71%,+14.83%,+50.06%
FIX,"Comfort Systems USA",57.4,+70.80,+31.50%,+3.33%,+22.52%,+72.63%
FLOW,"SPX Flow Inc",47.94,+30.90,+0.82%,+0.88%,+10.03%,+47.73%
FMBI,"First Midwest Bncp",27.18,+25.30,+13.20%,+1.91%,+3.46%,+29.12%
FN,Fabrinet,47.87,+46.00,+66.79%,+22.37%,+36.27%,+23.86%
FNSR,"Finisar Corp",20.4,-2.10,+0.25%,+21.07%,+25.85%,-17.14%
FORM,"Formfactor Inc",15.45,+4.80,-1.28%,+19.31%,+14.02%,+4.75%
FORR,"Forrester Resrch",49.2,+24.20,+11.31%,+6.38%,+16.45%,+21.78%
FOSL,"Fossil Group",22.67,+78.70,+191.76%,-13.47%,+3.61%,+156.45%
FOXF,"Fox Factory Cp",66.05,+81.40,+70.01%,+32.90%,+66.16%,+65.95%
FRAN,"Francesca's Holdings",6.28,-23.00,-14.09%,-22.85%,+6.26%,-19.49%
FRGI,"Fiesta Restaurant Gp",28.75,+67.00,+51.32%,-1.03%,+15.69%,+62.43%
FSB,"Franklin Financial Network Inc",38.65,+19.10,+13.34%,-1.28%,+5.75%,+19.47%
FSP,"Franklin Street Properties",8.57,-13.00,-20.20%,-2.72%,+10.72%,-12.46%
FSS,"Federal Signal Corp",26.03,+39.50,+29.57%,+9.60%,+8.96%,+42.32%
FTD,"Ftd Companies",3.58,-72.90,-50.21%,-0.83%,-37.19%,-72.14%
FTK,"Flotek Industries",2.49,-36.00,-46.57%,-19.68%,-20.45%,-52.93%
FTR,"Frontier Commun Cp",5.2,-61.60,-23.08%,-0.38%,-30.01%,-60.75%
FUL,"H. B. Fuller Company",56.99,+13.00,+5.79%,+0.55%,+10.55%,+12.38%
FWRD,"Foward Air Corp",64.26,+24.40,+11.87%,+0.56%,+8.33%,+24.32%
GBCI,"Glacier Bancorp Inc",45.68,+37.90,+15.97%,+6.98%,+17.16%,+36.11%
GBX,"Greenbrier Companies",58,+33.80,+8.82%,+2.38%,+16.70%,+34.26%
GCI,"Gannett Co. Inc",10.28,+11.20,-11.30%,-2.74%,-2.74%,+19.53%
GCO,"Genesco Inc",50.85,+116.90,+56.46%,+24.94%,+16.36%,+100.99%
GDOT,"Green Dot Corp",85.67,+77.40,+42.17%,+8.01%,+20.20%,+79.26%
GEOS,"Geospace Technologie",14.13,+1.70,+8.94%,+0.43%,+27.41%,-8.13%
GES,"Guess Inc",24.5,+44.00,+45.14%,+8.12%,+25.00%,+50.68%
GFF,"Griffon Corp",18.25,-6.50,-10.32%,+1.96%,-19.60%,+0.55%
GHL,"Greenhill & Co. Inc",27.5,+75.00,+41.03%,-15.90%,+4.36%,+81.52%
GIFI,"Gulf Island Fab",9.45,-9.50,-29.61%,+4.42%,-10.00%,-12.50%
GIII,"G-III Apparel Gp I",45.48,+61.50,+23.29%,-0.48%,+8.54%,+69.89%
GLT,Glatfelter,19.23,+7.90,-10.31%,+17.47%,+9.95%,+14.33%
GME,"Gamestop Corp",13.27,-31.10,-26.07%,-7.91%,+0.53%,-30.70%
GNBC,"Green Bancorp",24,+16.60,+18.23%,-1.23%,+6.90%,+9.84%
GNL,"Global Net Lease Inc",21.69,+7.80,+5.39%,+2.50%,+9.88%,+1.88%
GOV,"Government Properties Income Trust",16.91,-2.10,-8.79%,+12.21%,+16.38%,-6.88%
GPI,"Group 1 Automotive",77.09,+21.90,+8.62%,+10.14%,+9.72%,+42.36%
GPRE,"Green Plains Inc",17.75,-3.30,+5.34%,+6.93%,-16.86%,+5.34%
GTLS,"Chart Industries In",75.55,+109.30,+61.22%,-3.25%,+17.26%,+128.94%
GTY,"Getty Realty Corp",29.11,+9.40,+7.18%,+1.61%,+11.49%,+7.58%
GWB,"Great Western Bancorp Inc",43.54,+17.80,+9.40%,+4.04%,-0.11%,+19.88%
HA,"Hawaiian Hldgs Inc",41.5,+3.60,+4.14%,+3.49%,+12.16%,-1.78%
HAFC,"Hanmi Financial Cp",26.1,-10.40,-14.00%,+4.19%,-12.85%,-2.43%
HAYN,"Haynes Intl Inc",39.4,+20.30,+22.93%,-7.21%,-7.47%,+28.21%
HCI,"Homeowners Choice",40.5,+8.00,+35.45%,-5.35%,-2.32%,+3.40%
HF,"HFF Inc",45.41,+26.10,-6.64%,+0.89%,+34.67%,+22.53%
HFWA,"Heritage Financial",36.3,+37.60,+17.86%,+3.57%,+12.91%,+36.72%
HI,"Hillenbrand Inc",51.15,+38.80,+14.43%,+1.89%,+9.65%,+45.52%
HIBB,"Hibbett Sports Inc",20.55,+35.00,+0.74%,-10.46%,-22.31%,+73.42%
HLIT,"Harmonic Inc",5.45,+61.80,+29.76%,+18.48%,+41.56%,+67.69%
HLX,"Helix Energy Solutions Group",9.36,+49.00,+24.14%,-6.49%,+23.16%,+48.57%
HMN,"Horace Mann Educators Corp",46.3,+26.30,+4.99%,+5.95%,+4.75%,+30.06%
HMST,"Homestreet Inc",29.45,+13.10,+1.73%,-0.51%,+9.89%,+16.40%
HMSY,"Hms Hldgs Cp",32.05,+104.60,+89.09%,+33.93%,+48.17%,+82.10%
HOPE,"Hope Bancorp Inc",17.51,-2.50,-4.05%,+4.35%,-2.67%,+0.75%
HPR,"Highpoint Resources Corp.",5.51,+30.30,+7.41%,-15.75%,-22.83%,+99.64%
HQY,Healthequity,94.21,+131.70,+101.91%,+24.78%,+26.78%,+132.04%
HSC,"Harsco Corp",28.25,+68.10,+51.47%,+11.44%,+15.31%,+68.15%
HSII,"Heidrick & Struggl",44.2,+134.20,+80.04%,+8.07%,+16.93%,+143.53%
HSKA,"Heska Corp",107,+18.10,+33.40%,+6.73%,+0.06%,+9.54%
HSTM,"Healthstream Inc",31.73,+41.40,+37.00%,+13.00%,+13.93%,+37.18%
HT,"Hersha Hospitality Trust",23.6,+35.40,+35.63%,+9.31%,+10.95%,+31.99%
HTLD,"Heartland Express",20.45,-5.60,-12.38%,+6.57%,+9.48%,-5.10%
HUBG,"Hub Group Inc A",52.85,+35.30,+10.33%,+13.90%,+5.81%,+40.75%
HVT,"Haverty Furniture Companies",22.1,-3.40,-2.43%,+11.62%,+10.50%,-5.96%
HWKN,"Hawkins Inc",41.3,+19.20,+17.33%,+10.72%,+31.74%,+15.36%
HZO,"Marinemax Inc",22.5,+15.30,+19.05%,+20.00%,-4.05%,+39.32%
IBP,"Installed Building Products I",46.55,-28.20,-38.71%,-14.74%,-23.25%,-14.27%
IIIN,"Insteel Industries",38.35,+46.80,+35.42%,-6.76%,+22.60%,+58.80%
IIVI,"I I V I Inc",49.75,+33.60,+5.96%,+26.91%,+13.20%,+41.74%
INDB,"Independent Bk Corp",91.1,+36.30,+30.42%,+3.05%,+16.27%,+30.24%
INGN,"Inogen Inc",264.91,+201.70,+122.46%,+32.95%,+45.01%,+182.66%
INN,"Summit Hotel Properties",13.73,-9.70,-9.85%,-2.97%,-10.20%,-6.34%
INTL,"Intl Fcstone Inc",55.76,+57.00,+31.11%,+4.05%,+11.52%,+55.84%
INVA,"Innoviva Inc",14.52,+3.20,+2.33%,+2.61%,-1.83%,+8.89%
IOSP,"Innospec Inc",77.6,+33.40,+9.92%,-4.14%,+1.17%,+39.95%
IPAR,"Inter Parfums Inc",65.3,+72.20,+50.29%,+8.47%,+22.51%,+68.95%
