Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
ARR,"Armour Residential R",23.78,-7.80,-7.54%,+3.03%,+4.12%,-9.89%
ASGN,"On Assignment",90.81,+86.40,+41.29%,+7.54%,+9.83%,+96.77%
ASIX,"Advansix Inc",33.22,-5.60,-21.04%,-15.08%,-14.60%,+6.13%
ASNA,"Ascena Retail Grp",4.86,+114.00,+106.81%,+33.52%,+55.27%,+149.23%
ASTE,"Astec Inds Inc",48.34,-7.30,-17.37%,-21.23%,-18.19%,+4.02%
ATNI,"Atn International",74.75,+39.10,+35.27%,+36.36%,+41.44%,+26.39%
ATU,"Actuant Corp",29.6,+31.00,+17.00%,+5.71%,+18.88%,+28.70%
AVA,"Avista Corp",51.43,-0.40,-0.12%,+2.04%,-2.15%,-0.45%
AVAV,"Aerovironment Inc",85.55,+106.10,+52.33%,+13.70%,+52.33%,+117.68%
AVD,"American Vanguard Corp",20.15,-2.80,+2.54%,-6.93%,-6.71%,+1.51%
AVP,"Avon Products",2.02,-22.90,-6.05%,+42.25%,+6.88%,-23.48%
AWR,"American States Water Company",60.76,+23.70,+4.92%,+1.03%,+10.73%,+23.90%
AXE,"Anixter International Inc",72.7,+8.90,-4.34%,-2.68%,+16.51%,+1.25%
AXL,"American Axle & Manufacturing",17.75,+24.20,+4.23%,+10.04%,+9.57%,+28.72%
AZZ,"Azz Inc",54.2,+18.60,+6.07%,-2.34%,+25.61%,+12.68%
B,"Barnes Group",68.28,+14.80,+7.92%,+10.18%,+12.08%,+12.03%
BABY,"Natus Medical Inc",36.5,+12.10,-4.45%,+11.45%,+3.11%,+12.83%
BANC,"First Pactrust Bancorp",20,+5.20,-3.15%,+3.63%,+2.56%,+7.53%
BANR,"Banner Corp",66.53,+22.80,+20.70%,+7.24%,+11.37%,+20.57%
BCC,"Boise Cascade L.L.C.",45.65,+47.70,+14.41%,+3.87%,-0.98%,+61.02%
BCOR,"Blucora Inc",35.75,+45.80,+61.76%,-5.05%,-2.72%,+55.94%
BCPC,"Balchem Cp",104.32,+42.30,+29.43%,+4.43%,+8.80%,+40.63%
BEAT,"Biotelemetry Inc",58.85,+96.00,+96.82%,+16.88%,+43.36%,+61.90%
BEL,"Belmond Ltd",16.35,+21.40,+33.47%,+44.05%,+35.68%,+31.33%
BELFB,"Bel Fuse Inc Cl B",26.4,+14.40,+4.87%,+15.03%,+36.08%,+2.92%
BFS,"Saul Centers",58.55,+2.70,-5.18%,+9.28%,+22.41%,-0.76%
BGFV,"Big 5 Sporting",5.65,-32.70,-25.66%,-13.08%,-27.56%,-25.17%
BGG,"Briggs & Stratton Corp",20.85,-0.80,-17.82%,+23.89%,+9.45%,+0.77%
BGS,"B&G Foods Holdings",31.5,+3.80,-10.38%,+2.94%,+18.87%,-1.41%
BHE,"Benchmark Electronics",26.25,-19.70,-9.79%,-10.56%,-4.55%,-17.32%
BHLB,"Berkshire Hills Bancorp",42.65,+24.00,+16.53%,+2.90%,+7.84%,+27.31%
BJRI,"Bj's Restaurants Inc",69.05,+131.30,+89.70%,+9.43%,+32.66%,+116.12%
BKE,"Buckle Inc",27.1,+72.30,+14.11%,+11.98%,+8.18%,+91.52%
BKS,"Barnes & Noble",5.7,-20.90,-14.93%,+3.64%,+9.62%,-23.49%
BLD,"Topbuild Corp",70.31,+14.00,-7.17%,-15.47%,-15.26%,+24.13%
BMI,"Badger Meter",55.15,+28.50,+15.38%,+4.95%,+26.49%,+23.52%
BNED,"Barnes & Noble Education Inc C",5.34,-28.70,-35.19%,-0.56%,-15.77%,-23.93%
BOFI,"Bofi Holding Inc",38.92,+39.20,+30.17%,-6.49%,-4.61%,+46.26%
BPFH,"Boston Pvt Finl Hldg",14.23,-9.40,-7.93%,-5.17%,-16.32%,-2.23%
BRC,"Brady Corp",39.5,+16.50,+4.22%,+5.76%,+1.28%,+20.61%
BRKL,"Brookline Bancorp",18.25,+24.60,+16.24%,-2.67%,+2.82%,+28.52%
BRKS,"Brooks Automation",29.55,+18.30,+23.90%,-7.97%,-0.87%,+15.70%
BRS,"Bristow Group Inc",10.93,-4.00,-18.86%,-24.78%,-40.40%,+38.88%
CACI,"Caci International",193.65,+59.70,+46.32%,+7.85%,+18.66%,+53.39%
CAL,"Caleres Inc",38.22,+45.20,+14.16%,+7.21%,+8.15%,+57.61%
CALM,"Cal-Maine Foods In",49.9,+37.70,+12.26%,+8.60%,+5.61%,+41.96%
CAMP,"Calamp Corp",23.49,+21.60,+9.61%,+0.99%,+11.70%,+29.21%
CASH,"Meta Financial Grp",87.5,+8.60,-5.56%,-10.58%,-20.24%,+26.08%
CATM,"Cardtronics Inc",38,+78.20,+105.18%,+42.22%,+35.86%,+47.12%
CATO,"Cato Corp",23.78,+81.80,+49.37%,-8.26%,+34.35%,+73.07%
CBB,"Cincinnati Bell Inc",13.15,-32.50,-36.93%,+1.54%,-20.78%,-35.70%
CBL,"Cbl & Associates Properties",4.55,-37.80,-19.61%,-13.99%,-1.30%,-42.77%
CBM,"Cambrex Corp",63.15,+34.00,+31.56%,+12.67%,+31.70%,+22.03%
CBU,"Community Bank System",66.52,+31.50,+23.76%,+5.94%,+9.86%,+28.62%
CCMP,"Cabot Microelectron",110.97,+45.60,+17.95%,-6.20%,-0.52%,+59.30%
CCOI,"Cogent Comm Hldgs",52.85,+20.80,+16.67%,+0.67%,+5.91%,+23.92%
CCRN,"Cross Ctry Hlthcr",10,-13.90,-21.63%,-15.47%,-17.63%,-18.03%
CDR,"Cedar Shopping Centers Inc",4.54,-12.00,-25.33%,-7.91%,+11.00%,-7.35%
CECO,"Career Education",16.4,+64.60,+35.76%,-11.78%,+13.89%,+80.02%
CEIX,"Consol Energy Inc",41.82,+73.90,+5.85%,-1.02%,-4.06%,+80.10%
CENT,"Central Garden",39.29,+5.20,+0.95%,-9.78%,-2.94%,+13.52%
CENTA,"Central Garden & Pet",36.24,+0.10,-3.90%,-10.98%,-4.00%,+7.76%
CENX,"Century Aluminum C",12.39,-37.40,-36.91%,-4.44%,-26.07%,-27.86%
CEVA,"Ceva Inc",29.6,-32.40,-35.86%,-8.92%,-13.32%,-27.98%
CHCO,"City Holding Co",82.79,+32.70,+22.71%,+4.64%,+10.93%,+34.16%
CHCT,"Community Healthcare Trust Inc",31.38,+24.50,+11.67%,+3.84%,+19.63%,+27.20%
CHS,"Chico's Fas",10,+23.10,+13.38%,+12.11%,+0.30%,+30.72%
CHSP,"Chesapeake Lodging Trust",32.88,+30.60,+21.37%,+0.83%,+6.30%,+30.94%
CHUY,"Chuy's Holdings Inc",27.35,+24.80,-2.50%,-18.96%,-1.62%,+34.40%
CIR,"Circor International",43.57,-9.70,-10.50%,+6.63%,-15.33%,-9.36%
CJ,"C&J Energy Services Inc",24.24,-11.20,-27.58%,+9.09%,-19.50%,-3.62%
CKH,"Seacor Smit Inc",51.96,+30.50,+12.42%,-3.67%,+0.33%,+42.55%
CLD,"Cloud Peak Energy Inc",2.51,-35.70,-43.60%,-21.07%,-21.32%,-12.54%
CLDT,"Chatham Lodging Trust [Reit]",21.77,+9.10,-4.35%,-0.77%,+7.29%,+9.12%
CLW,"Clearwater Paper Corp",31.85,-12.60,-29.85%,+34.96%,+20.19%,-29.06%
CMO,"Capstead Mortgage Corp",8.4,-13.30,-2.89%,-3.00%,-8.70%,-15.15%
CMTL,"Comtech Telecom Co",35.76,+71.00,+61.66%,+5.55%,+16.07%,+89.61%
CNMD,"C O N M E D Cp",77.75,+60.80,+52.54%,+5.88%,+13.04%,+56.53%
CNSL,"Consolidated Communications Holdings Inc",12.06,-29.80,-1.07%,-0.74%,+5.79%,-35.37%
COHU,"Cohu Inc",26.09,+42.60,+18.86%,+0.23%,+7.85%,+46.66%
COKE,"Coca Cola Bot Cons",171.73,-11.00,-20.22%,+24.26%,+33.50%,-18.25%
COLB,"Columbia Banking Sys",43.07,+11.80,-0.85%,+2.01%,-0.87%,+16.59%
CORE,"Core Mark Holding",34.55,+44.00,+9.40%,+42.01%,+87.26%,+23.61%
CORT,"Corcept Therapeutics",13.81,+8.50,-23.53%,+6.23%,-23.06%,-5.02%
CPF,"Central Pacific Financial Co",29.31,-0.30,-1.74%,+0.65%,-2.98%,+0.41%
CPS,"Cooper Std Hldg Inc",140.57,+36.50,+14.75%,+4.95%,+6.03%,+40.82%
CPSI,"Computer Programs",27.4,-8.30,-8.82%,-19.53%,-13.02%,-5.52%
CRAY,"Cray Inc",21.35,+5.10,-11.78%,-17.09%,-18.20%,+17.96%
CROX,"Crocs Inc",20.47,+129.00,+61.95%,+15.98%,+22.43%,+134.48%
CRR,"Carbo Ceramics",8.4,+9.10,-17.49%,-10.73%,-21.27%,+33.55%
CRVL,"Corvel Cp",59.9,+21.70,+13.23%,+6.77%,+12.49%,+16.99%
CRY,Cryolife,34.2,+96.30,+78.59%,+14.19%,+29.30%,+79.53%
CRZO,"Carrizo Oil & Gas",24.05,+61.00,+13.02%,-14.93%,-9.55%,+77.75%
CSGS,"C S G Sys Intl",37.24,-10.90,-15.02%,-9.55%,-8.84%,-2.84%
CTB,"Cooper Tire & Rubber Company",29.5,-12.50,-16.55%,+15.01%,+14.79%,-11.94%
CTRE,"Caretrust REIT Inc",18.36,+5.20,+9.55%,+8.00%,+18.53%,-4.28%
CTRL,"Control4 Corp",36.31,+57.70,+22.01%,+44.03%,+49.86%,+52.31%
CTS,"Cts Corp",35.2,+56.40,+36.70%,-6.13%,+9.15%,+60.00%
CUB,"Cubic Corp",73.35,+64.40,+24.43%,+6.46%,+4.04%,+72.59%
CUBI,"Customers Bancorp",25.55,-15.30,-1.69%,-10.94%,-14.26%,-8.91%
CUTR,"Cutera Inc",34.45,-6.50,-24.04%,-20.80%,-13.22%,-1.43%
CVBF,"Cvb Financial Corp",24.83,+18.30,+5.39%,+7.16%,+5.21%,+20.83%
CVCO,"Cavco Inds Inc",239.85,+90.30,+57.18%,+8.97%,+34.63%,+87.60%
CVGW,"Calavo Growers Inc",104.65,+50.90,+23.99%,+11.27%,+12.23%,+49.50%
CWT,"California Water Service Group Holding",41.1,+9.70,-9.37%,+1.11%,+4.45%,+12.30%
CYH,"Community Health Systems",3.6,-49.10,-15.49%,+32.84%,-18.92%,-50.62%
CYTK,Cytokinetics,7.4,-31.30,-9.20%,-15.91%,-13.95%,-41.04%
DAKT,"Daktronics Inc",7.76,-22.70,-15.01%,-7.73%,-21.14%,-20.16%
DAR,"Darling International Inc",20.33,+19.20,+12.13%,+2.42%,+10.79%,+25.65%
DBD,"Diebold Nixdorf Inc",4.4,-63.80,-73.09%,-62.23%,-64.37%,-75.76%
DCOM,"Dime Community Bncsh",18.6,-5.90,-11.22%,-7.23%,-8.60%,-1.33%
DDD,"3D Systems Corp",21.02,+49.80,+143.29%,+40.13%,+70.48%,+69.24%
DEA,"Easterly Government Properties",20,-0.30,-6.28%,+2.67%,+0.05%,+1.11%
DF,"Dean Foods Company",7.79,-37.00,-32.61%,-25.02%,-21.23%,-32.79%
DFIN,"Donnelly Financial Solutions Inc",20.32,+1.80,+4.26%,-1.22%,+21.31%,-1.50%
DGII,"Digi Intl Inc",13.2,+42.40,+38.22%,-3.65%,+10.46%,+48.31%
DIN,"Dineequity Inc",79.89,+85.50,+57.48%,+12.21%,+17.66%,+97.31%
DIOD,"Diodes Inc",37.59,+41.60,+31.11%,-1.26%,+11.84%,+41.90%
DNR,"Denbury Resources",5,+285.10,+126.24%,+14.68%,+16.55%,+376.19%
DORM,"Dorman Products Inc",79.49,+27.10,+30.01%,+8.64%,+21.99%,+22.09%
DPLO,"Diplomat Pharmacy Inc",19.35,+5.80,-3.59%,-13.35%,-19.94%,+16.99%
DRH,"Diamondrock Hospitality Company",11.87,+10.00,+5.14%,-2.94%,-3.73%,+9.70%
DSPG,"D S P Group Inc",12.75,+5.10,+2.00%,-3.04%,+0.79%,+6.25%
DSW,"DSW Inc",27.59,+43.30,+28.87%,+0.29%,+7.61%,+49.70%
DXPE,"Dxp Enterprise",48.34,+88.10,+63.48%,+13.37%,+20.58%,+85.85%
EBIX,"Ebix Inc",78.15,+25.70,-1.39%,-7.02%,+6.69%,+36.03%
EBS,"Emergent Biosolutions",60.87,+68.00,+30.99%,+12.18%,+20.58%,+69.74%
ECHO,"Echo Global Logistic",33.3,+109.00,+18.93%,+5.88%,+21.09%,+136.17%
ECOL,"US Ecology Inc",72,+58.90,+41.18%,+9.67%,+21.42%,+52.70%
ECPG,"Encore Capital Grp",40.1,-2.40,-4.75%,+10.01%,-5.31%,+2.82%
EE,"El Paso Electric Company",62.95,+19.00,+13.73%,+3.28%,+12.31%,+14.66%
EFII,"Elec Imaging Inc",34.05,+15.30,+15.31%,-2.41%,-0.03%,+4.06%
EGHT,"8X8 Inc",22.55,+71.20,+59.93%,+2.73%,+1.35%,+71.48%
EGL,"Engility Holdings Inc",34.83,+25.90,+22.77%,-0.23%,+16.92%,+16.57%
EGOV,"Nic Inc",17.1,+12.60,+3.01%,+5.88%,+12.87%,+5.56%
EGP,"Eastgroup Properties",96.25,+12.90,+8.90%,+3.86%,+6.97%,+12.22%
EGRX,"Eagle Pharmaceutical",81.59,+57.50,+52.73%,-2.16%,+22.64%,+49.49%
EHTH,"Ehealth Inc",29.71,+55.80,+71.04%,+23.79%,+45.85%,+62.53%
EIG,"Employers Holdings Inc",44.05,+6.20,-0.79%,+4.14%,+8.50%,+5.26%
ELY,"Callaway Golf Company",22.59,+75.40,+62.17%,+17.66%,+21.45%,+71.01%
ENDP,"Endo Int'l Plc",15.93,+123.60,+105.55%,+42.87%,+167.73%,+90.10%
ENSG,"The Ensign Group In",38.42,+94.00,+73.06%,+1.32%,+9.46%,+93.94%
ENTA,"Enanta Pharmaceutica",91.55,+90.90,+56.02%,-25.17%,-8.92%,+137.24%
ENVA,"Enova International Inc",35.85,+180.00,+135.86%,-6.27%,+4.82%,+198.75%
EPAY,"Bottomline Tech In",63.01,+128.90,+81.69%,+13.25%,+35.51%,+116.16%
ERA,"Era Group Inc",11.84,+23.70,+10.14%,-11.38%,-6.18%,+37.83%
ESE,"Esco Technologies Inc",68.85,+31.00,+14.27%,+12.68%,+21.75%,+27.62%
ESIO,"Electro Sci Inds",23.39,+48.10,+9.15%,+30.52%,+15.11%,+111.87%
ESND,"Essendant Inc",15.18,+36.50,+63.75%,+5.27%,+12.61%,+31.20%
ETH,"Ethan Allen Interiors Inc",23.1,-17.90,-19.23%,-4.94%,-2.53%,-21.83%
EVTC,"Evertec Inc",24.9,+51.20,+82.42%,+7.10%,+15.55%,+33.87%
EXLS,"Exlservice Holdings",61.04,+9.20,+1.14%,-2.13%,+8.88%,+10.54%
EXPO,"Exponent Inc",52.45,+61.60,+47.54%,+7.37%,+11.71%,+61.88%
EXPR,"Express Inc",10.51,+54.30,+3.55%,+6.92%,+19.30%,+91.44%
EXTN,"Exterran Corp",28.63,+4.30,-8.94%,+5.84%,-0.87%,+12.54%
EXTR,"Extreme Networks",6.28,-43.30,-49.84%,-28.96%,-31.81%,-41.03%
EZPW,"Ezcorp Inc",11.4,+12.90,-6.56%,-6.94%,-12.98%,+28.81%
FARO,"Faro Tech Inc",67.1,+85.20,+42.77%,+15.79%,+24.84%,+102.72%
FBP,"First Bancorp",9,+72.40,+76.47%,+11.25%,+13.49%,+62.75%
FCF,"First Commonwealth Financial Corp",17.24,+35.40,+20.39%,+6.42%,+8.77%,+36.61%
FCFS,"First Cash Fin Svcs",82.3,+31.20,+22.02%,-12.17%,-11.65%,+38.90%
FCN,"Fti Consulting",76.12,+132.50,+77.19%,+14.07%,+24.93%,+131.72%
FCPT,"Four Corners Property Trust In",26.97,+12.60,+4.94%,+8.49%,+21.49%,+6.22%
FELE,"Franklin Electric Co",49.4,+27.80,+7.63%,+5.78%,+6.12%,+28.31%
FF,"Futurefuel Corp",14.99,+14.50,+6.39%,+11.20%,+11.04%,+12.28%
FFBC,"First Finl Bncp [Oh]",31.9,+27.50,+21.06%,+1.92%,-1.24%,+32.37%
FFIN,"First Finl Bkshs Inc",60.55,+52.30,+34.41%,+7.17%,+13.60%,+50.62%
FIX,"Comfort Systems USA",56.95,+74.90,+30.47%,+17.30%,+23.80%,+71.79%
FLOW,"SPX Flow Inc",49.19,+42.40,+3.45%,+9.17%,+8.97%,+53.67%
FMBI,"First Midwest Bncp",27.62,+28.30,+15.04%,+5.30%,+4.50%,+31.77%
FN,Fabrinet,47.66,+46.30,+66.06%,+19.33%,+29.41%,+29.02%
FNSR,"Finisar Corp",18.65,-17.10,-8.35%,+9.71%,+10.16%,-21.97%
FORM,"Formfactor Inc",13.75,-6.70,-12.14%,-1.79%,+3.77%,-3.85%
FORR,"Forrester Resrch",48.8,+23.10,+10.41%,+13.49%,+16.89%,+22.15%
FOSL,"Fossil Group",26.12,+118.20,+236.16%,-2.86%,+33.88%,+265.31%
FOXF,"Fox Factory Cp",64.3,+79.90,+65.51%,+26.20%,+67.01%,+65.94%
FRAN,"Francesca's Holdings",7.28,-8.60,-0.41%,-6.06%,+27.27%,-3.19%
FRGI,"Fiesta Restaurant Gp",29.15,+76.10,+53.42%,-3.32%,+20.21%,+61.94%
FSB,"Franklin Financial Network Inc",38.7,+19.20,+13.49%,+5.45%,+7.05%,+20.00%
FSP,"Franklin Street Properties",8.54,-13.10,-20.48%,+0.59%,+10.91%,-13.21%
FSS,"Federal Signal Corp",26.47,+46.30,+31.76%,+9.52%,+9.38%,+44.88%
FTD,"Ftd Companies",3.9,-68.50,-45.76%,+7.14%,-28.44%,-69.84%
FTK,"Flotek Industries",2.28,-45.60,-51.07%,-24.25%,-31.94%,-58.55%
FTR,"Frontier Commun Cp",5.61,-55.60,-17.01%,+19.11%,-41.07%,-53.41%
FUL,"H. B. Fuller Company",58.69,+17.60,+8.95%,+4.32%,+12.11%,+16.17%
FWRD,"Foward Air Corp",63.96,+25.50,+11.35%,+6.80%,+7.84%,+25.76%
GBCI,"Glacier Bancorp Inc",45.46,+36.30,+15.41%,+5.97%,+12.94%,+36.72%
GBX,"Greenbrier Companies",59.1,+38.10,+10.88%,+2.52%,+16.80%,+34.62%
GCI,"Gannett Co. Inc",10.68,+20.70,-7.85%,+6.37%,-3.87%,+29.61%
GCO,"Genesco Inc",46.1,+69.60,+41.85%,+13.13%,+3.71%,+94.11%
GDOT,"Green Dot Corp",86.03,+81.20,+42.76%,+5.29%,+20.91%,+83.67%
GEOS,"Geospace Technologie",13.97,-2.90,+7.71%,-1.06%,+16.81%,-8.45%
GES,"Guess Inc",23.4,+37.50,+38.63%,+1.87%,-1.68%,+89.17%
GFF,"Griffon Corp",18.3,-4.20,-10.07%,-1.08%,-20.09%,-0.54%
GHL,"Greenhill & Co. Inc",29.9,+97.00,+53.33%,-5.08%,+6.03%,+97.36%
GIFI,"Gulf Island Fab",9.88,-2.90,-26.44%,+3.95%,-6.40%,-8.99%
GIII,"G-III Apparel Gp I",46.07,+67.40,+24.88%,-2.52%,+20.01%,+91.72%
GLT,Glatfelter,18.98,+8.10,-11.47%,-6.27%,+8.83%,+12.98%
GME,"Gamestop Corp",16.98,-4.40,-5.40%,+12.60%,+34.02%,-21.53%
GNBC,"Green Bancorp",24.55,+13.10,+20.94%,+10.59%,+4.03%,+11.46%
GNL,"Global Net Lease Inc",21.57,+7.30,+4.81%,+3.40%,+13.95%,-0.46%
GOV,"Government Properties Income Trust",16.89,-1.70,-8.90%,+6.23%,+22.93%,-6.58%
GPI,"Group 1 Automotive",80.24,+38.60,+13.06%,+18.82%,+15.42%,+46.26%
GPRE,"Green Plains Inc",18.2,+4.40,+8.01%,+14.47%,-12.92%,+7.69%
GTLS,"Chart Industries In",77.09,+122.00,+64.51%,+0.27%,+18.09%,+131.99%
GTY,"Getty Realty Corp",29.17,+10.10,+7.40%,+3.04%,+16.08%,+7.56%
GWB,"Great Western Bancorp Inc",44.01,+18.60,+10.58%,+5.69%,+0.50%,+21.04%
HA,"Hawaiian Hldgs Inc",41.95,+3.30,+5.27%,+11.87%,+7.56%,-2.56%
HAFC,"Hanmi Financial Cp",26.5,-8.60,-12.69%,-3.81%,-11.96%,-1.30%
HAYN,"Haynes Intl Inc",39.05,+20.40,+21.84%,+0.70%,-7.05%,+29.73%
HCI,"Homeowners Choice",40.61,+5.00,+35.82%,-3.95%,-4.29%,+0.94%
HF,"HFF Inc",45.16,+28.80,-7.15%,+24.79%,+29.58%,+21.66%
HFWA,"Heritage Financial",36.25,+36.10,+17.69%,+0.69%,+11.71%,+37.05%
HI,"Hillenbrand Inc",51.45,+40.70,+15.10%,+3.83%,+7.19%,+44.52%
HIBB,"Hibbett Sports Inc",28.4,+115.20,+39.22%,+18.09%,+2.34%,+154.71%
HLIT,"Harmonic Inc",5.3,+60.80,+26.19%,+19.10%,+32.50%,+61.83%
HLX,"Helix Energy Solutions Group",9.16,+45.30,+21.49%,+5.17%,+13.79%,+50.66%
HMN,"Horace Mann Educators Corp",46.1,+21.80,+4.54%,+1.65%,+3.02%,+23.92%
HMST,"Homestreet Inc",30,+17.10,+3.63%,+3.99%,+6.76%,+21.70%
HMSY,"Hms Hldgs Cp",31.6,+102.90,+86.43%,+30.31%,+49.55%,+76.64%
HOPE,"Hope Bancorp Inc",17.84,unch,-2.25%,+2.59%,-3.93%,+2.65%
HPR,"Highpoint Resources Corp.",5.22,+25.70,+1.75%,-21.03%,-26.89%,+81.88%
HQY,Healthequity,87.19,+114.80,+86.86%,+5.89%,+16.47%,+102.06%
HSC,"Harsco Corp",27,+62.50,+44.77%,+15.14%,+10.88%,+67.18%
HSII,"Heidrick & Struggl",44.5,+139.70,+81.26%,+27.87%,+14.54%,+145.18%
HSKA,"Heska Corp",104.15,+18.80,+29.85%,-3.36%,+1.85%,+4.58%
HSTM,"Healthstream Inc",30.95,+40.70,+33.64%,+6.17%,+12.38%,+33.69%
HT,"Hersha Hospitality Trust",22.56,+29.30,+29.66%,+1.03%,+11.41%,+22.68%
HTLD,"Heartland Express",20.24,-3.80,-13.28%,-3.02%,+8.00%,-3.34%
HUBG,"Hub Group Inc A",51.7,+33.00,+7.93%,+3.40%,+7.48%,+44.21%
HVT,"Haverty Furniture Companies",22.25,-2.70,-1.77%,+5.95%,+13.81%,-6.12%
HWKN,"Hawkins Inc",42.5,+24.70,+20.74%,+12.88%,+30.37%,+15.33%
HZO,"Marinemax Inc",21.05,+5.70,+11.38%,+0.24%,-10.81%,+35.37%
IBP,"Installed Building Products I",47.5,-24.40,-37.46%,-18.59%,-21.42%,-16.15%
IIIN,"Insteel Industries",40,+62.20,+41.24%,-4.24%,+26.62%,+61.23%
IIVI,"I I V I Inc",47.15,+29.50,+0.43%,+7.53%,+3.97%,+32.82%
INDB,"Independent Bk Corp",90.55,+34.80,+29.63%,+2.72%,+17.60%,+32.19%
INGN,"Inogen Inc",238.43,+172.40,+100.23%,+13.69%,+38.14%,+149.98%
INN,"Summit Hotel Properties",13.8,-7.90,-9.39%,-2.61%,-7.01%,-5.54%
INTL,"Intl Fcstone Inc",55.73,+55.60,+31.04%,+4.76%,+15.62%,+52.18%
INVA,"Innoviva Inc",14.41,+8.20,+1.55%,+1.55%,+2.27%,+14.55%
IOSP,"Innospec Inc",77.1,+32.00,+9.21%,-5.46%,+1.11%,+35.74%
IPAR,"Inter Parfums Inc",66.05,+79.10,+52.01%,+15.98%,+28.25%,+73.13%
