Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
AMWD,"Amer Woodmark Cp",83.5,-17.30,-35.89%,-3.08%,-6.96%,-10.55%
ANDE,"Andersons Inc",40.9,+36.90,+31.30%,+15.37%,+26.63%,+27.61%
ANF,"Abercrombie & Fitch Company",28.28,+108.50,+62.25%,+8.10%,+4.51%,+192.75%
ANGO,"Angiodynamics Inc",22.04,+36.20,+32.53%,+2.89%,+9.76%,+28.89%
ANIK,"Anika Therapeutics",41.22,-8.80,-23.54%,+20.42%,+5.86%,-21.96%
ANIP,"ANI Pharma Inc",56.13,+6.40,-12.91%,-20.37%,-12.88%,+21.60%
APEI,"American Pub. Edu.",36.15,+53.00,+44.31%,-19.04%,-8.60%,+99.72%
APOG,"Apogee Entrpr Inc",49.63,+17.70,+8.53%,+2.31%,+17.05%,+4.66%
ARCB,"Arcbest Corp",47.1,+47.30,+31.75%,+0.86%,-1.36%,+81.15%
ARI,"Apollo Commercial Real Estate",19.27,+8.70,+4.44%,+2.28%,+4.50%,+7.53%
AROC,"Archrock Inc",12.55,+25.10,+19.52%,-1.18%,+5.02%,+38.67%
ARR,"Armour Residential R",23.72,-8.10,-7.78%,+2.77%,+4.54%,-9.84%
ASGN,"On Assignment",90.21,+84.70,+40.36%,+6.83%,+7.67%,+95.98%
ASIX,"Advansix Inc",33.11,-6.10,-21.30%,-15.36%,-15.12%,+6.43%
ASNA,"Ascena Retail Grp",4.71,+105.00,+100.43%,+29.40%,+47.19%,+144.04%
ASTE,"Astec Inds Inc",46.54,-12.00,-20.44%,-24.16%,-21.08%,+0.04%
ATNI,"Atn International",74.25,+37.80,+34.36%,+35.44%,+44.74%,+27.08%
ATU,"Actuant Corp",29.1,+28.00,+15.02%,+3.93%,+18.53%,+26.52%
AVA,"Avista Corp",51.17,-1.10,-0.62%,+1.53%,-2.66%,-0.93%
AVAV,"Aerovironment Inc",85.12,+104.70,+51.57%,+13.13%,+51.76%,+127.17%
AVD,"American Vanguard Corp",19.05,-10.10,-3.05%,-12.01%,-13.61%,-3.30%
AVP,"Avon Products",2.05,-21.30,-4.65%,+44.37%,+6.77%,-21.76%
AWR,"American States Water Company",60.85,+23.90,+5.08%,+1.18%,+11.32%,+24.49%
AXE,"Anixter International Inc",72.7,+8.90,-4.34%,-2.68%,+16.23%,+2.32%
AXL,"American Axle & Manufacturing",17.7,+23.70,+3.93%,+9.73%,+9.80%,+26.52%
AZZ,"Azz Inc",53.7,+17.10,+5.09%,-3.24%,+27.86%,+13.41%
B,"Barnes Group",67.99,+14.10,+7.46%,+9.71%,+11.83%,+13.37%
BABY,"Natus Medical Inc",35.8,+9.10,-6.28%,+9.31%,+0.85%,+10.15%
BANC,"First Pactrust Bancorp",20,+5.20,-3.15%,+3.63%,+6.67%,+8.11%
BANR,"Banner Corp",66.04,+21.60,+19.81%,+6.45%,+13.65%,+20.62%
BCC,"Boise Cascade L.L.C.",46.3,+50.60,+16.04%,+5.35%,+2.77%,+60.76%
BCOR,"Blucora Inc",35.2,+42.70,+59.28%,-6.51%,-4.22%,+54.73%
BCPC,"Balchem Cp",103.32,+40.40,+28.19%,+3.43%,+9.67%,+40.84%
BEAT,"Biotelemetry Inc",56.2,+83.90,+87.96%,+11.62%,+37.75%,+57.42%
BEL,"Belmond Ltd",15.95,+17.30,+30.20%,+40.53%,+33.47%,+29.15%
BELFB,"Bel Fuse Inc Cl B",25.95,+11.70,+3.08%,+13.07%,+31.73%,-0.19%
BFS,"Saul Centers",59.21,+4.40,-4.11%,+10.51%,+24.29%,+2.83%
BGFV,"Big 5 Sporting",5.85,-29.40,-23.03%,-10.00%,-25.95%,-22.00%
BGG,"Briggs & Stratton Corp",20.96,-0.10,-17.38%,+24.54%,+10.26%,+3.00%
BGS,"B&G Foods Holdings",32.8,+9.80,-6.69%,+7.19%,+22.39%,+4.46%
BHE,"Benchmark Electronics",25.95,-21.00,-10.82%,-11.58%,-5.46%,-17.22%
BHLB,"Berkshire Hills Bancorp",41.9,+21.00,+14.48%,+1.09%,+7.99%,+26.20%
BJRI,"Bj's Restaurants Inc",66.8,+121.00,+83.52%,+5.86%,+29.71%,+106.81%
BKE,"Buckle Inc",26.75,+69.30,+12.63%,+10.54%,+4.49%,+90.39%
BKS,"Barnes & Noble",5.95,-16.00,-11.19%,+8.18%,+13.33%,-19.05%
BLD,"Topbuild Corp",68.91,+10.80,-9.02%,-17.16%,-16.36%,+21.77%
BMI,"Badger Meter",54.05,+25.00,+13.08%,+2.85%,+26.29%,+22.29%
BNED,"Barnes & Noble Education Inc C",6.48,-5.90,-21.36%,+20.67%,+6.23%,-6.36%
BOFI,"Bofi Holding Inc",37.8,+33.80,+26.42%,-9.18%,-9.33%,+43.34%
BPFH,"Boston Pvt Finl Hldg",13.9,-12.20,-10.03%,-7.33%,-17.01%,-3.47%
BRC,"Brady Corp",38.35,+11.90,+1.19%,+2.68%,-1.92%,+17.28%
BRKL,"Brookline Bancorp",18,+22.20,+14.65%,-4.00%,+3.45%,+30.67%
BRKS,"Brooks Automation",28.71,+13.70,+20.38%,-10.59%,-1.07%,+15.07%
BRS,"Bristow Group Inc",10.77,-5.90,-20.04%,-25.88%,-42.00%,+39.69%
CACI,"Caci International",188.95,+54.40,+42.77%,+5.24%,+15.00%,+53.62%
CAL,"Caleres Inc",37.05,+39.10,+10.66%,+3.93%,+3.12%,+57.66%
CALM,"Cal-Maine Foods In",49.55,+36.40,+11.47%,+7.83%,+4.21%,+40.37%
CAMP,"Calamp Corp",23.5,+21.70,+9.66%,+1.03%,+11.11%,+31.36%
CASH,"Meta Financial Grp",86.85,+7.50,-6.26%,-11.24%,-20.68%,+25.32%
CATM,"Cardtronics Inc",36.39,+67.80,+96.49%,+36.19%,+26.66%,+43.27%
CATO,"Cato Corp",23.87,+82.70,+49.94%,-7.91%,+32.24%,+75.51%
CBB,"Cincinnati Bell Inc",12.95,-33.90,-37.89%,unch,-24.05%,-36.83%
CBL,"Cbl & Associates Properties",4.66,-35.80,-17.67%,-11.91%,+4.95%,-41.82%
CBM,"Cambrex Corp",62.8,+33.00,+30.83%,+12.04%,+31.38%,+22.18%
CBU,"Community Bank System",65.63,+29.10,+22.10%,+4.52%,+9.15%,+27.09%
CCMP,"Cabot Microelectron",109.06,+42.20,+15.92%,-7.81%,-0.92%,+58.38%
CCOI,"Cogent Comm Hldgs",52.65,+20.10,+16.23%,+0.29%,+5.51%,+24.62%
CCRN,"Cross Ctry Hlthcr",9.75,-16.80,-23.59%,-17.58%,-19.55%,-20.86%
CDR,"Cedar Shopping Centers Inc",4.64,-9.30,-23.68%,-5.88%,+13.73%,-4.92%
CECO,"Career Education",16.72,+69.10,+38.41%,-10.06%,+15.87%,+95.33%
CEIX,"Consol Energy Inc",42.97,+80.60,+8.76%,+1.70%,-2.05%,+85.06%
CENT,"Central Garden",39.92,+7.50,+2.57%,-8.34%,-2.87%,+16.52%
CENTA,"Central Garden & Pet",36.54,+1.30,-3.10%,-10.24%,-5.21%,+10.16%
CENX,"Century Aluminum C",11.93,-40.60,-39.26%,-7.98%,-31.83%,-20.52%
CEVA,"Ceva Inc",28.05,-37.30,-39.22%,-13.69%,-16.89%,-31.08%
CHCO,"City Holding Co",81.69,+30.20,+21.08%,+3.25%,+10.14%,+35.20%
CHCT,"Community Healthcare Trust Inc",31.55,+25.40,+12.28%,+4.40%,+23.00%,+28.46%
CHS,"Chico's Fas",10.16,+25.80,+15.19%,+13.90%,-3.61%,+29.92%
CHSP,"Chesapeake Lodging Trust",32.38,+27.90,+19.53%,-0.71%,+6.37%,+31.57%
CHUY,"Chuy's Holdings Inc",27.45,+25.40,-2.14%,-18.67%,-1.79%,+35.89%
CIR,"Circor International",44.48,-7.10,-8.63%,+8.86%,-12.56%,-6.30%
CJ,"C&J Energy Services Inc",23.49,-15.00,-29.82%,+5.72%,-22.76%,-8.88%
CKH,"Seacor Smit Inc",50.91,+26.90,+10.15%,-5.62%,-4.00%,+40.87%
CLD,"Cloud Peak Energy Inc",2.45,-37.80,-44.94%,-22.96%,-19.67%,-18.33%
CLDT,"Chatham Lodging Trust [Reit]",21.76,+9.00,-4.39%,-0.82%,+9.35%,+10.18%
CLW,"Clearwater Paper Corp",28.65,-24.30,-36.89%,+21.40%,+10.62%,-36.54%
CMO,"Capstead Mortgage Corp",8.38,-13.60,-3.12%,-3.23%,-7.91%,-13.87%
CMTL,"Comtech Telecom Co",35.54,+69.60,+60.67%,+4.90%,+14.79%,+88.74%
CNMD,"C O N M E D Cp",78.26,+62.30,+53.54%,+6.58%,+13.67%,+61.03%
CNSL,"Consolidated Communications Holdings Inc",11.95,-30.70,-1.97%,-1.65%,+7.95%,-36.03%
COHU,"Cohu Inc",25.56,+38.60,+16.45%,-1.81%,+12.45%,+44.90%
COKE,"Coca Cola Bot Cons",172.29,-10.60,-19.96%,+24.67%,+33.29%,-15.82%
COLB,"Columbia Banking Sys",42.57,+10.00,-2.00%,+0.83%,-0.26%,+16.12%
CORE,"Core Mark Holding",34.04,+41.10,+7.79%,+39.91%,+84.50%,+28.40%
CORT,"Corcept Therapeutics",13.04,+0.30,-27.80%,+0.31%,-29.74%,-10.19%
CPF,"Central Pacific Financial Co",28.71,-3.10,-3.75%,-1.41%,-3.72%,-1.37%
CPS,"Cooper Std Hldg Inc",140.66,+36.60,+14.82%,+5.02%,+6.09%,+42.92%
CPSI,"Computer Programs",27.25,-9.00,-9.32%,-19.97%,-14.58%,-6.20%
CRAY,"Cray Inc",21.3,+4.70,-11.98%,-17.28%,-20.52%,+17.03%
CROX,"Crocs Inc",19.53,+114.90,+54.51%,+10.65%,+18.94%,+119.93%
CRR,"Carbo Ceramics",7.88,unch,-22.59%,-16.26%,-27.64%,+23.90%
CRVL,"Corvel Cp",59.5,+20.60,+12.48%,+6.06%,+12.58%,+16.44%
CRY,Cryolife,32.05,+79.60,+67.36%,+7.01%,+19.81%,+68.24%
CRZO,"Carrizo Oil & Gas",22.79,+49.50,+7.10%,-19.38%,-15.09%,+66.11%
CSGS,"C S G Sys Intl",37.69,-9.40,-13.99%,-8.45%,-6.17%,-0.87%
CTB,"Cooper Tire & Rubber Company",30.45,-8.60,-13.86%,+18.71%,+18.02%,-8.97%
CTRE,"Caretrust REIT Inc",18.15,+3.50,+8.29%,+6.76%,+18.94%,-3.76%
CTRL,"Control4 Corp",32.61,+36.40,+9.58%,+29.35%,+34.31%,+34.14%
CTS,"Cts Corp",34.85,+54.30,+35.34%,-7.07%,+7.73%,+60.23%
CUB,"Cubic Corp",73.2,+63.90,+24.17%,+6.24%,+2.38%,+72.85%
CUBI,"Customers Bancorp",24.67,-19.30,-5.08%,-14.01%,-15.17%,-11.32%
CUTR,"Cutera Inc",34.2,-7.40,-24.59%,-21.38%,-16.89%,+1.33%
CVBF,"Cvb Financial Corp",24.52,+16.30,+4.07%,+5.83%,+5.96%,+19.90%
CVCO,"Cavco Inds Inc",234.15,+84.10,+53.44%,+6.38%,+32.14%,+89.29%
CVGW,"Calavo Growers Inc",101.2,+44.10,+19.91%,+7.60%,+8.12%,+43.24%
CWT,"California Water Service Group Holding",41.45,+10.90,-8.60%,+1.97%,+6.56%,+12.64%
CYH,"Community Health Systems",3.52,-50.60,-17.37%,+29.89%,-22.47%,-49.93%
CYTK,Cytokinetics,7.05,-35.80,-13.50%,-19.89%,-22.95%,-43.60%
DAKT,"Daktronics Inc",9.03,-4.20,-1.10%,+7.37%,-8.51%,-3.63%
DAR,"Darling International Inc",20,+16.60,+10.31%,+0.76%,+10.01%,+28.21%
DBD,"Diebold Nixdorf Inc",4.4,-63.80,-73.09%,-62.23%,-65.22%,-77.44%
DCOM,"Dime Community Bncsh",18.55,-6.20,-11.46%,-7.48%,-7.71%,-0.54%
DDD,"3D Systems Corp",20.37,+43.60,+135.76%,+35.80%,+60.77%,+63.88%
DEA,"Easterly Government Properties",19.98,-0.40,-6.37%,+2.57%,+0.60%,+1.42%
DF,"Dean Foods Company",8.1,-33.50,-29.93%,-22.04%,-19.48%,-31.30%
DFIN,"Donnelly Financial Solutions Inc",19.43,-4.20,-0.31%,-5.54%,+14.56%,-3.53%
DGII,"Digi Intl Inc",12.9,+38.00,+35.08%,-5.84%,+8.40%,+50.00%
DIN,"Dineequity Inc",80.84,+88.50,+59.35%,+13.54%,+19.36%,+97.22%
DIOD,"Diodes Inc",36.98,+38.50,+28.99%,-2.86%,+10.82%,+39.65%
DNR,"Denbury Resources",4.74,+258.40,+114.48%,+8.72%,+14.77%,+308.62%
DORM,"Dorman Products Inc",80.37,+29.00,+31.45%,+9.84%,+21.83%,+23.70%
DPLO,"Diplomat Pharmacy Inc",19.36,+5.80,-3.54%,-13.30%,-21.17%,+17.83%
DRH,"Diamondrock Hospitality Company",11.73,+8.20,+3.90%,-4.09%,-1.59%,+9.22%
DSPG,"D S P Group Inc",12.15,-1.60,-2.80%,-7.60%,-3.95%,+3.85%
DSW,"DSW Inc",26.92,+38.60,+25.74%,-2.14%,+4.95%,+69.95%
DXPE,"Dxp Enterprise",46.84,+80.10,+58.40%,+9.85%,+14.86%,+83.54%
EBIX,"Ebix Inc",76.95,+23.10,-2.90%,-8.45%,+3.57%,+35.48%
EBS,"Emergent Biosolutions",59.43,+62.60,+27.89%,+9.53%,+14.29%,+70.68%
ECHO,"Echo Global Logistic",32.9,+105.60,+17.50%,+4.61%,+19.64%,+135.00%
ECOL,"US Ecology Inc",71,+55.80,+39.22%,+8.15%,+20.44%,+53.68%
ECPG,"Encore Capital Grp",40.5,-1.00,-3.80%,+11.11%,-7.32%,+3.71%
EE,"El Paso Electric Company",63.85,+21.40,+15.36%,+4.76%,+15.25%,+18.35%
EFII,"Elec Imaging Inc",33.92,+14.70,+14.87%,-2.78%,-2.11%,+2.32%
EGHT,"8X8 Inc",22.3,+68.50,+58.16%,+1.59%,+0.68%,+68.94%
EGL,"Engility Holdings Inc",34.56,+24.60,+21.82%,-1.00%,+15.51%,+17.47%
EGOV,"Nic Inc",17.1,+12.60,+3.01%,+5.88%,+8.57%,+5.23%
EGP,"Eastgroup Properties",98.2,+16.10,+11.11%,+5.97%,+9.67%,+15.20%
EGRX,"Eagle Pharmaceutical",79.13,+51.00,+48.13%,-5.11%,+21.07%,+46.10%
EHTH,"Ehealth Inc",29.62,+55.10,+70.52%,+23.42%,+49.90%,+66.97%
EIG,"Employers Holdings Inc",43.65,+4.90,-1.69%,+3.19%,+7.38%,+4.43%
ELY,"Callaway Golf Company",22.67,+76.30,+62.74%,+18.07%,+23.07%,+74.65%
ENDP,"Endo Int'l Plc",15.91,+123.20,+105.29%,+42.69%,+160.82%,+82.45%
ENSG,"The Ensign Group In",37.34,+86.50,+68.20%,-1.53%,+7.48%,+90.41%
ENTA,"Enanta Pharmaceutica",90.34,+87.40,+53.95%,-26.16%,-13.48%,+137.99%
ENVA,"Enova International Inc",35.7,+178.30,+134.87%,-6.67%,+5.31%,+191.43%
EPAY,"Bottomline Tech In",61.51,+121.50,+77.36%,+10.55%,+33.11%,+112.40%
ERA,"Era Group Inc",11.85,+23.90,+10.23%,-11.30%,-5.05%,+41.58%
ESE,"Esco Technologies Inc",68.75,+30.70,+14.11%,+12.52%,+20.61%,+27.43%
ESIO,"Electro Sci Inds",22.79,+42.90,+6.35%,+27.18%,+18.02%,+109.47%
ESND,"Essendant Inc",15.18,+36.50,+63.75%,+5.27%,+10.64%,+32.00%
ETH,"Ethan Allen Interiors Inc",23.3,-17.00,-18.53%,-4.12%,-5.86%,-20.88%
EVTC,"Evertec Inc",24.55,+48.30,+79.85%,+5.59%,+12.61%,+32.70%
EXLS,"Exlservice Holdings",60.71,+8.40,+0.60%,-2.66%,+9.49%,+9.47%
EXPO,"Exponent Inc",51.05,+55.70,+43.60%,+4.50%,+8.44%,+59.91%
EXPR,"Express Inc",10.56,+55.30,+4.04%,+7.43%,+15.16%,+85.26%
EXTN,"Exterran Corp",27.71,-0.30,-11.86%,+2.44%,-5.33%,+15.41%
EXTR,"Extreme Networks",6.35,-42.40,-49.28%,-28.17%,-30.83%,-40.54%
EZPW,"Ezcorp Inc",11.15,+9.40,-8.61%,-8.98%,-16.48%,+26.70%
FARO,"Faro Tech Inc",66.2,+81.80,+40.85%,+14.24%,+24.09%,+100.91%
FBP,"First Bancorp",8.77,+66.30,+71.96%,+8.41%,+10.87%,+59.45%
FCF,"First Commonwealth Financial Corp",17.06,+33.40,+19.13%,+5.31%,+9.36%,+36.59%
FCFS,"First Cash Fin Svcs",80.2,+26.60,+18.90%,-14.41%,-13.67%,+33.67%
FCN,"Fti Consulting",76.43,+133.90,+77.91%,+14.54%,+25.81%,+139.37%
FCPT,"Four Corners Property Trust In",27.24,+14.20,+5.99%,+9.57%,+23.48%,+9.00%
FELE,"Franklin Electric Co",48.95,+26.20,+6.64%,+4.82%,+6.64%,+26.98%
FF,"Futurefuel Corp",14.57,+10.10,+3.41%,+8.09%,+7.85%,+10.30%
FFBC,"First Finl Bncp [Oh]",31.5,+25.30,+19.54%,+0.64%,-0.47%,+32.08%
FFIN,"First Finl Bkshs Inc",60.25,+51.30,+33.74%,+6.64%,+14.54%,+51.57%
FIX,"Comfort Systems USA",56.45,+72.80,+29.32%,+16.27%,+22.58%,+71.58%
FLOW,"SPX Flow Inc",48.1,+38.00,+1.16%,+6.75%,+6.79%,+52.36%
FMBI,"First Midwest Bncp",27.17,+25.40,+13.16%,+3.58%,+7.05%,+30.69%
FN,Fabrinet,44,+31.20,+53.31%,+10.17%,+20.58%,+9.78%
FNSR,"Finisar Corp",19.19,-13.70,-5.70%,+12.88%,+15.88%,-19.13%
FORM,"Formfactor Inc",13.4,-10.00,-14.38%,-4.29%,+3.08%,-4.63%
FORR,"Forrester Resrch",48,+20.30,+8.60%,+11.63%,+14.56%,+23.71%
FOSL,"Fossil Group",24.68,+101.80,+217.63%,-8.22%,+25.92%,+229.51%
FOXF,"Fox Factory Cp",63.75,+77.80,+64.09%,+25.12%,+66.67%,+69.10%
FRAN,"Francesca's Holdings",7.27,-8.80,-0.55%,-6.19%,+26.88%,-8.90%
FRGI,"Fiesta Restaurant Gp",29.4,+78.20,+54.74%,-2.49%,+20.25%,+65.17%
FSB,"Franklin Financial Network Inc",38.4,+17.90,+12.61%,+4.63%,+9.71%,+18.89%
FSP,"Franklin Street Properties",8.5,-13.70,-20.86%,+0.12%,+11.84%,-13.00%
FSS,"Federal Signal Corp",26.11,+43.60,+29.97%,+8.03%,+7.18%,+42.21%
FTD,"Ftd Companies",3.79,-69.70,-47.29%,+4.12%,-27.81%,-70.23%
FTK,"Flotek Industries",2.12,-50.80,-54.51%,-29.57%,-39.43%,-62.34%
FTR,"Frontier Commun Cp",5.73,-54.30,-15.24%,+21.66%,-38.19%,-57.74%
FUL,"H. B. Fuller Company",57.84,+15.20,+7.37%,+2.81%,+10.17%,+17.63%
FWRD,"Foward Air Corp",63.72,+24.90,+10.93%,+6.40%,+8.00%,+24.99%
GBCI,"Glacier Bancorp Inc",44.76,+33.40,+13.63%,+4.34%,+13.69%,+35.72%
GBX,"Greenbrier Companies",57.8,+33.90,+8.44%,+0.26%,+13.33%,+31.66%
GCI,"Gannett Co. Inc",10.49,+17.80,-9.49%,+4.48%,-9.80%,+28.24%
GCO,"Genesco Inc",45.4,+66.10,+39.69%,+11.41%,+2.37%,+89.96%
GDOT,"Green Dot Corp",84.7,+77.40,+40.56%,+3.66%,+18.58%,+83.06%
GEOS,"Geospace Technologie",13.91,-3.50,+7.25%,-1.49%,+9.10%,-8.85%
GES,"Guess Inc",23.3,+36.70,+38.03%,+1.44%,-8.45%,+82.03%
GFF,"Griffon Corp",17.95,-6.70,-11.79%,-2.97%,-23.13%,-4.52%
GHL,"Greenhill & Co. Inc",29.85,+96.60,+53.08%,-5.24%,+9.14%,+88.92%
GIFI,"Gulf Island Fab",9.45,-8.60,-29.61%,-0.53%,-7.35%,-13.30%
GIII,"G-III Apparel Gp I",44.44,+59.40,+20.47%,-5.97%,+14.54%,+85.63%
GLT,Glatfelter,16.42,-11.10,-23.41%,-18.91%,-5.09%,-2.67%
GME,"Gamestop Corp",15.85,-12.90,-11.70%,+5.11%,+27.21%,-25.31%
GNBC,"Green Bancorp",24.25,+11.20,+19.46%,+9.23%,+2.32%,+10.48%
GNL,"Global Net Lease Inc",21.63,+7.70,+5.10%,+3.69%,+16.42%,+1.22%
GOV,"Government Properties Income Trust",16.78,-2.60,-9.49%,+5.53%,+25.50%,-7.75%
GPI,"Group 1 Automotive",79.35,+36.50,+11.81%,+17.50%,+10.48%,+47.16%
GPRE,"Green Plains Inc",17.95,+2.40,+6.53%,+12.89%,-13.91%,+4.06%
GTLS,"Chart Industries In",77.08,+121.90,+64.49%,+0.26%,+19.97%,+135.07%
GTY,"Getty Realty Corp",29.25,+10.50,+7.70%,+3.32%,+19.10%,+9.71%
GWB,"Great Western Bancorp Inc",43.53,+16.80,+9.37%,+4.54%,+0.65%,+20.28%
HA,"Hawaiian Hldgs Inc",43.95,+10.20,+10.29%,+17.20%,+13.13%,+5.40%
HAFC,"Hanmi Financial Cp",25.8,-12.00,-14.99%,-6.35%,-9.95%,-3.19%
HAYN,"Haynes Intl Inc",38.32,+17.40,+19.56%,-1.19%,-7.42%,+28.76%
HCI,"Homeowners Choice",41.22,+7.20,+37.86%,-2.51%,-2.58%,+2.61%
HF,"HFF Inc",44.65,+26.80,-8.20%,+23.38%,+29.76%,+23.68%
HFWA,"Heritage Financial",35.75,+33.50,+16.07%,-0.69%,+12.42%,+36.71%
HI,"Hillenbrand Inc",52,+42.80,+16.33%,+4.94%,+8.79%,+47.31%
HIBB,"Hibbett Sports Inc",26.95,+100.40,+32.11%,+12.06%,-3.23%,+147.25%
HLIT,"Harmonic Inc",5.25,+58.70,+25.00%,+17.98%,+32.91%,+56.72%
HLX,"Helix Energy Solutions Group",8.97,+41.20,+18.97%,+2.99%,+6.79%,+51.78%
HMN,"Horace Mann Educators Corp",46.15,+22.00,+4.65%,+1.76%,+4.29%,+24.39%
HMST,"Homestreet Inc",29.6,+15.00,+2.25%,+2.60%,+4.78%,+19.84%
HMSY,"Hms Hldgs Cp",31.61,+103.00,+86.49%,+30.35%,+48.75%,+81.35%
HOPE,"Hope Bancorp Inc",17.59,-1.90,-3.62%,+1.15%,-3.88%,+1.21%
HPR,"Highpoint Resources Corp.",4.91,+15.60,-4.29%,-25.72%,-29.96%,+69.31%
HQY,Healthequity,86.33,+111.90,+85.02%,+4.85%,+17.11%,+105.16%
HSC,"Harsco Corp",26,+54.40,+39.41%,+10.87%,+8.33%,+64.04%
HSII,"Heidrick & Struggl",41.85,+120.40,+70.47%,+20.26%,+7.45%,+128.69%
HSKA,"Heska Corp",101.33,+14.40,+26.33%,-5.98%,-0.85%,+3.62%
HSTM,"Healthstream Inc",30.44,+37.50,+31.43%,+4.43%,+9.89%,+34.45%
HT,"Hersha Hospitality Trust",22.05,+25.30,+26.72%,-1.25%,+11.48%,+21.82%
HTLD,"Heartland Express",20.14,-4.40,-13.71%,-3.50%,+8.16%,-3.54%
HUBG,"Hub Group Inc A",51.3,+31.60,+7.10%,+2.60%,+7.55%,+42.11%
HVT,"Haverty Furniture Companies",22.4,-1.70,-1.10%,+6.67%,+11.17%,-5.68%
HWKN,"Hawkins Inc",40.1,+15.20,+13.92%,+6.51%,+25.31%,+7.36%
HZO,"Marinemax Inc",20.65,+2.90,+9.26%,-1.67%,-13.05%,+37.21%
IBP,"Installed Building Products I",45.2,-29.50,-40.49%,-22.54%,-27.10%,-19.93%
IIIN,"Insteel Industries",39.83,+61.20,+40.64%,-4.64%,+25.25%,+60.54%
IIVI,"I I V I Inc",45.8,+24.40,-2.45%,+4.45%,+3.15%,+29.93%
INDB,"Independent Bk Corp",90,+33.70,+28.85%,+2.10%,+20.24%,+34.73%
INGN,"Inogen Inc",231.57,+161.60,+94.47%,+10.42%,+23.33%,+146.46%
INN,"Summit Hotel Properties",13.6,-9.80,-10.70%,-4.02%,-7.80%,-7.42%
INTL,"Intl Fcstone Inc",54.8,+52.00,+28.85%,+3.01%,+16.65%,+51.88%
INVA,"Innoviva Inc",14.08,+4.80,-0.78%,-0.78%,-3.50%,+14.66%
IOSP,"Innospec Inc",77.15,+32.10,+9.28%,-5.40%,+1.85%,+39.51%
IPAR,"Inter Parfums Inc",65.05,+75.40,+49.71%,+14.22%,+26.31%,+72.32%
